disease,protein,common_interactor_score,common_interactor_score_pvalue,degree,frac_direct_interactions,frac_direct_interactions_pvalue
GO:0016782,4338,0.0698301353988817,0.008,7,0.030303030303030304,0.01
GO:0016782,64377,0.010925657620260723,0.262,32,0.0,1.0
GO:0016782,55034,0.013350929396652014,0.208,15,0.0,1.0
GO:0016782,166012,0.8654440183992381,0.003,8,0.06060606060606061,0.008
GO:0016782,9469,0.852479122552321,0.0,10,0.12121212121212122,0.003
GO:0016782,6783,0.12078883893534734,0.015,23,0.030303030303030304,0.039
GO:0015464,8416,0.003341810002756495,0.176,5,0.0,1.0
GO:0015464,1129,0.0,1.0,20,0.0,1.0
GO:0015464,1135,0.7622856896086625,0.0,2,0.2222222222222222,0.0
GO:0015464,1136,0.5830701966130504,0.001,3,0.1111111111111111,0.001
GO:0015464,1137,0.6647979196095534,0.001,8,0.2222222222222222,0.001
GO:0015464,1138,0.3496610396473596,0.001,4,0.1111111111111111,0.001
GO:0015464,1139,0.003341810002756495,0.167,6,0.0,1.0
GO:0015464,1140,0.0,1.0,2,0.0,1.0
GO:0015464,1141,0.5301904864194988,0.001,5,0.2222222222222222,0.001
GO:0015464,1143,0.8447445906177311,0.001,7,0.4444444444444444,0.001
GO:0005230,2560,0.2540458063771426,0.002,22,0.0,1.0
GO:0005230,2561,0.6817436987203327,0.0,22,0.09302325581395349,0.004
GO:0005230,2562,0.5632030799568986,0.002,18,0.06976744186046512,0.005
GO:0005230,2564,0.11644183855930405,0.012,41,0.0,1.0
GO:0005230,2566,0.39611335750295684,0.003,19,0.046511627906976744,0.008
GO:0005230,7442,0.08051029494980905,0.019,14,0.0,1.0
GO:0005230,3359,0.014617499260589625,0.078,2,0.0,1.0
GO:0005230,5024,0.5064495102245978,0.0,1,0.023255813953488372,0.002
GO:0005230,5025,0.014582514477207636,0.298,30,0.0,1.0
GO:0005230,55584,0.06574552784282797,0.027,69,0.0,1.0
GO:0005230,5027,0.015812500631100724,0.217,19,0.0,1.0
GO:0005230,22953,0.5064495102245978,0.006,5,0.023255813953488372,0.014
GO:0005230,2741,0.0,1.0,4,0.0,1.0
GO:0005230,2742,0.03205220289533378,0.098,27,0.0,1.0
GO:0005230,2743,0.022028726477111474,0.051,4,0.0,1.0
GO:0005230,285242,0.01679959699602918,0.147,6,0.0,1.0
GO:0005230,8001,0.0,1.0,2,0.0,1.0
GO:0005230,2890,0.4037693757647743,0.003,45,0.06976744186046512,0.003
GO:0005230,2891,0.3259539864636668,0.001,39,0.09302325581395349,0.001
GO:0005230,2892,0.2204558583953204,0.005,13,0.023255813953488372,0.042
GO:0005230,2893,0.35041816389596303,0.002,24,0.023255813953488372,0.028
GO:0005230,170572,0.11756452705959156,0.02,80,0.0,1.0
GO:0005230,2897,0.19685667997694306,0.009,8,0.0,1.0
GO:0005230,2898,0.37385623236949295,0.005,25,0.06976744186046512,0.005
GO:0005230,2899,0.25847969158348894,0.002,5,0.023255813953488372,0.009
GO:0005230,2901,0.340982059670375,0.004,11,0.06976744186046512,0.004
GO:0005230,2902,0.37574864637617933,0.005,67,0.09302325581395349,0.005
GO:0005230,2903,0.2947513366389214,0.007,38,0.046511627906976744,0.012
GO:0005230,2904,0.3728723962685675,0.006,56,0.046511627906976744,0.012
GO:0005230,2905,0.1613067923253397,0.0,6,0.0,1.0
GO:0005230,2906,0.24260580937079934,0.006,37,0.023255813953488372,0.032
GO:0005230,116443,0.21849481466569837,0.004,10,0.06976744186046512,0.004
GO:0005230,1134,0.5768315528622778,0.001,4,0.046511627906976744,0.001
GO:0005230,1135,0.6709985966911348,0.002,2,0.046511627906976744,0.002
GO:0005230,1136,0.5404867331700617,0.001,3,0.023255813953488372,0.01
GO:0005230,1137,0.6364089439808943,0.004,8,0.046511627906976744,0.005
GO:0005230,1139,0.028129769782204467,0.085,6,0.0,1.0
GO:0005230,1140,0.0,1.0,2,0.0,1.0
GO:0005230,1141,0.5390570726961477,0.003,5,0.046511627906976744,0.008
GO:0005230,1143,0.7470999102807258,0.002,7,0.06976744186046512,0.002
GO:0005230,1144,0.3733177770315514,0.001,3,0.023255813953488372,0.007
GO:0005230,1145,0.5231420369957074,0.0,1,0.023255813953488372,0.001
GO:0005230,2554,0.6448561545887822,0.005,14,0.09302325581395349,0.005
GO:0005230,2555,0.5925027196869816,0.004,9,0.06976744186046512,0.004
GO:0015078,4512,0.12208937079788786,0.003,44,0.06666666666666667,0.022
GO:0015078,4513,0.12703482300608815,0.01,69,0.06666666666666667,0.047
GO:0015078,8992,0.0,1.0,2,0.0,1.0
GO:0015078,84679,0.0,1.0,5,0.0,1.0
GO:0015078,79400,0.005210342487220873,0.16,4,0.0,1.0
GO:0015078,84329,0.0,1.0,9,0.0,1.0
GO:0015078,498,0.07149588108490512,0.009,213,0.06666666666666667,0.118
GO:0015078,3954,0.01159999233190567,0.172,14,0.0,1.0
GO:0015078,6548,0.037589798748022964,0.022,43,0.0,1.0
GO:0015078,113235,0.0,1.0,1,0.0,1.0
GO:0015078,6550,0.03142996765767612,0.007,14,0.0,1.0
GO:0015078,506,0.07483923350475082,0.009,158,0.06666666666666667,0.109
GO:0015078,4697,0.06792041973484667,0.027,107,0.0,1.0
GO:0015078,155066,0.0,1.0,1,0.0,1.0
GO:0015078,4891,0.013173714607152914,0.089,8,0.0,1.0
GO:0015078,84701,0.12297911652325165,0.006,19,0.0,1.0
GO:0004970,2890,0.3033733825002462,0.003,45,0.23076923076923078,0.003
GO:0004970,2891,0.305715360444333,0.005,39,0.3076923076923077,0.005
GO:0004970,2892,0.2204558583953204,0.001,13,0.07692307692307693,0.009
GO:0004970,2893,0.2262803083245008,0.008,24,0.07692307692307693,0.013
GO:0004970,2897,0.19685667997694306,0.001,8,0.0,1.0
GO:0004970,2898,0.3560931171980362,0.006,25,0.23076923076923078,0.006
GO:0004970,2899,0.25847969158348894,0.0,5,0.07692307692307693,0.001
GO:0004970,2901,0.31908209077243516,0.006,11,0.23076923076923078,0.006
GO:0004970,2902,0.29613970357975805,0.005,67,0.3076923076923077,0.005
GO:0004970,2903,0.2653072232219656,0.007,38,0.15384615384615385,0.007
GO:0004970,2904,0.28577856467454105,0.002,56,0.15384615384615385,0.023
GO:0004970,2905,0.1613067923253397,0.0,6,0.0,1.0
GO:0004970,2906,0.2103961991132299,0.011,37,0.07692307692307693,0.033
GO:0004970,116443,0.21849481466569837,0.002,10,0.23076923076923078,0.002
GO:0070888,4609,0.09118922149825083,0.08,583,0.041666666666666664,0.409
GO:0070888,79365,0.1675153836750094,0.003,40,0.08333333333333333,0.019
GO:0070888,6929,0.20699745199189962,0.009,208,0.375,0.009
GO:0070888,406,0.22393209349566573,0.0,38,0.08333333333333333,0.021
GO:0070888,4760,0.11346955019320756,0.004,24,0.041666666666666664,0.076
GO:0070888,4762,0.09009931894698192,0.003,8,0.0,1.0
GO:0070888,4005,0.06947839800395322,0.064,166,0.125,0.013
GO:0070888,429,0.10258388503836482,0.003,15,0.041666666666666664,0.049
GO:0070888,430,0.04778724349836361,0.021,12,0.0,1.0
GO:0070888,84913,0.09531815289130087,0.005,2,0.041666666666666664,0.005
GO:0070888,4149,0.08222400126974672,0.031,154,0.08333333333333333,0.062
GO:0070888,4286,0.05838474429922433,0.034,39,0.0,1.0
GO:0070888,6591,0.06053239207048513,0.008,23,0.0,1.0
GO:0070888,2625,0.0554620991286542,0.039,42,0.08333333333333333,0.026
GO:0070888,6721,0.05334609481990047,0.109,113,0.0,1.0
GO:0070888,5187,0.10617323275277243,0.015,37,0.0,1.0
GO:0070888,6615,0.09192358273964805,0.018,73,0.0,1.0
GO:0070888,642658,0.08254794184567568,0.005,3,0.041666666666666664,0.009
GO:0070888,6886,0.16282781878393138,0.005,61,0.125,0.005
GO:0070888,9575,0.23515470659751725,0.002,38,0.16666666666666666,0.002
GO:0070888,8553,0.07973411147863771,0.028,90,0.125,0.013
GO:0070888,56938,0.11672806370794966,0.001,10,0.041666666666666664,0.02
GO:0070888,7023,0.06206525918386851,0.091,109,0.041666666666666664,0.296
GO:0070888,9464,0.11071901415554294,0.001,19,0.041666666666666664,0.048
GO:0070888,7291,0.1271071785062118,0.01,38,0.08333333333333333,0.023
GO:0015144,144195,0.0,1.0,1,0.0,1.0
GO:0015144,358,0.01521152640204063,0.072,107,0.0,1.0
GO:0015144,359,0.049382314231274316,0.004,9,0.0,1.0
GO:0015144,360,0.0215908157513199,0.012,6,0.0,1.0
GO:0015144,9962,0.017917719749360912,0.073,14,0.0,1.0
GO:0015144,9963,0.01770877631411504,0.064,28,0.0,1.0
GO:0015144,366,0.013074409009212267,0.059,4,0.0,1.0
GO:0015144,89872,0.03427962268644408,0.008,2,0.0,1.0
GO:0015144,6513,0.0,1.0,29,0.0,1.0
GO:0015144,6514,0.02307863460622995,0.041,7,0.0,1.0
GO:0015144,6515,0.03568475206890312,0.011,5,0.0,1.0
GO:0015144,6518,0.018018749253911177,0.033,4,0.0,1.0
GO:0015144,6523,0.0,1.0,3,0.0,1.0
GO:0015144,6524,0.0,1.0,1,0.0,1.0
GO:0043024,4869,0.0682672770859922,0.099,746,0.4444444444444444,0.02
GO:0043024,23367,0.05718729286148821,0.008,91,0.1111111111111111,0.124
GO:0043024,54505,0.021380769774914286,0.061,26,0.1111111111111111,0.044
GO:0043024,219402,0.004558495878654114,0.151,3,0.0,1.0
GO:0043024,5292,0.00795648261126333,0.63,55,0.0,1.0
GO:0043024,26284,0.021782162685163524,0.049,29,0.0,1.0
GO:0043024,7374,0.01259514989358438,0.115,20,0.0,1.0
GO:0043024,1654,0.053780683621254516,0.267,379,0.1111111111111111,0.688
GO:0043024,55037,0.046471184210478696,0.124,164,0.1111111111111111,0.322
GO:0043024,4830,0.012446534071908287,0.453,87,0.0,1.0
GO:0016702,8544,0.004856429311786321,0.261,52,0.0,1.0
GO:0016702,3620,0.04504826036214166,0.007,16,0.0,1.0
GO:0016702,23498,0.020859146465503776,0.012,7,0.0,1.0
GO:0016702,169355,0.0,1.0,2,0.0,1.0
GO:0016702,239,0.018734105980321672,0.045,10,0.0,1.0
GO:0016702,240,0.004996584462899945,0.218,31,0.0,1.0
GO:0016702,59344,0.03809523809523809,0.002,8,0.0,1.0
GO:0016702,242,0.056829344075559764,0.006,8,0.0,1.0
GO:0016702,23474,0.0023447599821896795,0.3,15,0.0,1.0
GO:0016702,246,0.0,1.0,6,0.0,1.0
GO:0016702,6999,0.0483714935259109,0.013,26,0.0,1.0
GO:0016702,247,0.0,1.0,6,0.0,1.0
GO:0016702,53630,0.0,1.0,1,0.0,1.0
GO:0004222,81792,0.0017172095624275905,0.656,14,0.0,1.0
GO:0004222,115209,0.0,1.0,3,0.0,1.0
GO:0004222,8728,0.041343644334922346,0.01,13,0.0,1.0
GO:0004222,6687,0.004374055925357901,0.552,48,0.0,1.0
GO:0004222,51360,0.003963762451287452,0.353,5,0.0,1.0
GO:0004222,10531,0.0047167838355633715,0.388,12,0.0,1.0
GO:0004222,8754,0.033388006305443446,0.02,25,0.0,1.0
GO:0004222,8510,0.0,1.0,2,0.0,1.0
GO:0004222,3792,0.021375239234149055,0.062,13,0.0,1.0
GO:0004222,6868,0.09686637403724392,0.009,28,0.0,1.0
GO:0004222,4311,0.021614158400013055,0.052,157,0.0,1.0
GO:0004222,4312,0.1569929691596334,0.003,25,0.0,1.0
GO:0004222,3416,0.006185829340232832,0.434,48,0.0,1.0
GO:0004222,4318,0.11769165713410214,0.006,39,0.0,1.0
GO:0004222,4321,0.06640945444490877,0.002,6,0.0,1.0
GO:0004222,4322,0.11001767733322815,0.001,11,0.0,1.0
GO:0004222,9313,0.15053715272078858,0.001,1,0.0,1.0
GO:0004222,4325,0.060937901017279875,0.001,2,0.0,1.0
GO:0004222,102,0.057060334310345295,0.013,27,0.0,1.0
GO:0004222,4327,0.15053715272078858,0.0,1,0.0,1.0
GO:0004222,9718,0.004470637277522586,0.419,13,0.0,1.0
GO:0031690,153,0.09995589547847522,0.003,21,0.2222222222222222,0.003
GO:0031690,9863,0.07392071137992906,0.001,29,0.3333333333333333,0.001
GO:0031690,333,0.005872017082029156,0.635,61,0.0,1.0
GO:0031690,7345,0.04323762399720464,0.009,63,0.2222222222222222,0.005
GO:0031690,150,0.09178014005431004,0.004,26,0.2222222222222222,0.004
GO:0031690,152,0.04539764256151117,0.009,16,0.1111111111111111,0.039
GO:0031690,57561,0.045495545294325715,0.01,41,0.2222222222222222,0.003
GO:0031690,9368,0.0148839060092021,0.206,110,0.0,1.0
GO:0031690,9693,0.03854140777330949,0.007,105,0.2222222222222222,0.006
GO:0031690,4734,0.0282945421644908,0.089,317,0.2222222222222222,0.048
GO:0034236,5569,0.07616523246226882,0.002,11,0.0,1.0
GO:0034236,5573,0.11847908664570943,0.006,123,0.25,0.015
GO:0034236,1445,0.030580277502000205,0.054,87,0.0,1.0
GO:0034236,5575,0.07673509649195231,0.007,95,0.16666666666666666,0.008
GO:0034236,3784,0.1017712797774171,0.003,35,0.16666666666666666,0.006
GO:0034236,5577,0.18350038228489643,0.007,71,0.3333333333333333,0.007
GO:0034236,6662,0.053363414020622474,0.026,30,0.0,1.0
GO:0034236,7430,0.03539768825922957,0.058,176,0.08333333333333333,0.159
GO:0034236,9867,0.04378791951156879,0.043,30,0.16666666666666666,0.01
GO:0034236,5576,0.18921688152876745,0.004,91,0.5,0.004
GO:0034236,2931,0.11573235446565162,0.003,95,0.0,1.0
GO:0034236,2932,0.1259703154933611,0.006,362,0.16666666666666666,0.124
GO:0034236,6262,0.10238170481139593,0.007,33,0.16666666666666666,0.013
GO:0005048,5824,0.02132559968397848,0.148,123,0.0,1.0
GO:0005048,10945,0.029306824581726638,0.011,17,0.0,1.0
GO:0005048,51555,0.08367615493947735,0.002,3,0.08333333333333333,0.01
GO:0005048,5830,0.04828461930843121,0.01,100,0.16666666666666666,0.004
GO:0005048,5191,0.09702561163593548,0.002,25,0.16666666666666666,0.004
GO:0005048,11014,0.03167101358539929,0.01,7,0.0,1.0
GO:0005048,6729,0.003444724609545742,0.722,30,0.0,1.0
GO:0005048,11015,0.008267669346890025,0.108,6,0.0,1.0
GO:0005048,3838,0.019482731235905944,0.254,225,0.0,1.0
GO:0005048,1173,0.014791598480718128,0.664,229,0.08333333333333333,0.213
GO:0005048,4792,0.01741721365787848,0.368,212,0.0,1.0
GO:0005048,8315,0.01715061676601931,0.059,38,0.0,1.0
GO:0005048,57214,0.0,1.0,2,0.0,1.0
GO:0004725,1033,0.011592969324308228,0.472,9,0.0,1.0
GO:0004725,5770,0.20280672151858492,0.01,142,0.0,1.0
GO:0004725,5771,0.14677742887497777,0.005,39,0.02564102564102564,0.085
GO:0004725,78986,0.008232786011756421,0.652,13,0.0,1.0
GO:0004725,5774,0.12387587906437765,0.001,41,0.0,1.0
GO:0004725,5777,0.27598969170242893,0.004,123,0.07692307692307693,0.032
GO:0004725,150290,0.0,1.0,1,0.0,1.0
GO:0004725,5780,0.09538954865286409,0.034,25,0.0,1.0
GO:0004725,5781,0.3312693490056618,0.002,175,0.02564102564102564,0.233
GO:0004725,5782,0.3151056539740216,0.007,78,0.0,1.0
GO:0004725,5783,0.07352178810886559,0.051,39,0.0,1.0
GO:0004725,5784,0.05836544421409933,0.067,41,0.02564102564102564,0.056
GO:0004725,5788,0.37731452845894703,0.002,84,0.02564102564102564,0.193
GO:0004725,5792,0.14421876064243755,0.021,53,0.0,1.0
GO:0004725,5793,0.40624941992826746,0.003,33,0.0,1.0
GO:0004725,63904,0.03333963342953785,0.173,19,0.02564102564102564,0.063
GO:0004725,5795,0.4076243283781686,0.005,54,0.0,1.0
GO:0004725,5796,0.23757396567267836,0.003,109,0.02564102564102564,0.186
GO:0004725,5797,0.1086523858049182,0.004,12,0.02564102564102564,0.04
GO:0004725,5800,0.37152952003022216,0.001,34,0.0,1.0
GO:0004725,5803,0.17531478265214648,0.002,22,0.0,1.0
GO:0004725,1843,0.07078930207711122,0.039,23,0.0,1.0
GO:0004725,1845,0.07182307626029728,0.018,20,0.0,1.0
GO:0004725,1846,0.06800448179840102,0.033,13,0.0,1.0
GO:0004725,8897,0.007349098219489743,0.657,14,0.0,1.0
GO:0004725,92609,0.03720059051318911,0.34,89,0.0,1.0
GO:0004725,25930,0.039945208374489026,0.128,40,0.0,1.0
GO:0004725,26191,0.2695581991692167,0.003,25,0.0,1.0
GO:0004725,128853,0.0670760323306949,0.022,9,0.0,1.0
GO:0004725,2138,0.11338636217324634,0.007,10,0.0,1.0
GO:0004725,2139,0.08188036514017671,0.026,36,0.02564102564102564,0.058
GO:0004725,2140,0.11378210645753632,0.003,12,0.0,1.0
GO:0004725,10076,0.08631949681579182,0.007,12,0.0,1.0
GO:0004725,201562,0.022077049708847985,0.221,13,0.0,1.0
GO:0004725,5728,0.09546182700399902,0.071,246,0.02564102564102564,0.235
GO:0004725,26469,0.18833922662149907,0.001,14,0.0,1.0
GO:0004725,8555,0.04200495998462968,0.082,10,0.0,1.0
GO:0004725,56940,0.03970446462813389,0.036,6,0.0,1.0
GO:0004725,11122,0.062263063436076474,0.019,7,0.0,1.0
GO:0004725,8446,0.010306659330995605,0.561,15,0.0,1.0
GO:0030676,7074,0.008454380504677459,0.204,46,0.0,1.0
GO:0030676,1794,0.01341479671315601,0.049,50,0.0,1.0
GO:0030676,57679,0.005754012992527421,0.111,3,0.0,1.0
GO:0030676,64787,0.07637970695852651,0.005,11,0.0,1.0
GO:0030676,80243,0.0,1.0,4,0.0,1.0
GO:0030676,54869,0.08561004466758511,0.002,9,0.0,1.0
GO:0030676,79574,0.080039402580949,0.003,6,0.0,1.0
GO:0030676,50649,0.015856164202237823,0.063,82,0.0,1.0
GO:0030676,221178,0.012780484278760733,0.019,1,0.0,1.0
GO:0030676,9181,0.015520944052797902,0.075,61,0.0,1.0
GO:0008376,55568,0.06362584044090581,0.01,6,0.0,1.0
GO:0008376,338707,0.10910894511799618,0.0,1,0.0,1.0
GO:0008376,2583,0.0,1.0,7,0.0,1.0
GO:0008376,2589,0.06864670597283709,0.014,10,0.0,1.0
GO:0008376,2590,0.052615016050109584,0.004,27,0.0,1.0
GO:0008376,55454,0.24362465502179,0.004,23,0.05555555555555555,0.007
GO:0008376,2591,0.0,1.0,2,0.0,1.0
GO:0008376,63917,0.023990547552625238,0.066,11,0.0,1.0
GO:0008376,148789,0.033030897333837794,0.028,9,0.0,1.0
GO:0008376,22856,0.22678724710200612,0.003,17,0.0,1.0
GO:0008376,124872,0.0,1.0,2,0.0,1.0
GO:0008376,2135,0.019041728859856562,0.05,3,0.0,1.0
GO:0008376,11227,0.0,1.0,1,0.0,1.0
GO:0008376,283358,0.10910894511799618,0.0,1,0.0,1.0
GO:0008376,374378,0.02577797066588948,0.04,6,0.0,1.0
GO:0008376,57452,0.026967492520664226,0.017,1,0.0,1.0
GO:0008376,55790,0.22055324387070382,0.002,23,0.05555555555555555,0.006
GO:0008376,8693,0.0641131124106514,0.004,4,0.0,1.0
GO:0008376,114805,0.0,1.0,3,0.0,1.0
GO:0001882,23560,0.10044405699045295,0.481,186,0.0,1.0
GO:0001882,51209,0.26723762430633485,0.002,10,0.0,1.0
GO:0001882,9230,0.45170686264125337,0.015,83,0.10752688172043011,0.019
GO:0001882,57381,0.12737330559723314,0.032,30,0.010752688172043012,0.229
GO:0001882,9258,0.0,1.0,3,0.0,1.0
GO:0001882,55341,0.04702271661677971,0.356,18,0.0,1.0
GO:0001882,51762,0.3233342380055041,0.014,32,0.06451612903225806,0.007
GO:0001882,57403,0.3727268203406765,0.008,16,0.03225806451612903,0.009
GO:0001882,3643,0.12497947322596936,0.216,128,0.010752688172043012,0.473
GO:0001882,120892,0.18182083394408652,0.087,154,0.07526881720430108,0.023
GO:0001882,2633,0.04017885778964419,0.39,14,0.0,1.0
GO:0001882,6729,0.02502945949585522,0.847,30,0.0,1.0
GO:0001882,81,0.1498975816814084,0.167,153,0.0,1.0
GO:0001882,2643,0.15343145392275806,0.021,41,0.03225806451612903,0.028
GO:0001882,10325,0.34773943798079393,0.005,28,0.021505376344086023,0.039
GO:0001882,168537,0.0,1.0,3,0.0,1.0
GO:0001882,56923,0.019683048877566237,0.515,7,0.0,1.0
GO:0001882,6237,0.18781403912713335,0.016,36,0.0,1.0
GO:0001882,2669,0.0915615816446217,0.452,113,0.010752688172043012,0.417
GO:0001882,64121,0.425985222654928,0.003,26,0.03225806451612903,0.014
GO:0001882,4218,0.5029551017295407,0.002,62,0.0967741935483871,0.005
GO:0001882,10890,0.3815076558902559,0.009,54,0.03225806451612903,0.052
GO:0001882,9364,0.04649510073266851,0.045,1,0.0,1.0
GO:0001882,9367,0.2198530793837482,0.003,19,0.010752688172043012,0.114
GO:0001882,58528,0.37802554023761326,0.007,11,0.03225806451612903,0.01
GO:0001882,2746,0.11765789881690764,0.048,41,0.010752688172043012,0.245
GO:0001882,2747,0.0899522319134208,0.039,14,0.010752688172043012,0.081
GO:0001882,8892,0.05155083290368879,0.717,56,0.0,1.0
GO:0001882,54974,0.035054727458562356,0.745,32,0.0,1.0
GO:0001882,3265,0.30827335218458546,0.011,113,0.03225806451612903,0.068
GO:0001882,7879,0.44413920640988724,0.002,182,0.1827956989247312,0.002
GO:0001882,54471,0.06083195257676963,0.25,20,0.010752688172043012,0.195
GO:0001882,2773,0.11439269235379966,0.241,114,0.010752688172043012,0.411
GO:0001882,4830,0.15732362750603762,0.069,87,0.043010752688172046,0.043
GO:0001882,4831,0.18449813600219508,0.021,129,0.043010752688172046,0.044
GO:0001882,5862,0.3611396735621226,0.002,114,0.08602150537634409,0.002
GO:0001882,8934,0.039124753486006095,0.215,7,0.0,1.0
GO:0001882,5865,0.44595888040365056,0.003,20,0.0,1.0
GO:0001882,5867,0.38607375771434593,0.003,51,0.03225806451612903,0.04
GO:0001882,5868,0.566538298603577,0.006,122,0.15053763440860216,0.006
GO:0001882,5869,0.4724060664871238,0.005,59,0.07526881720430108,0.006
GO:0001882,5870,0.5776966278367962,0.001,46,0.043010752688172046,0.002
GO:0001882,25837,0.21382906562086998,0.007,10,0.010752688172043012,0.065
GO:0001882,5872,0.32521459810478437,0.011,16,0.0,1.0
GO:0001882,5873,0.41599196228881136,0.008,32,0.0,1.0
GO:0001882,5874,0.2817733107078385,0.003,11,0.0,1.0
GO:0001882,5878,0.46155837196135746,0.011,151,0.10752688172043011,0.011
GO:0001882,5879,0.32989453879524694,0.005,269,0.06451612903225806,0.024
GO:0001882,5880,0.23794079069535978,0.012,28,0.010752688172043012,0.163
GO:0001882,4860,0.16223426709605174,0.038,61,0.0,1.0
GO:0001882,201475,0.27755845616193625,0.003,4,0.0,1.0
GO:0001882,221443,0.05216957419153579,0.185,12,0.0,1.0
GO:0001882,5898,0.31661012892622914,0.011,88,0.043010752688172046,0.036
GO:0001882,5899,0.19965018362719092,0.005,25,0.0,1.0
GO:0001882,5901,0.16886676132753473,0.123,253,0.010752688172043012,0.683
GO:0001882,11021,0.2569341124238578,0.001,34,0.021505376344086023,0.044
GO:0001882,5908,0.35852872822034165,0.011,81,0.07526881720430108,0.018
GO:0001882,5911,0.26701531741053314,0.008,52,0.010752688172043012,0.31
GO:0001882,5912,0.20719033807557763,0.001,14,0.010752688172043012,0.092
GO:0001882,11031,0.5159915322409822,0.002,31,0.03225806451612903,0.014
GO:0001882,148252,0.11154486573227121,0.023,6,0.0,1.0
GO:0001882,64284,0.3779526112215037,0.008,17,0.010752688172043012,0.089
GO:0001882,5414,0.10335675435770132,0.055,23,0.010752688172043012,0.153
GO:0001882,84273,0.053870480546361885,0.254,18,0.0,1.0
GO:0001882,309,0.13573745361151074,0.11,107,0.010752688172043012,0.448
GO:0001882,127829,0.08167969644487905,0.057,8,0.010752688172043012,0.063
GO:0001882,51552,0.3883936622097272,0.008,55,0.010752688172043012,0.272
GO:0001882,373,0.07186238526616193,0.923,265,0.010752688172043012,0.641
GO:0001882,6009,0.32651149912202565,0.002,39,0.03225806451612903,0.009
GO:0001882,378,0.16115127302441618,0.028,48,0.0,1.0
GO:0001882,6016,0.12533790217587154,0.027,18,0.0,1.0
GO:0001882,166785,0.0,1.0,3,0.0,1.0
GO:0001882,387,0.2880532672354869,0.004,185,0.03225806451612903,0.108
GO:0001882,55684,0.0846915572752008,0.232,41,0.021505376344086023,0.079
GO:0001882,10124,0.03448925959101126,0.309,9,0.0,1.0
GO:0001882,399,0.23813140233146265,0.009,11,0.010752688172043012,0.064
GO:0001882,400,0.08773762857461295,0.091,24,0.0,1.0
GO:0001882,402,0.15397924859510767,0.013,21,0.0,1.0
GO:0001882,403,0.17681773325810968,0.005,14,0.0,1.0
GO:0001882,22931,0.2268102571556009,0.011,21,0.0,1.0
GO:0001882,55207,0.18299493598929514,0.016,21,0.021505376344086023,0.028
GO:0001882,10670,0.34253111210002607,0.002,20,0.021505376344086023,0.034
GO:0001882,121268,0.17736773024938932,0.025,15,0.0,1.0
GO:0001882,51143,0.06833857524849642,0.392,47,0.010752688172043012,0.261
GO:0001882,158158,0.0,1.0,1,0.0,1.0
GO:0001882,978,0.07371387444140239,0.352,47,0.0,1.0
GO:0001882,81876,0.5103547852485566,0.005,80,0.11827956989247312,0.015
GO:0001882,57826,0.23937554679792988,0.004,10,0.010752688172043012,0.054
GO:0001882,23011,0.16569297692959917,0.011,11,0.0,1.0
GO:0001882,998,0.38967534572743284,0.002,305,0.11827956989247312,0.03
GO:0001882,54769,0.15187997947393495,0.009,5,0.0,1.0
GO:0001882,5105,0.14585320770156812,0.101,98,0.021505376344086023,0.183
GO:0001882,124404,0.16369082242990857,0.033,15,0.010752688172043012,0.104
GO:0001882,4600,0.014802908841196939,0.65,8,0.0,1.0
GO:0004896,4352,0.11951334655879012,0.016,10,0.0,1.0
GO:0004896,8322,0.004714790779839793,0.493,12,0.0,1.0
GO:0004896,2057,0.15947515705484427,0.01,50,0.0,1.0
GO:0004896,3594,0.127293620816159,0.007,20,0.02702702702702703,0.028
GO:0004896,3977,0.19014065253026016,0.01,28,0.05405405405405406,0.011
GO:0004896,3601,0.11950121902819705,0.013,13,0.05405405405405406,0.007
GO:0004896,920,0.0936888499245389,0.033,125,0.10810810810810811,0.013
GO:0004896,116379,0.0,1.0,1,0.0,1.0
GO:0004896,10148,0.02916059217599021,0.056,7,0.0,1.0
GO:0004896,2859,0.013642153937772523,0.131,5,0.0,1.0
GO:0004896,7852,0.23849864739420915,0.005,51,0.08108108108108109,0.005
GO:0004896,57007,0.013845037962281277,0.2,12,0.0,1.0
GO:0004896,50615,0.1567960084736351,0.008,4,0.0,1.0
GO:0004896,960,0.08496761406863144,0.032,100,0.05405405405405406,0.013
GO:0004896,972,0.026363501781695907,0.139,51,0.05405405405405406,0.007
GO:0004896,1230,0.21649551271455816,0.006,32,0.0,1.0
GO:0004896,1234,0.30308396083215433,0.003,49,0.05405405405405406,0.005
GO:0004896,1235,0.0,1.0,5,0.0,1.0
GO:0004896,1236,0.08538032205746532,0.007,3,0.0,1.0
GO:0004896,84818,0.0,1.0,1,0.0,1.0
GO:0004896,9180,0.20113958511457475,0.002,13,0.02702702702702703,0.028
GO:0004896,3554,0.06542516761609982,0.038,29,0.0,1.0
GO:0004896,51554,0.1892969875703367,0.002,11,0.0,1.0
GO:0004896,3559,0.1929677398775523,0.007,29,0.05405405405405406,0.003
GO:0004896,3560,0.33951103271890687,0.005,36,0.08108108108108109,0.005
GO:0004896,3561,0.2958657080451734,0.005,40,0.08108108108108109,0.005
GO:0004896,8807,0.13635629407368186,0.001,3,0.0,1.0
GO:0004896,8809,0.15116990411120296,0.014,4,0.0,1.0
GO:0004896,1271,0.11514149901014571,0.005,16,0.05405405405405406,0.005
GO:0004896,64109,0.1396602181708113,0.003,2,0.02702702702702703,0.005
