entrez_id	essentiality	data_source
29919	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2048	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
118491	Non-essential	PMID:18239125
759	Non-essential	PMID:26472758,PMID:18239125
3266	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4864	Non-essential	PMID:21746896,PMID:26472758,PMID:18239125,PMID:26472760
7639	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
283385	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
728450	Non-essential	PMID:18239125
23474	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51666	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1973	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
9478	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125
54978	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
30001	Non-essential	PMID:26472760,PMID:18239125
255631	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
912	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23243	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6326	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
57608	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54980	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
64844	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10281	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
255374	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
7414	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125,PMID:26627737
66008	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
138883	Non-essential	PMID:26472760,PMID:18239125
51571	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
9184	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
5596	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
163688	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
50807	Non-essential	PMID:26472758,PMID:18239125
113278	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
129881	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2849	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
26504	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6037	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
341277	Non-essential	PMID:18239125
646658	Non-essential	PMID:26472758,PMID:18239125,PMID:26627737
23023	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5747	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
54621	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79612	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
127003	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79000	Non-essential	PMID:26472758,PMID:26472760
441608	Non-essential	PMID:26472760,PMID:18239125
6550	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
65999	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
127281	Non-essential	PMID:26472758,PMID:18239125
55330	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
199870	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8764	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
353135	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
254065	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
78988	Non-essential	PMID:26472760,PMID:18239125
100133267	Non-essential	PMID:18239125
22839	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
84720	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
30968	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
7415	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737,PMID:21746896
147657	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55257	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
4923	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
440804	Non-essential	PMID:26472758
11034	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
24141	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
152273	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5688	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
26164	Essential	PMID:26472758,PMID:26472760,PMID:18239125
11255	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
28231	Non-essential	PMID:26472758,PMID:18239125
8195	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
64096	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
494115	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
257407	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
388646	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79050	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
644815	Non-essential	PMID:26472758,PMID:18239125
133558	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
285093	Non-essential	PMID:26472760,PMID:18239125
25790	Non-essential	PMID:26472760,PMID:18239125
653	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
100132979	Non-essential	PMID:18239125
283416	Non-essential	PMID:26472760,PMID:18239125
29105	Essential	PMID:26472760,PMID:18239125
3887	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5151	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6915	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
440435	Non-essential	PMID:26472758
5877	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
166348	Non-essential	PMID:26472758,PMID:18239125,PMID:26627737
389799	Non-essential	PMID:26472760,PMID:18239125
9369	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10926	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
11200	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2158	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
113179	Non-essential	PMID:26472758,PMID:18239125,PMID:26627737
215	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10293	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
389170	Non-essential	PMID:26472760,PMID:18239125
83552	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
619279	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
154075	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79820	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
448831	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9812	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54977	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
116379	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
114801	Non-essential	PMID:26472758
8220	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
57554	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
83742	Non-essential	PMID:26472760
27128	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55361	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1417	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
81691	Non-essential	PMID:26472760,PMID:18239125
9498	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
161394	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
148523	Non-essential	PMID:26472760,PMID:18239125
1122	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
389075	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6296	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2895	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2652	Non-essential	PMID:26472758
4731	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
57657	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
284889	Non-essential	PMID:18239125
57105	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9121	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
140838	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
286827	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9715	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6662	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
8645	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
133874	Non-essential	PMID:18239125
23379	Essential	PMID:26472760,PMID:18239125
285613	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51234	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
124512	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
10785	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
1756	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
441061	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
80314	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23729	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79674	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
148268	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
64412	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54798	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5394	Essential	PMID:18239125,PMID:26627737,PMID:26472758,PMID:26472760,PMID:19490893,PMID:21746896
5701	Essential	PMID:26472758,PMID:18239125,PMID:26627737
92304	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6195	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54675	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
118813	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
168507	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79085	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
84124	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
29907	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6271	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
26097	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3035	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
28893	Non-essential	PMID:18239125
89796	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
50855	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
116028	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
55565	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
29887	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
10468	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125
51441	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
403339	Non-essential	PMID:18239125
10230	Essential	PMID:18239125
10877	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
9426	Non-essential	PMID:26472758,PMID:18239125
10473	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1213	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
11171	Essential	PMID:26472758,PMID:26472760,PMID:18239125
53919	Non-essential	PMID:26472758,PMID:26472760
121536	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
89869	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10479	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
28947	Non-essential	PMID:18239125
28869	Non-essential	PMID:18239125
5052	Non-essential	PMID:26472758,PMID:18239125,PMID:26627737
8637	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23586	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8411	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125
25978	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
100820829	Non-essential	PMID:26472758,PMID:26627737
3710	Non-essential	PMID:26472758,PMID:18239125
100499483	Non-essential	PMID:26472758,PMID:18239125
11036	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
112616	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6503	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
25827	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
23436	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
414059	Essential	PMID:26472758
8773	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
2529	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
91582	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
345778	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
142689	Non-essential	PMID:26472758,PMID:26472760
85453	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
9231	Essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125,PMID:26627737
10856	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
4632	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
378951	Non-essential	PMID:26472758,PMID:18239125
6322	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23434	Non-essential	PMID:26472760,PMID:18239125
285849	Non-essential	PMID:18239125
221178	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
25895	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
23555	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
100287898	Non-essential	PMID:26472758,PMID:18239125
94121	Non-essential	PMID:26472758,PMID:18239125
219293	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55506	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
83844	Non-essential	PMID:26472758,PMID:18239125
5078	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
64598	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
5118	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23383	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
148581	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
54507	Non-essential	PMID:21746896,PMID:26472758,PMID:18239125,PMID:26472760
11325	Non-essential	PMID:26472758,PMID:19490893,PMID:18239125,PMID:26627737
26261	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
30846	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
283551	Non-essential	PMID:26472760,PMID:18239125
51013	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
2570	Non-essential	PMID:26472758,PMID:18239125
4121	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6853	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5223	Essential	PMID:26472758,PMID:26472760,PMID:18239125
1846	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4986	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23643	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
79899	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4005	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:21746896
51317	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3454	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
170082	Non-essential	PMID:26472758,PMID:18239125
119687	Non-essential	PMID:26472760
5827	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54544	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1880	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51481	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
60673	Non-essential	PMID:26472760,PMID:18239125
4204	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
25932	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
151258	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
729582	Non-essential	PMID:18239125
3005	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
219578	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5692	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
493856	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8085	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9351	Non-essential	PMID:21746896,PMID:26472758,PMID:18239125,PMID:26472760
753	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
115265	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4913	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
167127	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
157638	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2735	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1018	Non-essential	PMID:26472758,PMID:18239125
751071	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
127707	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
404216	Non-essential	PMID:26472760,PMID:18239125
285237	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5710	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
66004	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79161	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
171586	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
81850	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
284099	Non-essential	PMID:26472758
84215	Non-essential	PMID:26472758,PMID:18239125
9807	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51316	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
55057	Non-essential	PMID:18239125,PMID:26627737
56180	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
26575	Non-essential	PMID:26472758,PMID:18239125
23469	Non-essential	PMID:26472758,PMID:18239125
200008	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
80321	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
114876	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
280	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10603	Essential	PMID:26627737
286148	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
130026	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
100507246	Non-essential	PMID:18239125
151742	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
85479	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1493	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
80213	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
11100	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
26093	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
27113	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51343	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
440712	Non-essential	PMID:26472758
7040	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
388403	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
341883	Non-essential	PMID:26472760
386676	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
29781	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
10953	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23332	Non-essential	PMID:18239125,PMID:26627737
651	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
118427	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
337963	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
53354	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
26257	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125
55071	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
56254	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
11179	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8501	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51388	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
54496	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
79075	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
5562	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:22585861
84674	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
64425	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
9373	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
80745	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
29982	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
957	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
885	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1464	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5333	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10157	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51179	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79844	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
552	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5746	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
127700	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
7004	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6692	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
55326	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
84936	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
132203	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
389898	Non-essential	PMID:26472758
283431	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
11313	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
151254	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
653619	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
84832	Non-essential	PMID:18239125
6924	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
414062	Non-essential	PMID:26472758
8349	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
7014	Essential	PMID:21746896,PMID:26472758,PMID:18239125,PMID:26627737
55127	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
5013	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23301	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79139	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
84886	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
440730	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3579	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8521	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
348932	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1670	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
2295	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
670	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8737	Non-essential	PMID:26472758,PMID:18239125
391356	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
286256	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
150353	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1630	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54919	Non-essential	PMID:26472760,PMID:18239125
253558	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
171024	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54069	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
283130	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
81392	Non-essential	PMID:26472760,PMID:18239125
338442	Non-essential	PMID:26472758,PMID:26472760
55631	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
56990	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
22915	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
643596	Non-essential	PMID:26472758,PMID:18239125
442038	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
7179	Non-essential	PMID:26472758
8787	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
57084	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
90441	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
4102	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2835	Non-essential	PMID:26472758,PMID:18239125
7473	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4286	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10810	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3273	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:19490893
56163	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
11177	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1290	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
89872	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5696	Non-essential	PMID:21746896,PMID:26472758,PMID:18239125,PMID:26472760
100289673	Non-essential	PMID:18239125
6891	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
55041	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5800	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
57448	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
79954	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
81793	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125
90121	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
93979	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6814	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
59336	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
389136	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2765	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
1944	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
5768	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1487	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10020	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
83988	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
202559	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
403277	Non-essential	PMID:26472760,PMID:18239125
26235	Non-essential	PMID:26472758,PMID:18239125
892	Essential	PMID:26472758,PMID:26472760,PMID:18239125
348801	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
6348	Non-essential	PMID:26472758
284013	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
161253	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
140685	Non-essential	PMID:26472758,PMID:18239125
389152	Non-essential	PMID:26472758,PMID:18239125
85441	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
400206	Non-essential	PMID:18239125
727830	Non-essential	PMID:26472758
151194	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3361	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10840	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
28825	Non-essential	PMID:18239125
