entrez_id	essentiality	data_source
11055	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
54498	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79977	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
114131	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55168	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
100289087	Non-essential	PMID:18239125
1109	Non-essential	PMID:26472758,PMID:18239125
3575	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4843	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
121793	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
389197	Non-essential	PMID:18239125
1770	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9092	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
51256	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
374403	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
148137	Non-essential	PMID:26472760,PMID:18239125
122258	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
4064	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8775	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
23338	Non-essential	PMID:26472760,PMID:19490893,PMID:18239125
11140	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
130497	Non-essential	PMID:21746896,PMID:26472758,PMID:18239125,PMID:26472760
10567	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1618	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
478	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54822	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
28921	Non-essential	PMID:18239125
1998	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
222826	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54904	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
84824	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9144	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
83443	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
283208	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125
728957	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23225	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8428	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51005	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
54834	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
123745	Non-essential	PMID:26472758,PMID:18239125
79696	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55252	Non-essential	PMID:18239125,PMID:26627737
81892	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125,PMID:26627737
59284	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
1070	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
56882	Non-essential	PMID:21746896,PMID:26472758,PMID:18239125
84934	Non-essential	PMID:26472760,PMID:18239125
217	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1027	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
613210	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
613209	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
80724	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79027	Non-essential	PMID:21746896,PMID:26472758,PMID:18239125,PMID:26472760
6829	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
25831	Non-essential	PMID:26472758,PMID:18239125,PMID:26627737
5538	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
375248	Non-essential	PMID:26472758,PMID:18239125
91039	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
11250	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
64965	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
81025	Non-essential	PMID:26472758,PMID:18239125
29978	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
10487	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
353116	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8742	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
53346	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1802	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
377047	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2118	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5573	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
10398	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
27199	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
25974	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
143384	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
9200	Non-essential	PMID:26472760,PMID:18239125
3055	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
222389	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
783	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
339965	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
390637	Non-essential	PMID:26472758,PMID:18239125
9777	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
132946	Non-essential	PMID:26472758,PMID:18239125
1360	Non-essential	PMID:26472758,PMID:18239125
6571	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23369	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
25898	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:22585861
6666	Non-essential	PMID:26472758,PMID:26472760
388468	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
200081	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
140706	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1579	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51259	Non-essential	PMID:26472758,PMID:18239125
3123	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
100271715	Non-essential	PMID:26472758,PMID:18239125
191	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
378948	Non-essential	PMID:26472758,PMID:18239125
8190	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893
5332	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
27085	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
164656	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125,PMID:19490893
83729	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10946	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
117145	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8065	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737,PMID:19490893
7867	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
93	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
1154	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51409	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
140456	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
159013	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
57636	Non-essential	PMID:26472758
2277	Non-essential	PMID:26472760,PMID:18239125
57526	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5277	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
100132463	Non-essential	PMID:26472758
90	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
114	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
118881	Non-essential	PMID:26472758,PMID:26472760,PMID:26627737
266743	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
317762	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
27232	Non-essential	PMID:21746896,PMID:26472758,PMID:18239125,PMID:26472760
221914	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
392399	Non-essential	PMID:26472758,PMID:18239125
345051	Non-essential	PMID:18239125
56623	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
285268	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54546	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
165631	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4331	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
55603	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10776	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
199857	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
158326	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
28552	Non-essential	PMID:18239125
7581	Non-essential	PMID:26472758,PMID:19490893,PMID:18239125
3762	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2800	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
80328	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
9326	Non-essential	PMID:26472758,PMID:19490893,PMID:26627737
56965	Non-essential	PMID:26472758,PMID:18239125
101805491	Non-essential	PMID:26472758,PMID:18239125
399979	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1558	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
100129464	Non-essential	PMID:26472760,PMID:18239125
55568	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55759	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
5689	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
3222	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
225	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
100287205	Non-essential	PMID:26472758,PMID:18239125
730112	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55871	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
26509	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3685	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
2516	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:19490893
64764	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
53828	Non-essential	PMID:21746896,PMID:26472758,PMID:18239125,PMID:26627737,PMID:26472760
8669	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
51531	Non-essential	PMID:26472760,PMID:19490893,PMID:18239125
80208	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
337975	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
567	Non-essential	PMID:26472758,PMID:26472760
10244	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23569	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5690	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
1961	Non-essential	PMID:26472758
7026	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
11070	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
90060	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
165082	Non-essential	PMID:26472760,PMID:18239125
148266	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
117854	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1948	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
25900	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
9918	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
158787	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55529	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
163115	Non-essential	PMID:26472758,PMID:26472760
256364	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
114900	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
441670	Non-essential	PMID:26472760,PMID:18239125
85462	Non-essential	PMID:26472758,PMID:18239125
84709	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
254973	Non-essential	PMID:26472760,PMID:18239125
25798	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
146861	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51200	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125
25913	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
9732	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79865	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
80723	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
64216	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
50833	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
375704	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9253	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
285489	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
134288	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
51247	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
64374	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
57633	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
9499	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
390531	Non-essential	PMID:18239125
138802	Non-essential	PMID:26472760,PMID:18239125
30010	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4852	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1267	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
10849	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
157724	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5629	Non-essential	PMID:26472758,PMID:18239125
57191	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
118442	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
64078	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
414196	Non-essential	PMID:18239125
4855	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
338661	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8288	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54487	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
25970	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8165	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
7634	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10634	Non-essential	PMID:26472760,PMID:18239125
255239	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
150737	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
8161	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
285676	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
84552	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5906	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10884	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
27036	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
29	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
23530	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
7791	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
23626	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8883	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
3065	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
10079	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
51249	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3906	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
11249	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6936	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
389434	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
84911	Non-essential	PMID:21746896,PMID:26472758,PMID:18239125,PMID:26472760
51121	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8174	Non-essential	PMID:26472758,PMID:26472760
288	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1791	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
4616	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54619	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
784	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
440925	Non-essential	PMID:26472760,PMID:18239125
9247	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
11136	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
63906	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8496	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
26020	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
26071	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
25766	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
11333	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
224	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
26024	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
969	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
54879	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
7046	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
92335	Non-essential	PMID:26472758,PMID:26472760,PMID:26627737
1476	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
64130	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
150372	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
431705	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
284352	Non-essential	PMID:26472758,PMID:18239125
8106	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
104	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55345	Non-essential	PMID:26472760,PMID:18239125
7477	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54925	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1139	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
146310	Non-essential	PMID:26472758,PMID:18239125
6525	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4261	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
150483	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
145282	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
7184	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:22585861,PMID:26627737
161882	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51562	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9098	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
339456	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
10516	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51156	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
123041	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9488	Non-essential	PMID:26472760,PMID:18239125,PMID:26627737
342346	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
528	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
157983	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
386617	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
148641	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
158038	Non-essential	PMID:26472758,PMID:18239125
1902	Non-essential	PMID:26472758,PMID:26472760
152831	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
57505	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
4151	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
582	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
55577	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10617	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
503614	Non-essential	PMID:26472760,PMID:18239125
145270	Non-essential	PMID:26472758,PMID:18239125
134492	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
140881	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
9427	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
222643	Non-essential	PMID:26472758,PMID:18239125
84298	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
80124	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
9038	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
84232	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
144811	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
84958	Non-essential	PMID:26472758,PMID:26472760
122664	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
342979	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5917	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
83692	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23286	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
165324	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
10915	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
9555	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
100132707	Non-essential	PMID:18239125
339766	Essential	PMID:19490893,PMID:18239125,PMID:26627737
8634	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
166824	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4240	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10912	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
374655	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55813	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
51148	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
391104	Non-essential	PMID:26472760
63904	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
494551	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
762	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
26118	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5957	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
25977	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
1629	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
4839	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
2597	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
1108	Essential	PMID:26472758,PMID:18239125,PMID:26627737
6865	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
100505724	Non-essential	PMID:26472758,PMID:18239125
29101	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
366	Non-essential	PMID:26472758,PMID:26472760
386672	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6840	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
280636	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
55244	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5908	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
53630	Non-essential	PMID:26472760,PMID:18239125
80230	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125
140596	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
119678	Non-essential	PMID:26472760,PMID:18239125
3836	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
130733	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10409	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
1654	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
245937	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
389058	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
400591	Non-essential	PMID:26472760,PMID:18239125
11331	Essential	PMID:26472758,PMID:26627737
6103	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
10166	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
729	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125,PMID:19490893
6367	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23154	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51491	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
27087	Non-essential	PMID:26472758,PMID:26472760
3937	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
672	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
51592	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5337	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1017	Essential	PMID:21746896,PMID:26472760,PMID:18239125,PMID:26627737,PMID:26472758
127540	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
390433	Non-essential	PMID:26472760,PMID:18239125
65979	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
100131897	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3000	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
780	Non-essential	PMID:21746896,PMID:26472760,PMID:18239125,PMID:26627737,PMID:26472758
220064	Essential	PMID:26472758,PMID:26472760,PMID:26627737
55065	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10462	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
64423	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
153527	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
26045	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
220	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
91445	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9242	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
85352	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
345611	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8543	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
388962	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10602	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
129563	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10125	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5792	Non-essential	PMID:26472758,PMID:18239125
9940	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5139	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
7589	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
7551	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
646000	Non-essential	PMID:18239125
89857	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
8438	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
11004	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
7386	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
