,lci,rw
C0011882,0.1302463949438577,0.2725204821905612
C4021734,0.5253903505524156,0.2665864413042854
C0341703,0.10144507345751295,0.06768263541937707
C4025814,0.30838454683564875,0.22548285671772855
C4280595,0.22153584202215726,0.21748000546435123
C1839798,0.17030396522907496,0.27343245483112705
C0026034,0.40881223614833356,0.3771382543074008
C0023470,0.3174793061065411,0.24545910438435056
C0282160,0.14723845506389557,0.17125136748998795
C1840457,-0.0031386539165306144,0.10967854778554129
C0431863,0.30363231041063804,0.2898456756416942
C0878575,,0.09006543607530994
C1960469,0.4816743735459881,0.15197458382843712
C0452138,0.5174976673360444,0.35136602602186173
C0027707,0.3913442252082067,0.09013348256763509
C0268363,0.3025226977325414,0.03127571839533467
C0014549,0.1795790301041118,0.1025452611771773
C1845977,0.2769529103429139,0.27606217125256577
C0423110,0.41470983160705394,0.39120583103282885
C1842680,,-0.0006691831930275704
C1847514,0.24513192800819447,0.18221617821819003
C4025838,,0.28279569616896205
C0024121,0.5130489836045657,0.4696110320213866
C0016689,0.3962512215946918,0.299718580594779
C0018965,0.23983173045222755,0.21179194569357615
C0040588,0.2235335695573466,0.2666955470981006
C4280808,0.43409265722014884,0.35436772057823424
C0023467,0.3982901035884668,0.3888003500988225
C0345397,0.12110512207408936,0.2706383174921873
C0027726,0.36366220307318786,0.3042970244799091
C3277418,0.0970804404496018,0.0673726930853968
C4021821,0.6217049642449636,0.3613204704024375
C1261473,0.40858047415348214,0.3481706626172448
C0221353,0.1676855805235077,0.15330295966503085
C3554617,0.28541646587774544,0.04931910827768437
C0011071,0.1991141608630948,0.3564169650605047
C0442874,0.23383611562847523,0.2177802911080664
C0271901,0.26293059101917804,0.035892578623954084
C1850530,0.2348304120158946,0.21674548035250388
C0038454,0.3779093241033044,0.36353626086628305
C0238395,0.22867208485577328,0.25856511020489836
C1843687,0.339434688993727,0.26214522262103773
C0003467,0.35698014938172096,0.38749667188695874
C1859480,0.17176634646438846,0.03529140855764483
C0023473,0.3545200851840928,0.3172596913968237
C0553980,0.13787775483048645,0.07489199366973362
C0007873,0.4303858046089826,0.36416779359536644
C4021797,0.17021405225217454,0.2598258499413975
C1867103,0.22937663780324352,0.20812105790166024
C0162557,0.33268238251351023,0.2577454047612555
C1861218,0.17676181601420896,0.032409556710034225
C0235032,0.16559934822031638,0.2056168691639994
C0085129,0.280835214514185,0.19450860185493823
C0015230,0.36719600992410595,0.38059648058901996
C0014859,0.41002053738807576,0.38130010416447235
C0576093,0.23659118679142005,0.22494076359509074
C0027626,0.5065849125935462,0.4416008207815128
C4023101,0.22626545946469293,0.2835246952630103
C1368816,0.11998105631686834,0.17163293468265206
C0521620,0.06526308503235442,0.10402569461193777
C1850456,0.09013833617423281,0.10249026225176498
C1836623,0.25208995975121673,0.21895685075863397
C0162820,0.37816148662592214,0.3291894116649821
C0029191,0.35222273986699804,0.33118354257516713
C1563720,0.39682811471691903,0.26480424402051583
C0206160,0.1326503000907077,0.057741291340784894
C0018801,0.4733876671400057,0.4061560663546927
C0007102,0.15077114520803786,0.24256292947162136
C1856786,0.16311018332301971,-0.0015866132486080655
C0033975,0.4104547383454602,0.3694306412272513
C1850794,0.2724988094807601,0.1212064338427666
C3279222,0.30165212395696445,0.2866681812213387
C1836038,0.23988727812178687,0.05309555595320604
C0558165,0.3053231147227137,0.3489022319554425
C4021782,0.21849575058437296,0.22607856132598278
C0019829,0.04566434290637649,0.061884094769994694
C1842876,0.2961765303967608,0.27167901603828143
C0027066,0.22083173482615237,0.23825334282552313
C1836003,0.008446914136798234,0.019380804410153066
C4025790,0.1237692534604886,0.23842870317616796
C1301959,0.29052552691618083,0.18325568141244028
C1853743,0.16616502573663722,0.2126115630488057
C0151311,0.16083884684099412,0.1074092529131109
C1854387,0.26490448571131825,0.10305019126259497
C1844813,0.2049833693583528,0.2759357155482811
C0011168,0.3656588202542495,0.33944949912366273
C0152423,0.2979772230326618,0.2952506741132804
C0156394,0.21783485074630762,0.24218364782377844
C0427055,0.1741681198794094,0.18110499452332676
C0270612,0.16372774794648845,0.14336528208729302
C0239676,0.36960343986163957,0.3778924196652709
C3808377,,0.028131721971850144
C0178417,0.29588614428911075,0.32833606457234177
C0027051,0.4899553497922933,0.4267060100941149
C1854418,0.13953603457348485,0.2081965636550414
C0243026,0.30687796063198985,0.2413655545341078
C1843300,0.10981461364471498,0.17805154732529926
C0235153,0.318775478527616,0.21598831994195342
C0018800,0.5067190327263549,0.4175246744963955
C0152459,0.20134628298453913,0.18969876111487285
C3809811,,0.03554232924251472
C0085632,0.1763118307593778,0.10319264395049521
C1836926,,-0.0023378618256043263
C0023895,0.36331023345423097,0.33141629076114176
C1167918,0.6093060277822323,0.5523050046712232
C4020846,0.39024138552004967,0.2868494194430929
C0009319,0.28504146246268025,0.3395441486954979
C0993582,0.2488314714973176,0.3858447299771667
C0003811,0.26017944759718786,0.33384751002967866
C0158734,0.2807630411489674,0.1584794811029352
C0007120,0.3458081090713195,0.34879564074823194
C0014306,0.373385272436356,0.3280344129004693
C4020969,0.33703793931720505,0.3293368195635362
C0033578,0.5041235615420901,0.46263462621253665
C0035228,0.35209612752270464,0.2049448164201582
C0020626,0.011340723048067162,0.10642119386943238
C0543888,0.37343495883544536,0.11246857077222389
C1561643,0.06784705467407438,0.06054407396120343
C0266617,0.31236137984446216,0.287781997624207
C0019555,0.1813974182041194,0.1996821966514907
C0206733,0.296286677913722,0.3347104096291894
C0019209,0.3660357078295121,0.3187519951703858
C0032273,0.05982553265676183,0.020544618528395505
C1442903,0.1363498200475735,0.07755256251053462
C0040412,0.12740021298264848,0.09727230705460749
C1510497,0.29598948618130627,0.3136261901197918
C0544886,0.47490152872014585,0.45660082165256866
C0043094,0.3730934346424914,0.3443309130490563
C1865037,0.2927096809077772,0.2852308639660533
C0019202,0.1860365681754806,0.3681494064596918
C0265965,0.04963984838654919,0.2508532113228608
C0426818,0.21119440562577962,0.2604301498719076
C1849211,0.22796916507276557,0.23214383653462403
C0003706,0.36757494868243384,0.3323929291250764
C0021843,0.13288921508735316,0.18138478515199258
C0039446,0.19895550011577892,0.37325540759614045
C0240479,0.3655042732892346,0.13954459023910723
C1836696,0.16709574502550575,0.19285297283836186
C0431478,0.384988364911554,0.3330276512143662
C0262655,-0.005226978502117549,0.1734662975702343
C0085207,0.10238183488643618,0.21838783572088039
C0426790,0.29615941138506346,0.23666977536807013
C1839829,0.3835406926118151,0.3598461874949265
C0745103,0.11085577526633167,0.20542680844827757
C0026848,0.23879990518736213,0.22240318952150853
C0020649,0.387478097918928,0.39255519313480575
C0018777,0.299392261721559,0.2617929186342532
C1849311,0.2585908302213038,0.2774192132392311
C1851792,0.16865141882939017,0.16352434009084563
C0431399,,0.13602004727786135
C0029464,0.0892952510943313,0.17398298101567286
C0018790,0.18563098285076496,0.25438934267614716
C0231835,0.03565695021883333,0.05476969351765241
C1850189,0.42698744929765936,0.4012853794533035
C1837081,0.16934438907623667,0.15013159794951292
C0575802,0.20833556458224098,0.1916616774597271
C0005779,0.3101101472788344,0.32333094556784325
C1848395,0.30084021455624804,0.1592165196567878
C1800706,0.17330296749062796,0.19781291132967505
C1876165,0.28535238592497725,0.25139532205346626
C0600031,,0.07302028519049934
C1837658,0.20627549127031397,0.12931629849242282
C1961099,0.12106747277195871,0.24464357150724583
C1142533,0.2847097401901987,0.27645270304898123
C0520743,0.11471274455271502,0.20575645423758093
C2674608,0.29937862698035567,0.2770609271016645
C0700078,0.19196522508212702,0.23055079700880396
C0853945,0.14936212339695282,0.18122688941566742
C0151205,0.08661881382179631,-0.0037428064114027005
C0221373,0.16815725930091538,0.3202707684857172
C0728829,0.2535947484481244,0.2682764780077229
C4082173,0.14538573472654778,0.12270557552902561
C1837402,0.18723410547405767,0.16581729644432217
C0242488,0.3750106344631369,0.27018301520606686
C0026351,0.05228690385703213,0.1478943147514506
C4024665,0.011930195278742296,0.051637440443864216
C0750857,0.22946526659207084,0.2566921244528428
C1866934,0.2180741305473724,0.2032480767004394
C0024115,0.4379986693673157,0.3809457100706397
C0042487,0.4003571344124686,0.3680164449057594
C0221260,0.2651474599181686,0.23965115043217342
C0338656,0.25899914976952143,0.23522672586793797
C0376545,0.26964018655756977,0.2691150100623395
C0235896,0.2849659299230298,0.32269875856997904
C0424296,0.057732327146564184,0.3193217295925864
C0427515,0.1736106363444939,0.2546592324081988
C0035305,0.19868169282560405,0.2110320210404256
C0558242,0.092923320824522,
C0006845,0.12194767776294137,0.18656577826419737
C4072831,0.2983733760139275,
C1846950,0.2699654039171799,0.023670396368208956
C0206686,0.3098698608336949,0.3561839606667156
C0027796,0.03446037354361498,0.10294475431435215
C0040136,0.43860301822350434,0.3165015245335474
C0004134,0.43838957354728614,0.31123671365433275
C0016059,0.26544965296886414,0.34672143352736223
C0017658,0.2578589493540971,0.3610590129089072
C0344315,0.13035712272153466,0.1735038878423998
C0268731,0.15676691204543547,0.05633510933480252
C0699791,0.33563022802728515,0.16708417002557957
C1859126,0.2320147402166358,0.12282966719129541
C2711227,0.22056948424232206,0.26469359797131375
C0581342,0.0907781552250661,0.09398978034653131
C0877056,0.048081472425930694,0.12783570808000372
C0018817,0.3504385589033255,0.33504092674693614
C0025500,0.373048195074886,0.37802306406183855
C0264172,0.04432550318639061,-0.001554598917753852
C3549698,0.2868436740573837,0.21926846401531308
C0600467,0.1265172929379751,0.12424357925513972
C0339527,0.14907632180314773,0.04297231796294536
C0220982,0.17787314588421924,0.2517789616236673
C0018099,0.08379138538349254,0.10642806163732701
C0085576,0.32112163146431183,0.29153503339175674
C0005741,0.08964070311048632,0.11505904917273925
C4020899,0.2655820482790511,0.25260423487266637
C0041834,0.33440913292170893,0.2997836592702435
C0026633,0.17228265939926,0.2542057945200757
C1861866,0.2882271203442609,0.03414710702940167
C0032580,0.10974222473378584,0.19696968862799052
C1843392,0.19703598015954665,0.06718111367575241
C2752013,0.23963421759669404,0.2621653795680568
C4021735,0.060631010854572044,0.15799950331012913
C0162323,0.18952704398983058,0.2502391366758837
C0029408,0.3429809479843077,0.29406019829607416
C1867131,0.32764030049031456,0.38085877395234685
C0009171,0.4229273147650924,0.21330353253060533
C0017181,0.3990420628632494,0.36264418735686826
C4021975,-0.0014983168956108047,-0.004870610898468501
C0023418,0.42810464223580114,0.4305381013710873
C3278975,0.1878061051282999,0.09621160437412486
C0027708,0.1554788920127504,0.19600931382852618
C0432073,,0.06672348191139757
C0239067,0.2823614550070734,0.09996523728236147
C0020255,0.40593719115117527,0.4193864164767216
C0234378,0.272119340407654,0.23643305037199028
C0392386,0.36157008007956415,0.3314287985505287
C0497327,0.22081634003109743,0.27234454352229437
C1510586,0.3378862056737465,0.31490220490887216
C0162672,0.015192547678981087,0.09892521512393053
C0234967,,0.12871515676849205
C0026846,0.06460910299198258,0.21985015029295638
C0020445,0.10510624523656519,0.33187353761256655
C4020860,0.18622918720103357,0.1925367170134423
C0009421,0.2304550847365703,0.20603108228902478
C0241181,0.2870834118738314,0.18424731594070773
C4021800,0.19022821390676883,0.20611756562969127
C0003028,0.1293730665071325,0.08476843502015385
C0009324,0.41870054956904057,0.4221717963823621
C0032461,0.22608589209231775,0.21430346721065727
C1837260,0.30681682843656616,0.30097421966056676
C0234428,0.5334831571438131,0.20796189646928737
C1837770,0.3691397333060221,0.3295728436552426
C0009447,0.29930148550219493,0.2701863828054291
C0266294,0.27427568595322094,0.009140432349804899
C4021727,0.12194395223653336,0.1570860946417239
C4021785,0.22588807242549447,0.11974033772296064
C0007095,0.354947828378947,0.1427790072299626
C1855685,0.03697706043065318,0.025298029192624246
C4280582,,0.17253331981344514
C0920269,0.24840225095593152,0.2057856058367012
C1832117,0.2565834184781066,0.22395829767477005
C0024437,0.13439137965658396,0.058416631243027685
C0003504,0.3173208644739596,0.32804113269034624
C1855728,0.2703945840672601,0.28767866508968876
C0010068,,0.3639908855575167
C0085612,0.24759805954287242,0.2663646223478556
C0030232,0.44792481327626993,0.23937823662928875
C1857108,0.37316555749543334,0.3154087694562278
C0423867,0.31736483719138237,0.312171424875081
C0235095,0.18920120771108784,0.12006510917054591
C4025860,0.2315130770934658,0.02575345255556303
C0019693,0.406779459126671,0.4443721727221698
C0023903,0.46269542990854823,0.3893579648687458
C0009375,0.4809760447459252,0.44407345536070086
C0423113,0.3587203770519326,0.3061582242121665
C0014556,0.22530356234050058,0.2726555711794525
C0079744,0.35640181252222614,0.39264828912796623
C0017639,0.20644878419260732,0.28045793214041254
C0023485,0.06557175172352162,0.1899951044107185
C0079731,0.1331076705731115,0.34159836007690875
C0004352,0.4398747874011752,0.4068975519657245
C0008677,,0.019866906614778884
C0542514,0.2735956013235542,0.16908208920558132
C1864711,0.21057378793805745,0.09385076095060438
C1867873,0.31779536879242737,0.31191088388592675
C0018924,0.43911090291352156,0.3231042787518809
C0497202,0.2148060181269317,0.057121346723653335
C4023911,0.030795299287140976,0.3337856005581003
C4020865,-0.004561763500214039,
C0578626,0.30366415739524283,0.1795571726058829
C0029089,0.3015583073223257,0.16136069040422818
C0036454,0.07887246624828045,0.07749207743415903
C0600427,0.36657701997260256,0.36470111650074577
C0233565,0.17992688452832245,0.07987711328170644
C4021726,0.11088150689026001,0.12753853295250547
C0005745,0.37681587118584303,0.3405203600478895
C0008325,0.4622951316711871,0.43145829593024804
C0026826,0.3066801341894159,0.23066544332130828
C0001973,0.40615109504618735,0.3781966628443237
C3489733,0.19761678222361262,0.09826123940655958
C0011606,0.22070388537944194,0.10741193326822049
C0746674,0.30828870460234165,0.29520330330947125
C1862939,0.2959048377780635,0.34264624213374567
C0003886,0.3265904347200876,0.24689857281423394
C0085110,0.19194870449749185,0.23365399450938784
C0030193,0.42234429744728397,0.3893775096470105
C0553723,0.35141612045273557,0.3440169838909566
C0020437,0.16993467906575513,0.28330470825977644
C0085681,0.1517343256396463,0.1872756132143191
C1858127,0.2794563791871558,0.07394998072796222
C0038238,0.07519421206175494,0.12048377057058954
C0746940,0.18953707397479186,0.17045320939831354
C0022658,0.47824390831382657,0.3707366838799686
C2981150,0.3173293525443035,0.3172953858744614
C0085159,0.15984095298787823,0.19506864456877263
C3496069,-0.004028080888627609,0.08084356985823464
C0338474,0.404351456559809,0.1829168378207789
C0151480,0.3972546610224166,0.3671844270689606
C0018995,0.14801058769662317,0.2800507951538791
C0265654,0.11418999429769498,0.23869007511296855
C1849134,,0.05866619998896396
C1836940,0.3848698829045966,0.2569105821710252
C0432333,0.20918799286059286,0.28984102612537593
C2936907,0.7746500136113803,0.6908300455831358
C1836189,0.4229793674716449,0.3796236091297099
C0424688,0.3319387553389352,0.33119210043076774
C4024878,0.2635997892278248,0.2578904306786191
C0086132,0.1519542707542398,0.2636520491689532
C1277241,0.05744960634624365,-0.0017472980215891885
C0426421,0.15923912967341647,0.19234767902317296
C0005944,0.025094122717591365,0.059589644015907446
C0022116,0.30219812113253475,0.23100718743245086
C1853932,0.2877480783511433,0.036725287588108675
C0339535,0.05434514742860247,0.10169915890552197
C1145670,0.23045578649297277,0.17609598266264304
C0158986,0.27931100357220295,0.2783101689170767
C1839972,0.3889662517949643,0.4255976161796279
C0426492,-0.0007750870117143618,0.17714941464608727
C0549613,0.32917342097845037,0.12244903607861882
C0752166,0.1852096213144739,0.2744939893553342
C0019572,0.19490710056330532,0.3203215615560552
C2931673,0.03720320769637823,0.2350554668032088
C0034935,0.1742203736752437,0.1879772630700461
C0041755,0.31027948492060536,0.3056429534752469
C0012819,0.23731018897784362,0.17603614915194765
C0025149,0.3992608294385091,0.3477868660004119
C0018051,0.2135129324355031,0.3038102576324885
C0023518,0.30677873837777364,0.28639738182821617
C1844749,0.11698422614028665,0.1573721352647609
C0039685,0.29538384544274904,0.27773391250837903
C0238207,0.20477540905843158,0.14713541678142827
C1837522,0.017327290448537338,0.027822284575304085
C0158761,0.14949695268279073,0.2400686162062117
C0702166,0.3166109692329772,0.2759643600335877
C1720887,0.2250966204302158,0.25428473435641785
C0238463,0.33568789823752215,0.3083691643165246
C3887499,0.26633797812161064,0.19760555618710665
C0423820,0.21625416603819198,0.1975368896721734
C1839025,,0.03005141820977743
C1849488,0.39239530607018847,0.041698455479069405
C0034067,0.15058622224144302,0.2879413969056163
C0030305,0.19841162158987044,0.17729371309938424
C0677050,0.08708618655041102,0.08513455880123866
C4021792,0.2814921632719225,0.11647432644657169
C0038587,0.4153181395055599,0.3734853101316814
C0221357,0.43800506177657317,0.4383116660634147
C0035304,0.18560256053903912,0.2038971292538154
C1839326,0.2662585627105422,0.3010658510998692
C0038271,0.24905877829431372,0.2397030453978358
C0520679,0.1565858466023097,0.07144736396938951
C0021368,0.40936256359909484,0.45086696930286313
C1851971,0.16781725851165652,0.2670993668339834
C1834696,0.20087717863216337,0.05755753594187897
C1336708,0.23854564044212834,0.14495288480172044
C0152191,0.4930865892351887,0.2633808711551479
C0751495,0.4137484212864588,0.12817665269301723
C0003466,0.17157954093625444,0.268901853016037
C0004153,0.4203883088651144,0.45188797736822883
C0020619,0.29885919835223124,0.2665333172027232
C0024312,0.25902412538060526,0.37121543920701644
C0376634,0.43212822669874246,0.41062881732005163
C1842083,0.28401243867227666,0.164561132796542
C0002878,0.24644954775693415,0.2896506342402939
C0853697,0.2986388214368651,0.27691440559795466
C0007137,0.5515240769730155,0.49926482698197944
C0040433,0.3893324380940445,0.3083388799581695
C0009241,0.28767140191814594,0.33907311004094676
C0085580,0.2870661221295742,0.21113787837894402
C0011875,0.23466190414460883,0.2668954641133927
C0266292,0.257644092365914,0.06262329863533846
C0001430,0.33283955129059545,0.2923044352646684
C1837404,0.2922416249199819,0.22902430571087734
C0400966,0.26957404674751245,0.2034764204556779
C0009081,0.23186887823296493,0.22132104706614325
C0079924,0.129940619333718,0.24461641210808202
C0036341,0.4425349289802815,0.4319169033618023
C0220633,-0.0016355703975842028,0.07959015054643694
C0426870,0.31587242478878247,0.12397796279961881
C1858025,0.15321294113068107,0.055814283968033035
C0427190,0.1062182494791938,0.0013567500274111175
C0003123,0.27363600789677117,0.3555180729574366
C0007789,0.13503157720852843,0.005178913871854749
C0018784,0.31731006206610624,0.30233342516483647
C0152025,0.27922602923403805,0.24219625112292092
C1961102,0.2803573098747131,0.31439069212436555
C0013384,0.4322571311544849,0.25558322701888325
C0023787,0.30125536000156705,0.19996026978993453
C0022680,0.01880670861853272,0.12023172477533128
C1861324,0.25977049659090007,0.2589059427666657
C1834060,0.3935203691386436,0.3679482197430792
C1857657,0.058781196792404414,0.2710545808305349
C0423109,0.2826478343168386,0.24147467144507084
C0011881,0.435890981457128,0.3252984130489846
C0011991,0.29417304285154566,0.2823740402654082
C1857206,0.10403671043656239,0.12995518534773148
C3489396,0.4131324302168524,0.401981308089693
C0234133,-0.0018163545753298893,0.09181336073346848
C0009363,0.08792819303490737,0.27714965507903244
C1855009,0.2505448294284256,0.16747121953189079
C0035455,0.08976179912867761,-0.0063341971707610795
C0007273,0.2858081224608978,0.1655397478731076
C0240896,0.21723085189675026,0.0429181073723598
C3495559,0.38984170502098026,0.33628843492395527
C0037299,0.40178421332559117,0.3537171906627243
C0236733,0.39057247238845183,0.2893640847803544
C0022661,0.3784206686797906,0.3413485810270291
C0008625,0.16135680073480052,0.1358989944967486
C0002896,0.15930120751721608,-0.0005833462087761034
C0520927,0.39945228721407644,0.40410864936199475
C0000737,0.4024555894501489,0.3622946559279518
C0038356,0.4868016538227698,0.4545347983292357
C0235659,0.14396934150746046,0.1639644501871094
C0023904,0.43505605601523717,0.38132600223148116
C0743359,0.2887762613451755,0.29021843324151264
C1853241,0.24775849391817414,0.2679420807687758
C0151825,0.2527660274766404,0.301498514901147
C0333913,0.2724722792426557,0.11675145650999622
C0677886,-0.005053636485995822,-0.0028944329317878684
C4280648,0.32871885169442705,0.2687099660684149
C0277799,0.20952051103525743,0.19162568525348136
C1836440,0.4796515226275592,0.3589667140161857
C0020651,0.28258212055544946,0.29019285262703615
C0024421,0.2977765817546583,0.3153279134292757
C0030252,0.18268348579669755,0.17229261985262578
C0000768,0.22563325478976318,0.12739212924543888
C0473527,,0.26856503269844545
C0026827,0.309977682317755,0.2866538922604291
C0033375,0.24246831085572795,0.2210125839059752
C2937365,0.3485904027266719,0.32122839515334634
C0027697,0.12030595946825466,0.1745965050167453
C1136382,0.027734727832472404,0.26662049509760377
C0022568,0.3219835861019719,0.16812179318483064
C0948187,0.14232915664847304,0.021141929690055423
C0031511,0.1583626624826042,0.13858379198777263
C1865014,0.36301120173580675,0.33439437523722965
C0043352,0.34103240899535,0.30858416755934986
C1849039,0.28447715655176287,0.11209631988350878
C0010964,0.09090492011514008,0.14685475313851784
C1855038,0.623714138224199,0.4898648451067737
C0020452,0.20552284954559838,0.20672018430197706
C1844806,0.1460928864617276,0.21493881387138114
C0034885,0.20590610581797164,0.20222205421124462
C0037274,0.37890872734082476,0.33814049141349534
C4022995,0.22145270425948935,0.3003620856287618
C0024299,0.411003639504398,0.32677170671664146
C0003507,0.15585981285239708,0.11528227294039722
C0019087,0.263985074043723,0.2826851745618353
C1442988,0.22522127454220117,0.29762405549111826
C0917805,0.2816949286475218,0.14846306470289192
C0042164,0.2669281419550509,0.031156312947805593
C0080174,0.10977084827682235,0.13260305009084275
C0344559,0.044626436778847776,-0.0016089349618515832
C1861975,-0.009919436135171595,0.25711069655224966
C1832200,0.18740718413952037,0.347946405810767
C0684276,0.1892731706460781,0.14528869131274966
C4020840,0.2479713805500207,0.25934363991188836
C0266464,0.22344334935286625,0.1781908682618388
C4280665,0.16813701205532003,0.24695978693022233
C0004943,0.3897709646949506,0.33809412782277765
C0022353,0.11178944886929085,0.18071381139498077
C0026636,0.16288119529659714,0.12228946199982733
C0042514,0.24488914994491745,0.2789632693285665
C0013990,0.03503038545722367,-0.001345809060519147
C0020456,0.28819392556986906,0.3958850037632677
C4048270,0.34362440949003303,0.35662566134713614
C0426886,0.032404564510532696,0.08256310698538052
C0085605,0.24789724266643667,0.2419932016782068
C0271650,0.34259474224081626,0.3401319527012345
C0206698,0.20071025419998828,0.33311632825815174
C0042900,0.25105882197872226,0.2642412148656009
C1836047,0.1619431589478303,0.20699365077390475
C0266539,0.4652076503924599,0.07648326518884499
C0241442,0.024818846551380492,0.019876479496740852
C0018681,0.3449053125592306,0.251873605383198
C0524851,0.3840041910093445,0.35204016002417843
C0158731,0.3211031448130553,0.30496477959017243
C0020757,0.13333138125677324,0.18712321899674828
C1844384,0.08104266513440322,0.24056721440612455
C1848654,0.14633850607747395,0.08829642211305865
C0409348,0.3711906319770467,0.2910837408558371
C0162316,0.11759138644521727,0.1644568710626532
C1857656,0.3400492445571402,0.24538846050041985
C1858452,0.036315516597661315,0.0804073283241899
C1849340,,0.24781615833447057
C0026838,0.30124594530790016,0.31372308765113127
C0003803,0.3107209274428839,0.04513854451778995
C0948896,0.19230416478787046,0.2656864128839619
C4082304,0.203894842701697,0.20514806675801367
C1839604,0.20384010277518075,0.17134240128638062
C0080178,0.2728059052611617,0.27463511921892836
C0000731,0.1338111709805203,0.19740145925534494
C0029454,0.10073432383202086,0.013312426489252316
C2830004,0.06312724995027118,0.17011336028362026
C3839460,-0.0004647935881940314,-0.00020363062918030318
C4228227,,0.1326978181060687
C0235986,0.31570182879934616,0.09127024972188817
C0007134,0.45019373468515733,0.4191935116397505
C1168401,0.17287884694822925,0.29911575491518383
C0342276,0.056953642613569125,0.11761345477551122
C0024530,0.13379319354275498,0.12138807527025168
C1860614,0.39352200768469736,0.30892383451127897
C3150281,0.1662607615431789,0.19594606275599333
C0014877,0.06444295440953905,0.04857794560378436
C0279628,0.029947817709295298,0.22692335524969776
C0025995,0.1949835699899238,0.15631871380167095
C0431890,0.2834878512841179,0.2640556359143709
C0347959,0.4785181674668863,0.2746898301061926
C0014175,0.4184842995963505,0.3838220328778578
C2749675,,0.11937435766177826
C0021841,0.32976403598628556,0.20309118857975078
C1865841,0.21423988818730477,0.12694268562877675
C0039075,0.33061882976424495,0.347546858170499
C0029401,,0.16645670276612842
C0023290,0.12711360070896402,0.23857228782406958
C1838608,0.3262635926445568,0.23506601262236554
C0022408,0.15411305319784196,0.10569816829411074
C0020490,0.19811375310209306,0.22927776224199317
C0009952,0.4037515127555688,0.25463129685427605
C0015393,0.380651781038166,0.20499558101123783
C0948089,0.33104667863754467,0.3107730762602392
C1868085,0.07436079762347858,0.1454721377750278
C0018802,0.2982287646695199,0.2696180713288624
C1848673,0.3773900741030277,0.3702767069150699
C0393525,-0.0006043136490959046,0.021613931086078935
C0042384,0.4130702221577629,0.3813582952847833
C0003492,0.011904061846714149,0.3413531543709643
C0271385,0.051437610904030304,
C0003949,0.09367029187623896,0.1553357489494712
C0020564,0.15023809076923675,0.19426180655556816
C0020557,0.18545177326820234,0.08026308153779729
C0002874,0.04039591358845226,0.2318642686451654
C0424551,0.33989783227069476,0.3483204592404426
C2677328,-0.0005518747992462186,0.05486768824245739
C0086437,0.3518410120144016,0.3308829797952722
C1306710,0.3605042767329587,0.2993310600620354
C0751883,0.13374555801805718,0.10795180572120376
C1858395,,
C1846226,0.16957181941694718,0.11876331129455446
C1832446,0.07544382057928573,0.23370288745028828
C4022018,0.342963419998284,0.34139872702315527
C0231791,0.22947867789808363,0.12479271531665832
C0243050,0.23865016195705044,0.3121568085799819
C1867955,0.2913776476570879,0.2926689959250947
C1839630,0.22993755921134074,0.08958652117514218
C1849300,0.2187107864538987,0.16929646907204104
C0020550,0.07408548676903955,0.12081517378844409
C3809288,0.3428309739666954,0.2663136769622369
C0026821,0.32098897055555964,0.3189475594408688
C0007570,0.37060491935672585,0.27471930885083534
C1850667,0.2800152806468677,0.2885287726776043
C0042798,0.22658152479473703,0.21619216698237673
C4024748,0.18857018297982445,0.07423133648399462
C0855740,0.15011775745121098,0.22178738443230767
C0431659,0.16783720491098683,0.13365350178842764
C1112705,0.21330266185436567,0.09448845378772984
C1855081,0.3583581294850696,0.384865105057066
C1837082,0.03943563514561113,0.018823586931606053
C1860816,0.3067766496934641,0.2511464379186732
C0375206,0.1663506169917842,0.1693104220930685
C4020859,0.034092952319451676,0.09145131170846825
C1858085,0.4003894283629033,0.3310121041469265
C0019825,0.1405326007645763,0.11022190083009029
C0004364,0.37977791852069526,0.40715599872003616
C0149925,0.38859061144334467,0.32053955913576093
C1854838,0.17895168915073695,0.16703481981888949
C0241240,0.3898513655158088,0.2721631971507682
C1853487,0.3337555843549709,0.2101495551541993
C4020867,0.14280876283068578,0.26559339117281544
C0005138,0.2319530954766908,0.25573204164334506
C0033687,0.4347356619014738,0.3818221255583154
C0156273,0.21823253845608592,-0.0033495735162527396
C1527336,0.20836895398641073,0.23455485044747182
C0019284,0.37933892981390754,0.36312105441238685
C0003578,0.16094461897530105,0.14673464536425523
C1854113,0.3503425558720355,0.2515042305222677
C0236663,0.1519123444675774,0.026140934789573404
C0401151,0.1489240593708322,0.24090820184947986
C0392163,0.21628956386029227,0.1963599586590171
C1864897,0.3335733599095562,0.3301070412800771
C0426789,0.08634610206076387,0.16165263506197708
C0020305,0.2633997459149283,0.04397357693284418
C1855751,0.16473579833710286,0.10762689508235032
C1858729,0.08782786107414797,0.1414031964361593
C0497247,0.4276017270583683,0.37248294359252776
C0242184,0.25476850986038324,0.20158130937311347
C0015672,0.43264288400760526,0.4205951879587835
C0151878,0.24970271513908676,0.2922187377180839
C0040128,0.2727271564905559,0.27096523048814597
C3808249,,-0.0031900713513943113
C0022336,,
C1269683,0.46312372789898254,0.4442409428145109
C0595939,0.20135150852292089,0.03046792015627107
C0079541,0.10381694371678611,0.35045325712843833
C0344482,0.20827303346337328,0.2256018221460463
C0263454,0.14886906249399606,0.24628363474658738
C0027643,0.11565168976013465,0.25154939331544873
C4025846,0.2152428773292778,0.2574857768560792
