node_1	node_2	roles
3504	18771	common_pred_lci-common_pred_lci
19377	5093	common_disease-common_disease
3126	2363	common_pred_lci-common_pred_lci
3126	2364	common_pred_lci-pred_lci
3126	3126	common_pred_lci-common_pred_lci
3126	10213	common_pred_lci-disease
7096	1241	common_pred_lci-common_disease
7096	5093	common_pred_lci-common_disease
7096	7096	common_pred_lci-common_pred_lci
8505	1241	common_disease-common_disease
8505	1246	common_disease-common_disease
2363	2363	common_pred_lci-common_pred_lci
2363	2364	common_pred_lci-pred_lci
2363	2366	common_pred_lci-common_pred_lci
2363	10213	common_pred_lci-disease
2364	109	pred_lci-common_pred_lci
2364	2364	pred_lci-pred_lci
2364	2366	pred_lci-common_pred_lci
2364	10213	pred_lci-disease
2366	109	common_pred_lci-common_pred_lci
2366	5093	common_pred_lci-common_disease
1359	1359	common_disease-common_disease
1359	11241	common_disease-common_disease
18771	10213	common_pred_lci-disease
1241	1241	common_disease-common_disease
1241	1246	common_disease-common_disease
1241	11241	common_disease-common_disease
5211	5093	common_disease-common_disease
5211	5211	common_disease-common_disease
10213	10213	disease-disease
5093	5093	common_disease-common_disease
11241	11241	common_disease-common_disease
109	109	common_pred_lci-common_pred_lci
