node_id,degree,protein_id,protein_name,role
454,399,648,BMI1,common_pred_lci
8521,3,15270,,common_pred_lci
8019,20,11277,TREX1,common_pred_lci
3332,211,4851,NOTCH1,common_pred_lci
1409,58,1978,EIF4EBP1,common_pred_lci
5123,552,7189,TRAF6,common_pred_lci
1041,329,1432,MAPK14,common_pred_lci
6168,70,8915,BCL10,common_pred_lci
2847,96,4092,SMAD7,common_pred_lci
14879,63,57504,MTA3,common_pred_lci
5611,40,8115,TCL1A,common_pred_lci
3822,67,5524,PTPA,common_pred_lci
11768,47,29948,OSGIN1,common_pred_lci
13349,24,54206,ERRFI1,common_pred_lci
13582,33,54828,BCAS3,common_pred_lci
149,200,213,ALB,common_pred_lci
5533,302,7917,BAG6,common_pred_lci
17960,10,80760,ITIH5,common_disease
742,15,1012,CDH13,common_disease
3723,237,5371,PML,common_disease
11118,21,157638,FAM84B,common_disease
4784,17,6768,ST14,common_disease
1444,361,2023,ENO1,common_disease
4134,257,5925,RB1,common_disease
3884,402,5594,MAPK1,common_disease
3885,349,5595,MAPK3,common_disease
3763,96,5441,POLR2L,common_disease
7745,22,10926,DBF4,common_disease
1490,55,2074,ERCC6,common_disease
15069,121,57805,CCAR2,common_disease
5345,82,7515,XRCC1,common_disease
3814,262,5515,PPP2CA,common_disease
2669,225,3838,KPNA2,common_disease
3825,43,5527,PPP2R5C,common_disease
3703,268,5347,PLK1,common_disease
6115,206,8850,KAT2B,common_disease
10207,261,23411,SIRT1,common_disease
14311,25,55859,BEX1,common_disease
11727,23,29893,PSMC3IP,common_disease
3816,298,5518,PPP2R1A,common_disease
4752,460,6733,SRPK2,common_disease
6910,57,9846,GAB2,common_disease
4434,47,6352,CCL5,common_disease
6264,21,9077,DIRAS3,common_disease
10045,21,23221,RHOBTB2,common_disease
15391,68,63978,PRDM14,common_disease
6657,45,9577,BABAM2,common_disease
6275,92,9093,DNAJA3,common_disease
4103,42,5890,RAD51B,common_disease
17417,59,79184,BRCC3,common_disease
2209,386,3183,HNRNPC,common_disease
1064,305,1460,CSNK2B,common_disease
5169,255,7283,TUBG1,common_disease
3516,390,5111,PCNA,common_disease
7750,132,10933,MORF4L1,common_disease
1484,59,2068,ERCC2,common_disease
5206,502,7329,UBE2I,common_disease
601,183,836,CASP3,common_disease
1499,789,2099,ESR1,common_disease
5213,258,7341,SUMO1,common_disease
14587,76,56852,RAD18,common_disease
9886,44,23047,PDS5B,common_disease
14536,63,56647,BCCIP,common_disease
5344,1256,7514,XPO1,common_disease
5347,143,7517,XRCC3,common_disease
7920,27,11144,DMC1,common_disease
2530,122,3667,IRS1,common_disease
8164,53,12235,,common_disease
5240,47,7372,UMPS,common_disease
5287,391,7431,VIM,common_disease
47,466,60,ACTB,common_disease
729,305,998,CDC42,common_disease
1076,18,1474,CST6,common_disease
7547,16,10635,RAD51AP1,common_disease
4102,20,5889,RAD51C,common_disease
4105,49,5892,RAD51D,common_disease
4098,268,5885,RAD21,common_disease
9867,374,23028,KDM1A,common_disease
3733,56,5395,PMS2,common_disease
2842,394,4087,SMAD2,common_disease
2843,417,4088,SMAD3,common_disease
3751,46,5429,POLH,common_disease
1662,359,2316,FLNA,common_disease
5555,136,7979,SEM1,common_disease
4791,106,6776,STAT5A,common_disease
2124,387,3066,HDAC2,common_disease
747,892,1017,CDK2,common_disease
638,140,890,CCNA2,common_disease
1699,162,2475,MTOR,common_disease
5695,62,8314,BAP1,common_disease
20810,74,253260,RICTOR,common_disease
5198,278,7321,UBE2D1,common_disease
5208,166,7334,UBE2N,common_disease
17380,25,79109,MAPKAP1,common_disease
3657,307,5295,PIK3R1,common_disease
237,45,334,APLP2,common_disease
2734,256,3932,LCK,common_disease
5103,142,7168,TPM1,common_disease
4787,225,6772,STAT1,common_disease
11581,61,29086,BABAM1,common_disease
2567,67,3708,ITPR1,common_disease
265,301,367,AR,common_disease
145,129,208,AKT2,common_disease
1554,87,2175,FANCA,common_disease
2323,105,3337,DNAJB1,common_disease
9108,63,150684,COMMD1,common_disease
3350,746,4869,NPM1,common_disease
2844,302,4089,SMAD4,common_disease
2206,701,3178,HNRNPA1,common_disease
1278,109,1786,DNMT1,common_disease
3374,412,4904,YBX1,common_disease
1085,171,1487,CTBP1,common_disease
1093,395,1499,CTNNB1,common_disease
3276,82,4780,NFE2L2,common_disease
3804,253,5500,PPP1CB,common_disease
607,60,842,CASP9,common_disease
234,164,331,XIAP,common_disease
16878,361,203068,TUBB,common_disease
1005,400,1387,CREBBP,common_disease
5359,662,7534,YWHAZ,common_disease
881,94,1196,CLK2,common_disease
8044,325,11331,PHB2,common_disease
756,106,1027,CDKN1B,common_disease
5881,191,8554,PIAS1,common_disease
1532,284,2146,EZH2,common_disease
5718,244,8339,HIST1H2BG,common_disease
6714,120,9643,MORF4L2,common_disease
5090,164,7153,TOP2A,common_disease
4488,304,6426,SRSF1,common_disease
1272,194,1778,DYNC1H1,common_disease
3209,267,4690,NCK1,common_disease
1972,1081,2885,GRB2,common_disease
1566,62,2189,FANCG,common_disease
3248,317,4734,NEDD4,common_disease
3728,57,5378,PMS1,common_disease
2305,366,3308,HSPA4,common_disease
3653,37,5291,PIK3CB,common_disease
4936,166,6949,TCOF1,common_disease
9689,39,22794,CASC3,common_disease
5729,309,8350,HIST1H3A,common_disease
3210,438,4691,NCL,common_disease
1481,87,2065,ERBB3,common_disease
2476,14,3598,IL13RA2,common_disease
10925,75,26060,APPL1,common_disease
1201,449,1655,DDX5,common_disease
3993,246,5728,PTEN,common_disease
18779,83,84707,BEX2,common_disease
5728,207,8349,HIST2H2BE,common_disease
6960,16,9902,MRC2,common_disease
3634,56,5268,SERPINB5,common_disease
617,63,860,RUNX2,common_disease
19740,13,94240,EPSTI1,common_disease
13635,11,54897,CASZ1,common_disease
