disease,protein,common_interactor_score,common_interactor_score_pvalue,degree,frac_direct_interactions,frac_direct_interactions_pvalue
DB00421,775,0.17815338651015306,0.007,25,0.11538461538461539,0.004
DB00421,776,0.01410720694331095,0.1,4,0.0,1.0
DB00421,778,0.0018329041785125272,0.338,2,0.0,1.0
DB00421,779,0.022130945677247816,0.062,9,0.0,1.0
DB00421,781,0.034010362183350074,0.026,28,0.0,1.0
DB00421,782,0.1566838780898136,0.002,9,0.07692307692307693,0.002
DB00421,783,0.15546848036518987,0.006,8,0.038461538461538464,0.023
DB00421,784,0.16435350769024593,0.001,11,0.07692307692307693,0.007
DB00421,785,0.10478603398024676,0.008,13,0.038461538461538464,0.015
DB00421,786,0.0,1.0,1,0.0,1.0
DB00421,8856,0.05439941065840023,0.019,38,0.0,1.0
DB00421,79644,0.0,1.0,2,0.0,1.0
DB00421,9254,0.03295160112937159,0.016,9,0.0,1.0
DB00421,1585,0.0072177797769099146,0.344,10,0.0,1.0
DB00421,6715,0.15865840500683215,0.006,22,0.0,1.0
DB00421,6716,0.1620671221104609,0.001,21,0.0,1.0
DB00421,6462,0.015801713486454143,0.355,65,0.0,1.0
DB00421,8911,0.0,1.0,3,0.0,1.0
DB00421,8912,0.03351462363780092,0.009,7,0.0,1.0
DB00421,8913,0.0051338202794762,0.257,3,0.0,1.0
DB00421,4306,0.06424124484633563,0.015,31,0.038461538461538464,0.063
DB00421,2908,0.12130930537324107,0.003,242,0.07692307692307693,0.03
DB00421,367,0.09711076341634364,0.002,301,0.038461538461538464,0.244
DB00421,55799,0.0,1.0,1,0.0,1.0
DB00421,5241,0.08822903415242549,0.003,81,0.0,1.0
DB09079,4067,0.10239135497000787,0.018,269,0.3333333333333333,0.028
DB09079,3791,0.14947231878199052,0.003,66,0.3333333333333333,0.006
DB09079,2321,0.12295195482477239,0.002,29,0.1111111111111111,0.054
DB09079,2322,0.06775652264451992,0.006,22,0.0,1.0
DB09079,2324,0.08968080638487419,0.002,27,0.2222222222222222,0.004
DB09079,2260,0.22177926055171926,0.006,79,0.1111111111111111,0.114
DB09079,2261,0.19879166028966974,0.007,58,0.1111111111111111,0.086
DB09079,2263,0.22872663647607164,0.002,50,0.2222222222222222,0.013
DB09079,6714,0.12106924769076838,0.007,525,0.4444444444444444,0.025
DB09079,3932,0.10469539135145912,0.025,256,0.1111111111111111,0.135
DB00025,4035,0.09928509482059678,0.001,89,0.3,0.001
DB00025,811,0.11083920792844473,0.001,158,0.4,0.001
DB00025,90411,0.06980501288368744,0.003,45,0.1,0.066
DB00025,3309,0.07589469220824617,0.004,517,0.2,0.096
DB00025,2158,0.1682051916688193,0.001,6,0.1,0.004
DB00025,2159,0.1096922478186638,0.006,23,0.0,1.0
DB00025,5264,0.06710789133126481,0.006,24,0.0,1.0
DB00025,433,0.048396652523930404,0.02,95,0.0,1.0
DB00025,821,0.1075894723951499,0.003,208,0.3,0.006
DB00025,7450,0.10155156968921222,0.004,22,0.2,0.004
DB00025,3998,0.07575040416531084,0.003,70,0.2,0.011
DB00945,53632,0.0814476970073468,0.005,11,0.14285714285714285,0.001
DB00945,4609,0.11126138927305003,0.105,583,0.047619047619047616,0.874
DB00945,6197,0.06433789901822397,0.06,89,0.047619047619047616,0.437
DB00945,4792,0.09156132504065213,0.038,212,0.19047619047619047,0.042
DB00945,5562,0.17277660696682257,0.002,181,0.38095238095238093,0.002
DB00945,5563,0.15572254761307605,0.002,171,0.23809523809523808,0.018
DB00945,5564,0.13317194372056784,0.026,181,0.2857142857142857,0.013
DB00945,5565,0.14372146704715538,0.006,161,0.2857142857142857,0.006
DB00945,834,0.06474868437547913,0.018,63,0.047619047619047616,0.295
DB00945,5571,0.15324518284482921,0.003,57,0.23809523809523808,0.003
DB00945,836,0.09888737096461131,0.029,183,0.0,1.0
DB00945,595,0.07414832855191812,0.055,112,0.047619047619047616,0.457
DB00945,7130,0.014879571036968114,0.113,4,0.0,1.0
DB00945,51422,0.12273159498644506,0.004,19,0.23809523809523808,0.002
DB00945,3551,0.10318293027444976,0.016,224,0.14285714285714285,0.132
DB00945,1645,0.007397643677997379,0.554,9,0.0,1.0
DB00945,5742,0.12128569881936048,0.001,24,0.047619047619047616,0.134
DB00945,5743,0.15132794107041017,0.002,47,0.09523809523809523,0.039
DB00945,3309,0.0961787302039014,0.237,517,0.19047619047619047,0.232
DB00945,1909,0.023160235658111483,0.284,24,0.0,1.0
DB00945,7157,0.14258827715681305,0.004,1001,0.38095238095238093,0.006
DB00945,5111,0.08035560469547094,0.404,390,0.09523809523809523,0.646
DB02494,23521,0.46610576404013127,0.004,273,0.6923076923076923,0.161
DB02494,140801,0.29026109498826286,0.004,82,0.5384615384615384,0.004
DB02494,6147,0.45857564615742175,0.01,307,0.7692307692307693,0.121
DB02494,9349,0.41675711026018686,0.071,396,0.8461538461538461,0.056
DB02494,4809,0.26856047624024343,0.178,345,0.6153846153846154,0.28
DB02494,6122,0.42743548242356033,0.053,257,0.8461538461538461,0.038
DB02494,1357,0.0040648118536181915,0.227,3,0.0,1.0
DB02494,51121,0.22829799374352727,0.008,92,0.3076923076923077,0.015
DB02494,51187,0.05628186893419964,0.006,15,0.0,1.0
DB02494,6132,0.43608154392832865,0.022,348,0.8461538461538461,0.046
DB02494,6167,0.332182387020683,0.002,100,0.6153846153846154,0.005
DB02494,6135,0.4326451249109056,0.029,384,0.7692307692307693,0.094
DB02494,6138,0.46433825554970076,0.017,255,0.8461538461538461,0.053
DB02494,6143,0.4623838400150087,0.014,264,0.7692307692307693,0.1
DB04315,382,0.1312133165905322,0.026,143,0.058823529411764705,0.197
DB04315,387,0.14763235334575128,0.018,185,0.058823529411764705,0.256
DB04315,5898,0.11490246539040601,0.023,88,0.14705882352941177,0.01
DB04315,7052,0.07029016326414783,0.315,119,0.058823529411764705,0.196
DB04315,7053,0.02476843015327025,0.317,21,0.0,1.0
DB04315,5901,0.09555657834555095,0.327,253,0.0,1.0
DB04315,400,0.04497410173770565,0.093,24,0.0,1.0
DB04315,1938,0.14197986736758192,0.012,292,0.08823529411764706,0.145
DB04315,403,0.04276153388143638,0.05,14,0.0,1.0
DB04315,5911,0.08741522321724775,0.029,52,0.058823529411764705,0.076
DB04315,221079,0.016535526936136784,0.333,10,0.0,1.0
DB04315,9367,0.06376833241538887,0.012,19,0.029411764705882353,0.076
DB04315,2935,0.062381601801909096,0.069,50,0.058823529411764705,0.081
DB04315,1968,0.06194257770062218,0.059,48,0.0,1.0
DB04315,51762,0.11485954368475296,0.005,32,0.08823529411764706,0.013
DB04315,51128,0.02019160876204282,0.348,15,0.0,1.0
DB04315,8766,0.14247925844922787,0.008,90,0.08823529411764706,0.032
DB04315,3265,0.13225116745038737,0.027,113,0.058823529411764705,0.111
DB04315,7879,0.15802132495153562,0.007,182,0.14705882352941177,0.006
DB04315,2762,0.028368998538498676,0.372,31,0.0,1.0
DB04315,56269,0.010592129021918091,0.282,3,0.0,1.0
DB04315,2770,0.06651143968192451,0.239,107,0.0,1.0
DB04315,2779,0.022860419143712143,0.166,5,0.0,1.0
DB04315,4830,0.0909799949091013,0.061,87,0.08823529411764706,0.032
DB04315,375,0.14303201249996964,0.007,99,0.14705882352941177,0.007
DB04315,4831,0.11903648448540886,0.044,129,0.058823529411764705,0.178
DB04315,998,0.20295537529585336,0.009,305,0.058823529411764705,0.658
DB04315,5868,0.16150491875920275,0.006,122,0.14705882352941177,0.006
DB04315,26225,0.01844639173221468,0.212,7,0.0,1.0
DB04315,7284,0.12768454146411318,0.037,243,0.08823529411764706,0.184
DB04315,5879,0.18818309488186888,0.004,269,0.11764705882352941,0.089
DB04315,6009,0.10667582951821454,0.005,39,0.08823529411764706,0.007
DB04315,378,0.10222155272983187,0.011,48,0.029411764705882353,0.225
DB04315,1915,0.1487665169750201,0.05,613,0.17647058823529413,0.065
DB04315,122622,0.00878789642445496,0.497,6,0.0,1.0
DB00721,6336,0.0,1.0,2,0.0,1.0
DB00721,4128,0.15943420694401994,0.006,45,0.07142857142857142,0.025
DB00721,3778,0.09423717550619322,0.005,20,0.07142857142857142,0.007
DB00721,6531,0.0,1.0,18,0.0,1.0
DB00721,3779,0.08327357459993888,0.004,6,0.07142857142857142,0.004
DB00721,10242,0.006251954041004442,0.108,1,0.0,1.0
DB00721,3780,0.004809026357287708,0.252,1,0.0,1.0
DB00721,3783,0.00976780483190353,0.107,10,0.0,1.0
DB00721,3781,0.01283384035364861,0.055,9,0.0,1.0
DB00721,3782,0.023728608465479525,0.012,5,0.0,1.0
DB00721,4129,0.1619327160911664,0.004,51,0.07142857142857142,0.004
DB00721,1135,0.0,1.0,2,0.0,1.0
DB00721,27094,0.0,1.0,1,0.0,1.0
DB00721,116443,0.0,1.0,10,0.0,1.0
DB00721,3359,0.0,1.0,2,0.0,1.0
DB00477,5004,0.029667964590660626,0.045,11,0.0,1.0
DB00477,5005,0.024397501823713332,0.036,4,0.0,1.0
DB00477,146,0.10601432990891327,0.004,16,0.04,0.024
DB00477,147,0.2453108365963863,0.003,14,0.08,0.003
DB00477,1812,0.030676196675365357,0.037,13,0.0,1.0
DB00477,148,0.19295471718069812,0.006,9,0.08,0.007
DB00477,3350,0.00553814800295751,0.32,11,0.0,1.0
DB00477,1815,0.18449168674750369,0.003,13,0.04,0.02
DB00477,1816,0.03762479172570924,0.018,6,0.0,1.0
DB00477,1814,0.19912708878212101,0.005,22,0.0,1.0
DB00477,1813,0.21416139490635314,0.005,25,0.04,0.027
DB00477,150,0.21381149911498665,0.003,26,0.0,1.0
DB00477,3356,0.1076514334465716,0.01,22,0.0,1.0
DB00477,3357,0.13979937128158063,0.002,7,0.0,1.0
DB00477,152,0.1110276171487813,0.005,16,0.0,1.0
DB00477,151,0.186981422696912,0.001,7,0.0,1.0
DB00477,3358,0.1286719469069548,0.006,9,0.04,0.022
DB00477,801,0.038923088667745936,0.063,524,0.08,0.044
DB00477,3362,0.039985649490556635,0.036,29,0.0,1.0
DB00477,3363,0.06586692109822562,0.006,4,0.0,1.0
DB00477,3757,0.015870556619721674,0.134,31,0.0,1.0
DB00477,3269,0.08533400782540691,0.006,11,0.0,1.0
DB00477,59340,0.05296026479179529,0.033,4,0.0,1.0
DB00477,6609,0.002110875476704426,0.537,13,0.0,1.0
DB00477,1128,0.08143063860302738,0.018,5,0.0,1.0
DB00477,1131,0.1338267308878539,0.002,12,0.0,1.0
DB03496,1024,0.08385845378562547,0.01,137,0.18181818181818182,0.143
DB03496,1025,0.1785364978685095,0.003,247,0.18181818181818182,0.136
DB03496,1956,0.0582715269533929,0.308,926,0.18181818181818182,0.32
DB03496,5834,0.11189475056280859,0.005,48,0.18181818181818182,0.054
DB03496,5836,0.10660542884389265,0.002,43,0.18181818181818182,0.045
DB03496,5837,0.11491698020403228,0.003,20,0.18181818181818182,0.009
DB03496,983,0.17533915655053145,0.005,415,0.2727272727272727,0.178
DB03496,1017,0.16916006642254344,0.003,892,0.2727272727272727,0.157
DB03496,1019,0.21079603285416637,0.003,203,0.2727272727272727,0.044
DB03496,1020,0.18752800701676417,0.004,163,0.2727272727272727,0.075
DB03496,1021,0.20451119038780635,0.004,160,0.2727272727272727,0.081
DB03496,1022,0.21598002754997545,0.005,138,0.6363636363636364,0.013
DB00988,6530,0.05706813622097638,0.0,8,0.0,1.0
DB00988,3363,0.00341076499076716,0.135,4,0.0,1.0
DB00988,6531,0.05840848988876175,0.004,18,0.07692307692307693,0.024
DB00988,6532,0.046570663475300436,0.004,8,0.0,1.0
DB00988,6571,0.0029770212341902395,0.167,6,0.0,1.0
DB00988,1815,0.10956961437185578,0.002,13,0.0,1.0
DB00988,1812,0.020821024807607703,0.045,13,0.0,1.0
DB00988,1621,0.03366464153828011,0.032,14,0.0,1.0
DB00988,3350,0.00553814800295751,0.181,11,0.0,1.0
DB00988,6647,0.008774246467605253,0.263,199,0.0,1.0
DB00988,1816,0.04286218869075757,0.005,6,0.0,1.0
DB00988,1814,0.10411287994455291,0.005,22,0.0,1.0
DB00988,1813,0.17990869484415573,0.004,25,0.07692307692307693,0.016
DB00988,3359,0.013312051063847865,0.053,2,0.0,1.0
DB01159,2560,0.13403842283802864,0.003,22,0.0,1.0
DB01159,2561,1.185565556153058,0.004,22,0.2962962962962963,0.004
DB01159,2562,1.2872974714989962,0.001,18,0.25925925925925924,0.001
DB01159,2563,0.044460158091941406,0.017,5,0.0,1.0
DB01159,2564,0.007202263595024049,0.394,41,0.0,1.0
DB01159,2565,0.03901962725044565,0.005,1,0.0,1.0
DB01159,2566,0.45581704645455523,0.002,19,0.07407407407407407,0.002
DB01159,2567,1.5339976819377055,0.005,8,0.25925925925925924,0.005
DB01159,27032,0.010556288000356146,0.152,16,0.0,1.0
DB01159,3760,0.23439445339868495,0.011,9,0.037037037037037035,0.02
DB01159,2554,1.382172749321987,0.003,14,0.2962962962962963,0.003
DB01159,3763,0.24892527005973888,0.007,13,0.037037037037037035,0.012
DB01159,2741,0.0,1.0,4,0.0,1.0
DB01159,4535,0.00434037311810806,0.637,83,0.0,1.0
DB01159,54331,0.06321655079003712,0.015,51,0.0,1.0
DB01159,3777,0.04598055449175999,0.02,9,0.0,1.0
DB01159,3778,0.05782093503832765,0.018,20,0.0,1.0
DB01159,3783,0.0017511389390313305,0.489,10,0.0,1.0
DB01159,55879,0.0,1.0,1,0.0,1.0
DB01159,2903,0.16589176322525273,0.001,38,0.07407407407407407,0.001
DB01159,116443,0.11875892416225678,0.006,10,0.037037037037037035,0.023
DB01159,116444,0.14280909025452096,0.0,3,0.037037037037037035,0.001
DB01159,51305,0.045980554491759994,0.022,8,0.0,1.0
DB01159,6010,0.027243502372060142,0.077,19,0.0,1.0
DB01159,2555,1.4746223356061643,0.003,9,0.25925925925925924,0.003
DB01159,2556,1.3645753619538732,0.002,11,0.25925925925925924,0.002
DB01159,2557,1.4034414360076235,0.003,10,0.25925925925925924,0.003
DB01159,2559,1.4746223356061645,0.002,9,0.25925925925925924,0.002
DB01592,55869,0.0027486239397838045,0.809,38,0.0,1.0
DB01592,54583,0.0016360915810093247,0.805,31,0.0,1.0
DB01592,252969,0.08596659009022463,0.0,16,0.08333333333333333,0.016
DB01592,7018,0.036118728120043214,0.003,68,0.08333333333333333,0.04
DB01592,2495,0.020138034079622974,0.032,65,0.08333333333333333,0.039
DB01592,1356,0.035971259479491965,0.009,15,0.0,1.0
DB01592,79661,0.1138844222600416,0.003,5,0.08333333333333333,0.009
DB01592,5423,0.10956003805758992,0.004,44,0.16666666666666666,0.004
DB01592,2237,0.028053849549320085,0.028,60,0.0,1.0
DB01592,3039,0.04668546209661292,0.007,29,0.08333333333333333,0.015
DB01592,2395,0.0,1.0,4,0.0,1.0
DB01592,7037,0.024692628758961607,0.028,109,0.16666666666666666,0.009
DB01592,51327,0.035441163048802904,0.013,11,0.08333333333333333,0.017
DB00171,2180,0.02438067071846284,0.263,14,0.0,1.0
DB00171,4363,0.043810194956662295,0.273,51,0.0,1.0
DB00171,269,0.03079081246575632,0.071,7,0.0,1.0
DB00171,10257,0.07836385063696567,0.002,13,0.02631578947368421,0.078
DB00171,19,0.049400424351980034,0.166,54,0.02631578947368421,0.238
DB00171,9619,0.0036596062515454847,0.818,8,0.0,1.0
DB00171,25,0.12513839749895883,0.161,389,0.02631578947368421,0.81
DB00171,27,0.08388839626979566,0.028,52,0.02631578947368421,0.25
DB00171,5536,0.09728179404876895,0.004,90,0.0,1.0
DB00171,291,0.06119093553423718,0.106,68,0.0,1.0
DB00171,65061,0.04289765843246352,0.117,24,0.0,1.0
DB00171,5290,0.07711517288035648,0.048,82,0.02631578947368421,0.292
DB00171,6833,0.07588725137587798,0.013,6,0.0,1.0
DB00171,1457,0.12295512607759661,0.138,615,0.10526315789473684,0.152
DB00171,8883,0.043308830848158904,0.487,110,0.0,1.0
DB00171,84532,0.11051205840906038,0.006,18,0.02631578947368421,0.1
DB00171,1460,0.10253398054459092,0.328,305,0.07894736842105263,0.298
DB00171,439,0.028888711785765717,0.543,48,0.0,1.0
DB00171,440,0.07873111730013777,0.044,82,0.02631578947368421,0.309
DB00171,1080,0.10520030501235719,0.329,324,0.07894736842105263,0.317
DB00171,5562,0.06811353523636669,0.293,181,0.02631578947368421,0.412
DB00171,10939,0.045359324170164986,0.259,55,0.0,1.0
DB00171,317,0.042834014899336456,0.126,26,0.0,1.0
DB00171,445,0.04398520103383588,0.436,92,0.05263157894736842,0.092
DB00171,22978,0.03370003302129202,0.5,61,0.0,1.0
DB00171,8647,0.03711031738677801,0.038,6,0.0,1.0
DB00171,10060,0.08493615660144586,0.003,6,0.0,1.0
DB00171,10188,0.06070045474237889,0.191,94,0.05263157894736842,0.134
DB00171,207,0.14609062741071677,0.041,378,0.07894736842105263,0.253
DB00171,90,0.10881945144100927,0.025,121,0.05263157894736842,0.168
DB00171,91,0.14362498724925796,0.004,51,0.02631578947368421,0.258
DB00171,1244,0.04048449989883157,0.256,47,0.0,1.0
DB00171,94,0.12801922573910599,0.007,22,0.05263157894736842,0.017
DB00171,55902,0.11836806271853131,0.01,21,0.02631578947368421,0.092
DB00171,107,0.004852020612848358,0.959,26,0.0,1.0
DB00171,238,0.06908957333464588,0.096,98,0.02631578947368421,0.389
DB00171,368,0.03671387502178314,0.046,5,0.0,1.0
DB00171,369,0.07817216225905771,0.101,104,0.05263157894736842,0.128
DB00171,5243,0.06405979149098269,0.048,31,0.0,1.0
DB00145,64902,0.08240442294561459,0.004,3,0.0,1.0
DB00145,6536,0.016135763076437066,0.105,7,0.0,1.0
DB00145,10249,0.007552834357471535,0.241,7,0.0,1.0
DB00145,206358,0.0,1.0,2,0.0,1.0
DB00145,2841,0.0,1.0,12,0.0,1.0
DB00145,23464,0.13059642385795678,0.001,21,0.0,1.0
DB00145,2731,0.196556076398555,0.001,24,0.11538461538461539,0.003
DB00145,2741,0.0,1.0,4,0.0,1.0
DB00145,2742,0.00262470019518374,0.733,27,0.0,1.0
DB00145,2743,0.0036203005005380215,0.246,4,0.0,1.0
DB00145,2617,0.03208012626059055,0.059,99,0.038461538461538464,0.073
DB00145,570,0.017156482934170915,0.09,7,0.0,1.0
DB00145,189,0.04748650689901235,0.019,35,0.0,1.0
DB00145,9152,0.018631609111449718,0.04,3,0.0,1.0
DB00145,8001,0.0,1.0,2,0.0,1.0
DB00145,2628,0.05423261445466404,0.007,5,0.0,1.0
DB00145,51268,0.024461360653431078,0.036,9,0.0,1.0
DB00145,6470,0.17004554161083732,0.005,63,0.15384615384615385,0.005
DB00145,6472,0.09306985667180165,0.003,455,0.11538461538461539,0.008
DB00145,211,0.09606529972999056,0.004,69,0.0,1.0
DB00145,212,0.14019944680681007,0.004,14,0.0,1.0
DB00145,2903,0.1293451987784042,0.005,38,0.038461538461538464,0.066
DB00145,2905,0.05221448136231788,0.005,6,0.0,1.0
DB00145,116444,0.10056075320148615,0.001,3,0.038461538461538464,0.016
DB00145,2653,0.18650892228840785,0.003,22,0.11538461538461539,0.003
DB00145,27232,0.020137637115453765,0.077,26,0.0,1.0
DB00145,2937,0.00891387813589009,0.401,36,0.0,1.0
DB01388,775,0.11033519592269227,0.003,25,0.3,0.003
DB01388,776,0.0,1.0,4,0.0,1.0
DB01388,778,0.0,1.0,2,0.0,1.0
DB01388,779,0.009930726528736968,0.09,9,0.0,1.0
DB01388,782,0.1421354990610583,0.001,9,0.1,0.001
DB01388,8911,0.0,1.0,3,0.0,1.0
DB01388,8912,0.009133871090107744,0.073,7,0.0,1.0
DB01388,8913,0.0,1.0,3,0.0,1.0
DB01388,783,0.15442292648739844,0.001,8,0.1,0.001
DB01388,785,0.09106815151175388,0.004,13,0.0,1.0
DB01388,784,0.10589846676716272,0.005,11,0.1,0.007
DB10770,7040,0.04559349923799984,0.011,110,0.1,0.05
DB10770,3554,0.01364302564471152,0.106,29,0.1,0.027
DB10770,3458,0.028607775996868843,0.017,11,0.1,0.027
DB10770,2246,0.052274943023717865,0.004,28,0.1,0.021
DB10770,5159,0.043520030296246875,0.013,111,0.1,0.038
DB10770,7048,0.05515223672904962,0.01,112,0.1,0.046
DB10770,2321,0.04441035914993964,0.01,29,0.0,1.0
DB10770,3569,0.005032385475532561,0.322,14,0.0,1.0
DB10770,7124,0.04655902746643873,0.007,142,0.1,0.072
DB10770,2263,0.06356245163229242,0.006,50,0.1,0.048
DB10770,1438,0.026457785154711554,0.018,12,0.0,1.0
DB00144,1608,0.0963354289977355,0.009,17,0.0,1.0
DB00144,5578,0.014633687541781546,0.031,395,0.1111111111111111,0.082
DB00144,55627,0.013363675075871651,0.06,25,0.0,1.0
DB00144,8527,0.10024344184893136,0.007,27,0.1111111111111111,0.037
DB00144,23761,0.0,1.0,5,0.0,1.0
DB00144,81490,0.11905711942210927,0.003,8,0.1111111111111111,0.008
DB00144,949,0.0046521200662378095,0.265,22,0.0,1.0
DB00144,55512,0.002974702171606655,0.354,15,0.0,1.0
DB00144,10396,0.0,1.0,1,0.0,1.0
DB00144,9791,0.11909445210123784,0.007,17,0.1111111111111111,0.023
DB00163,1606,0.008510746068424422,0.206,23,0.0,1.0
DB00163,284904,0.007463411541788407,0.196,20,0.0,1.0
DB00163,5578,0.08462497673611634,0.01,395,0.125,0.313
DB00163,5579,0.08808790531421226,0.004,202,0.25,0.034
DB00163,5516,0.06328492971813969,0.015,158,0.25,0.032
DB00163,5515,0.07160398120577621,0.012,262,0.125,0.119
DB00163,240,0.012733022326001325,0.137,31,0.0,1.0
DB00163,23541,0.011484880807651346,0.017,2,0.0,1.0
DB00163,8856,0.007022805451057112,0.456,38,0.0,1.0
DB01050,6278,0.008364517585271168,0.291,40,0.1111111111111111,0.068
DB01050,5465,0.0507584396049982,0.001,83,0.1111111111111111,0.076
DB01050,5742,0.11550002645320825,0.003,24,0.1111111111111111,0.028
DB01050,5743,0.12333097132329969,0.002,47,0.1111111111111111,0.038
DB01050,7056,0.010418927964135325,0.068,6,0.0,1.0
DB01050,596,0.023556733699853984,0.061,136,0.1111111111111111,0.139
DB01050,1080,0.014546863363557924,0.508,324,0.1111111111111111,0.247
DB01050,2169,0.0,1.0,3,0.0,1.0
DB01050,2811,0.011780106684986497,0.137,28,0.0,1.0
DB01050,5468,0.04771510769705849,0.006,167,0.0,1.0
DB00170,1728,0.004655859370032164,0.321,30,0.0,1.0
DB00170,2147,0.40011367631373196,0.004,47,0.4166666666666667,0.004
DB00170,4835,0.01228458852635811,0.043,18,0.0,1.0
DB00170,5624,0.38545431787337975,0.004,17,0.25,0.004
DB00170,2155,0.27195920583065003,0.001,21,0.25,0.001
DB00170,2158,0.4355450892068029,0.003,6,0.25,0.003
DB00170,2159,0.34873227470555834,0.007,23,0.25,0.007
DB00170,2677,0.3559305452984344,0.003,20,0.5,0.003
DB00170,154807,0.012338068950139884,0.061,19,0.08333333333333333,0.013
DB00170,632,0.1361625743720442,0.001,7,0.08333333333333333,0.007
DB00170,79001,0.017453603866995526,0.033,98,0.08333333333333333,0.028
DB00170,8858,0.16367226803950824,0.002,2,0.08333333333333333,0.002
DB00170,5627,0.2748068752411849,0.008,17,0.25,0.008
DB00126,112398,0.10404128164012409,0.006,24,0.045454545454545456,0.036
DB00126,112399,0.11040658043715865,0.005,44,0.09090909090909091,0.005
DB00126,5264,0.015658464623317506,0.166,24,0.0,1.0
DB00126,54681,0.0,1.0,5,0.0,1.0
DB00126,8985,0.06355485039426507,0.013,45,0.0,1.0
DB00126,10536,0.02178470669427093,0.052,15,0.0,1.0
DB00126,5033,0.02234005118456272,0.126,41,0.0,1.0
DB00126,121642,0.008048513637171075,0.339,10,0.0,1.0
DB00126,55214,0.013206263457132357,0.138,9,0.0,1.0
DB00126,64175,0.046814400221884045,0.027,73,0.0,1.0
DB00126,55217,0.0,1.0,8,0.0,1.0
DB00126,54583,0.08438437135962071,0.004,31,0.045454545454545456,0.045
DB00126,79676,0.005666836674317049,0.207,3,0.0,1.0
DB00126,221120,0.018970475806019564,0.213,48,0.0,1.0
DB00126,55239,0.0,1.0,33,0.0,1.0
DB00126,5066,0.01418194026579063,0.206,27,0.0,1.0
DB00126,1621,0.005071564147552464,0.506,14,0.0,1.0
DB00126,8284,0.0,1.0,2,0.0,1.0
DB00126,3938,0.010497441511761702,0.252,16,0.0,1.0
DB00126,5351,0.06885719989340941,0.009,45,0.0,1.0
DB00126,5352,0.06083546130297093,0.011,48,0.0,1.0
DB00126,8424,0.0,1.0,17,0.0,1.0
DB00126,9963,0.01211687988344071,0.281,28,0.0,1.0
DB12965,2,0.03878290522691091,0.008,105,0.0,1.0
DB12965,4489,0.023262105259961773,0.016,5,0.0,1.0
DB12965,4490,0.016778901380350607,0.022,5,0.0,1.0
DB12965,4493,0.0,1.0,2,0.0,1.0
DB12965,4494,0.06186677615690146,0.003,2,0.0,1.0
DB12965,4495,0.18457818549454647,0.0,2,0.0,1.0
DB12965,4496,0.122711409337645,0.0,2,0.0,1.0
DB12965,4499,0.01812681104539359,0.019,7,0.0,1.0
DB12965,4501,0.017144816662454654,0.026,6,0.0,1.0
DB12965,4502,0.15753312294964575,0.002,27,0.06666666666666667,0.022
DB12965,4504,0.029689209103935035,0.007,2,0.0,1.0
DB12965,9633,0.0,1.0,1,0.0,1.0
DB12965,4520,0.043021574898083434,0.003,6,0.06666666666666667,0.019
DB12965,326343,0.0,1.0,4,0.0,1.0
DB12965,1356,0.015345241435955672,0.053,15,0.0,1.0
DB12965,213,0.0284904351589874,0.015,200,0.0,1.0
DB00674,55584,0.014187608845979145,0.063,69,0.0,1.0
DB00674,43,0.04906984698377522,0.0,18,0.0,1.0
DB00674,590,0.04714045207910317,0.007,5,0.0,1.0
DB00674,1135,0.7622856896086625,0.0,2,0.13333333333333333,0.0
DB00674,1136,0.5830701966130504,0.002,3,0.06666666666666667,0.003
DB00674,1137,0.6647979196095534,0.001,8,0.13333333333333333,0.001
DB00674,1138,0.3496610396473596,0.0,4,0.06666666666666667,0.0
DB00674,1139,0.0019293949046720461,0.22,6,0.0,1.0
DB00674,1134,0.6488172046913787,0.001,4,0.2,0.001
DB00674,1141,0.5301904864194988,0.001,5,0.13333333333333333,0.001
DB00674,1142,0.014187608845979145,0.029,3,0.0,1.0
DB00674,1143,0.844744590617731,0.002,7,0.26666666666666666,0.002
DB00674,1140,0.0,1.0,2,0.0,1.0
DB00674,1145,0.5976776362457004,0.0,1,0.06666666666666667,0.0
DB00674,1146,0.1992258787485668,0.005,17,0.06666666666666667,0.012
DB00674,1144,0.4226219095528814,0.001,3,0.06666666666666667,0.001
DB00160,57505,0.0036594049441385323,0.307,18,0.0,1.0
DB00160,84706,0.023620065273916767,0.012,12,0.0,1.0
DB00160,23428,0.0,1.0,6,0.0,1.0
DB00160,64902,0.02817180849095055,0.016,3,0.0,1.0
DB00160,6509,0.0,1.0,4,0.0,1.0
DB00160,8942,0.020428811716098887,0.053,55,0.0,1.0
DB00160,85007,0.0,1.0,7,0.0,1.0
DB00160,16,0.0052395829771196365,0.379,55,0.0,1.0
DB00160,18,0.028536996586180436,0.02,46,0.0,1.0
DB00160,206358,0.0,1.0,2,0.0,1.0
DB00160,2875,0.017641243076649726,0.024,5,0.0,1.0
DB00160,189,0.03011315352664349,0.015,35,0.0,1.0
DB00160,9054,0.0,1.0,22,0.0,1.0
DB11638,7168,0.25770688030979094,0.493,142,0.05194805194805195,0.51
DB11638,6147,1.012950860283147,0.071,307,0.24675324675324675,0.404
DB11638,4627,0.5051404265045992,0.499,343,0.1038961038961039,0.731
DB11638,7203,0.45543130705241264,0.463,241,0.05194805194805195,0.77
DB11638,2597,0.87994684480657,0.183,304,0.3246753246753247,0.241
DB11638,4134,0.2566796749360939,0.114,68,0.012987012987012988,0.586
DB11638,1072,0.5856051933496063,0.104,166,0.23376623376623376,0.061
