node_1	node_2	roles
7783	747	common_disease-common_disease
7783	1166	common_disease-common_disease
7783	1676	common_disease-common_disease
7783	1972	common_disease-common_disease
7783	2312	common_disease-common_disease
7783	2776	common_disease-disease
7783	2910	common_disease-common_disease
7783	3380	common_disease-common_disease
7783	5103	common_disease-disease
7783	7054	common_disease-common_disease
7783	7783	common_disease-common_disease
7783	11026	common_disease-common_disease
10362	1972	common_disease-common_disease
10362	2538	common_disease-common_disease
10362	2776	common_disease-disease
10362	10362	common_disease-common_disease
18044	1324	common_disease-disease
18044	5103	common_disease-disease
1662	302	common_disease-common_disease
1662	715	common_disease-common_pred_lci
1662	747	common_disease-common_disease
1662	1676	common_disease-common_disease
1662	1972	common_disease-common_disease
1662	2538	common_disease-common_disease
1662	2776	common_disease-disease
1662	2843	common_disease-common_disease
1662	2910	common_disease-common_disease
1662	3380	common_disease-common_disease
1662	3868	common_disease-common_disease
1662	5093	common_disease-common_disease
1662	5103	common_disease-disease
1662	5104	common_disease-common_pred_lci
1662	5106	common_disease-common_disease
1662	6979	common_disease-common_disease
1662	13036	common_disease-common_disease
1662	13037	common_disease-common_disease
14986	850	disease-common_disease
14986	5103	disease-disease
14986	5105	disease-common_disease
14986	5106	disease-common_disease
14986	7054	disease-common_disease
1676	715	common_disease-common_pred_lci
1676	1676	common_disease-common_disease
1676	1733	common_disease-common_pred_lci
1676	1972	common_disease-common_disease
1676	2312	common_disease-common_disease
1676	2538	common_disease-common_disease
1676	2776	common_disease-disease
1676	2910	common_disease-common_disease
1676	4462	common_disease-disease
1676	5105	common_disease-common_disease
1676	7054	common_disease-common_disease
1676	13036	common_disease-common_disease
12941	2312	common_disease-common_disease
12941	2776	common_disease-disease
12941	2843	common_disease-common_disease
12941	3380	common_disease-common_disease
12941	12941	common_disease-common_disease
12941	18759	common_disease-common_pred_lci
1166	1166	common_disease-common_disease
1166	5093	common_disease-common_disease
1166	5105	common_disease-common_disease
1166	7054	common_disease-common_disease
5798	747	common_pred_lci-common_disease
5798	850	common_pred_lci-common_disease
5798	2430	common_pred_lci-common_disease
5798	2843	common_pred_lci-common_disease
5798	3380	common_pred_lci-common_disease
5798	3484	common_pred_lci-common_disease
5798	4462	common_pred_lci-disease
5798	4463	common_pred_lci-common_pred_lci
5798	5798	common_pred_lci-common_pred_lci
5798	5954	common_pred_lci-common_disease
5798	7054	common_pred_lci-common_disease
5798	7420	common_pred_lci-common_disease
5798	7422	common_pred_lci-common_disease
5798	11026	common_pred_lci-common_disease
3238	363	common_pred_lci-common_disease
3238	3031	common_pred_lci-common_disease
3238	3380	common_pred_lci-common_disease
3238	3484	common_pred_lci-common_disease
3238	4462	common_pred_lci-disease
3238	4464	common_pred_lci-pred_lci
3238	7420	common_pred_lci-common_disease
3238	11026	common_pred_lci-common_disease
5816	747	common_pred_lci-common_disease
5816	2288	common_pred_lci-common_pred_lci
5816	3380	common_pred_lci-common_disease
5816	4464	common_pred_lci-pred_lci
5816	5093	common_pred_lci-common_disease
5816	5816	common_pred_lci-common_pred_lci
5816	5954	common_pred_lci-common_disease
5816	6979	common_pred_lci-common_disease
5816	7610	common_pred_lci-common_disease
5816	8429	common_pred_lci-common_disease
1733	302	common_pred_lci-common_disease
1733	747	common_pred_lci-common_disease
1733	1733	common_pred_lci-common_pred_lci
1733	1972	common_pred_lci-common_disease
1733	2538	common_pred_lci-common_disease
1733	2776	common_pred_lci-disease
1733	2843	common_pred_lci-common_disease
1733	2910	common_pred_lci-common_disease
1733	3031	common_pred_lci-common_disease
1733	3380	common_pred_lci-common_disease
1733	3484	common_pred_lci-common_disease
1733	4462	common_pred_lci-disease
1733	4464	common_pred_lci-pred_lci
1733	5093	common_pred_lci-common_disease
1733	7420	common_pred_lci-common_disease
1733	13036	common_pred_lci-common_disease
1733	13037	common_pred_lci-common_disease
715	715	common_pred_lci-common_pred_lci
715	747	common_pred_lci-common_disease
715	2312	common_pred_lci-common_disease
715	2538	common_pred_lci-common_disease
715	2776	common_pred_lci-disease
715	3380	common_pred_lci-common_disease
715	5076	common_pred_lci-pred_lci
715	5093	common_pred_lci-common_disease
715	11026	common_pred_lci-common_disease
2776	747	disease-common_disease
2776	1972	disease-common_disease
2776	2538	disease-common_disease
2776	2776	disease-disease
2776	2843	disease-common_disease
2776	2910	disease-common_disease
2776	3031	disease-common_disease
2776	3380	disease-common_disease
2776	3484	disease-common_disease
2776	3868	disease-common_disease
2776	3871	disease-common_disease
2776	5093	disease-common_disease
2776	7420	disease-common_disease
2776	10149	disease-common_disease
2776	11026	disease-common_disease
2776	13036	disease-common_disease
2776	13037	disease-common_disease
2776	13141	disease-common_disease
1254	1254	common_disease-common_disease
1254	1324	common_disease-disease
1254	2910	common_disease-common_disease
747	363	common_disease-common_disease
747	747	common_disease-common_disease
747	850	common_disease-common_disease
747	2843	common_disease-common_disease
747	2910	common_disease-common_disease
747	3380	common_disease-common_disease
747	5093	common_disease-common_disease
747	5103	common_disease-disease
747	5104	common_disease-common_pred_lci
747	5105	common_disease-common_disease
747	5106	common_disease-common_disease
747	5531	common_disease-common_pred_lci
747	7422	common_disease-common_disease
13036	850	common_disease-common_disease
13036	3031	common_disease-common_disease
13036	4462	common_disease-disease
13036	5093	common_disease-common_disease
13036	7420	common_disease-common_disease
13036	7422	common_disease-common_disease
13036	10050	common_disease-common_disease
8429	2288	common_disease-common_pred_lci
8429	4462	common_disease-disease
8429	5093	common_disease-common_disease
8429	5954	common_disease-common_disease
8429	7420	common_disease-common_disease
8429	7610	common_disease-common_disease
2288	2910	common_pred_lci-common_disease
2288	4464	common_pred_lci-pred_lci
7929	363	disease-common_disease
7420	3868	common_disease-common_disease
7420	4462	common_disease-disease
7420	4893	common_disease-disease
7420	5105	common_disease-common_disease
7420	7054	common_disease-common_disease
7420	7420	common_disease-common_disease
7422	1324	common_disease-disease
7422	2910	common_disease-common_disease
7422	3380	common_disease-common_disease
7422	5103	common_disease-disease
7422	6074	common_disease-common_pred_lci
7422	13141	common_disease-common_disease
2312	1972	common_disease-common_disease
2312	2312	common_disease-common_disease
2312	2430	common_disease-common_disease
2312	2538	common_disease-common_disease
2312	2910	common_disease-common_disease
2312	3380	common_disease-common_disease
2312	3450	common_disease-common_pred_lci
2312	3868	common_disease-common_disease
2312	3871	common_disease-common_disease
2312	4462	common_disease-disease
2312	5093	common_disease-common_disease
2312	5105	common_disease-common_disease
2312	13141	common_disease-common_disease
2313	2313	common_disease-common_disease
2313	4462	common_disease-disease
2313	5079	common_disease-common_pred_lci
2313	13141	common_disease-common_disease
11026	4462	common_disease-disease
2843	1972	common_disease-common_disease
2843	2843	common_disease-common_disease
2843	5093	common_disease-common_disease
2843	5105	common_disease-common_disease
3868	3031	common_disease-common_disease
3868	3380	common_disease-common_disease
3868	3868	common_disease-common_disease
3868	3871	common_disease-common_disease
3868	5079	common_disease-common_pred_lci
3868	5081	common_disease-disease
3868	5093	common_disease-common_disease
4893	3031	disease-common_disease
3871	913	common_disease-common_pred_lci
3871	3871	common_disease-common_disease
3871	5079	common_disease-common_pred_lci
302	302	common_disease-common_disease
302	3484	common_disease-common_disease
302	4462	common_disease-disease
302	10050	common_disease-common_disease
3380	850	common_disease-common_disease
3380	1972	common_disease-common_disease
3380	2910	common_disease-common_disease
3380	3031	common_disease-common_disease
3380	3380	common_disease-common_disease
3380	3450	common_disease-common_pred_lci
3380	4462	common_disease-disease
3380	5103	common_disease-disease
3380	5105	common_disease-common_disease
3380	5106	common_disease-common_disease
3380	5954	common_disease-common_disease
3380	6074	common_disease-common_pred_lci
3380	10149	common_disease-common_disease
10050	4462	common_disease-disease
6979	5093	common_disease-common_disease
6979	5103	common_disease-disease
6979	5105	common_disease-common_disease
6979	5106	common_disease-common_disease
6979	5954	common_disease-common_disease
5954	1972	common_disease-common_disease
5954	2910	common_disease-common_disease
5954	5954	common_disease-common_disease
18759	850	common_pred_lci-common_disease
18759	5076	common_pred_lci-pred_lci
18759	5077	common_pred_lci-common_pred_lci
18759	5079	common_pred_lci-common_pred_lci
18759	5080	common_pred_lci-common_pred_lci
18759	18759	common_pred_lci-common_pred_lci
850	3031	common_disease-common_disease
850	5103	common_disease-disease
850	5105	common_disease-common_disease
850	5106	common_disease-common_disease
13141	5093	common_disease-common_disease
13141	13141	common_disease-common_disease
2910	363	common_disease-common_disease
2910	1972	common_disease-common_disease
2910	2538	common_disease-common_disease
2910	2910	common_disease-common_disease
2910	5105	common_disease-common_disease
2910	5106	common_disease-common_disease
2910	7054	common_disease-common_disease
2910	10149	common_disease-common_disease
363	4462	common_disease-disease
363	5103	common_disease-disease
363	5104	common_disease-common_pred_lci
363	5105	common_disease-common_disease
363	5106	common_disease-common_disease
4462	2538	disease-common_disease
4462	3450	disease-common_pred_lci
4462	4463	disease-common_pred_lci
4462	4464	disease-pred_lci
4462	5531	disease-common_pred_lci
4462	6072	disease-common_pred_lci
4462	6073	disease-common_pred_lci
4462	6074	disease-common_pred_lci
4463	2538	common_pred_lci-common_disease
4463	3450	common_pred_lci-common_pred_lci
4463	4464	common_pred_lci-pred_lci
4463	5531	common_pred_lci-common_pred_lci
4463	6072	common_pred_lci-common_pred_lci
4463	6073	common_pred_lci-common_pred_lci
4463	6074	common_pred_lci-common_pred_lci
4464	3450	pred_lci-common_pred_lci
4464	4465	pred_lci-disease
4464	5531	pred_lci-common_pred_lci
4464	6072	pred_lci-common_pred_lci
4464	6073	pred_lci-common_pred_lci
4464	6074	pred_lci-common_pred_lci
4465	3450	disease-common_pred_lci
4465	5531	disease-common_pred_lci
4465	6072	disease-common_pred_lci
4465	6073	disease-common_pred_lci
4465	6074	disease-common_pred_lci
3450	5531	common_pred_lci-common_pred_lci
3450	6072	common_pred_lci-common_pred_lci
3450	6073	common_pred_lci-common_pred_lci
3450	6074	common_pred_lci-common_pred_lci
2430	5103	common_disease-disease
2430	5104	common_disease-common_pred_lci
7054	1972	common_disease-common_disease
7054	2538	common_disease-common_disease
7054	3031	common_disease-common_disease
7054	5093	common_disease-common_disease
7054	7054	common_disease-common_disease
913	5076	common_pred_lci-pred_lci
913	5103	common_pred_lci-disease
913	5105	common_pred_lci-common_disease
5531	6072	common_pred_lci-common_pred_lci
5531	6073	common_pred_lci-common_pred_lci
5531	6074	common_pred_lci-common_pred_lci
3484	3484	common_disease-common_disease
3484	5103	common_disease-disease
3484	5105	common_disease-common_disease
3484	5106	common_disease-common_disease
10149	3031	common_disease-common_disease
10149	10149	common_disease-common_disease
6062	5079	common_disease-common_pred_lci
12722	5079	common_disease-common_pred_lci
1972	1972	common_disease-common_disease
1972	2538	common_disease-common_disease
1972	5103	common_disease-disease
1972	5104	common_disease-common_pred_lci
17335	5103	common_disease-disease
17335	5105	common_disease-common_disease
6072	6073	common_pred_lci-common_pred_lci
6072	6074	common_pred_lci-common_pred_lci
6073	6074	common_pred_lci-common_pred_lci
7610	7610	common_disease-common_disease
4546	4546	common_pred_lci-common_pred_lci
5076	5076	pred_lci-pred_lci
5076	5077	pred_lci-common_pred_lci
5076	5079	pred_lci-common_pred_lci
5076	5080	pred_lci-common_pred_lci
5076	5081	pred_lci-disease
5077	5080	common_pred_lci-common_pred_lci
5077	5081	common_pred_lci-disease
5077	5103	common_pred_lci-disease
5077	5104	common_pred_lci-common_pred_lci
5079	5079	common_pred_lci-common_pred_lci
5079	5080	common_pred_lci-common_pred_lci
5079	5081	common_pred_lci-disease
5080	5080	common_pred_lci-common_pred_lci
5080	5103	common_pred_lci-disease
5080	5105	common_pred_lci-common_disease
5081	5103	disease-disease
3031	5093	common_disease-common_disease
3031	5105	common_disease-common_disease
5093	5093	common_disease-common_disease
5093	5103	common_disease-disease
5093	5105	common_disease-common_disease
5093	5106	common_disease-common_disease
2538	2538	common_disease-common_disease
5103	5103	disease-disease
5103	5104	disease-common_pred_lci
5103	5105	disease-common_disease
5103	5106	disease-common_disease
5104	5104	common_pred_lci-common_pred_lci
5104	5105	common_pred_lci-common_disease
5104	5106	common_pred_lci-common_disease
5105	5105	common_disease-common_disease
5105	5106	common_disease-common_disease
