disease,protein,common_interactor_score,common_interactor_score_pvalue,degree,frac_direct_interactions,frac_direct_interactions_pvalue
GO:0035567,1857,0.05899445602361297,0.003,192,0.18181818181818182,0.012
GO:0035567,8322,0.08181628807677088,0.019,12,0.09090909090909091,0.035
GO:0035567,8323,0.09380587964015318,0.003,11,0.09090909090909091,0.011
GO:0035567,8324,0.03706107383032021,0.01,14,0.0,1.0
GO:0035567,11211,0.001236230893951931,0.464,5,0.0,1.0
GO:0035567,4653,0.0,1.0,46,0.0,1.0
GO:0035567,7474,0.08945684599580458,0.005,9,0.09090909090909091,0.018
GO:0035567,7476,0.04477088377376125,0.004,4,0.0,1.0
GO:0035567,54361,0.0796314125239121,0.009,27,0.18181818181818182,0.005
GO:0035567,7484,0.0049051886040923495,0.254,5,0.0,1.0
GO:0035567,1855,0.06257041349611189,0.003,72,0.18181818181818182,0.003
GO:0030520,8289,0.031057272742568087,0.064,87,0.1,0.157
GO:0030520,1667,0.22222091193113194,0.002,8,0.1,0.004
GO:0030520,1668,0.233883300326183,0.0,2,0.1,0.009
GO:0030520,728358,0.06284313895589161,0.0,1,0.0,1.0
GO:0030520,1655,0.07761214955850525,0.003,449,0.3,0.067
GO:0030520,9325,0.035566327840937925,0.01,53,0.1,0.097
GO:0030520,133522,0.020348125357570246,0.038,18,0.1,0.02
GO:0030520,2099,0.07831045904674538,0.058,789,0.7,0.006
GO:0030520,5458,0.036575993375543674,0.002,1,0.1,0.002
GO:0030520,23543,0.02912043326817497,0.133,110,0.2,0.038
GO:0030520,10521,0.06915461916015507,0.018,290,0.2,0.169
GO:0031668,1026,0.23545920284823224,0.499,312,0.08163265306122448,0.149
GO:0031668,1030,0.055924582681841965,0.439,24,0.0,1.0
GO:0031668,81929,0.341975042872378,0.013,69,0.05102040816326531,0.043
GO:0031668,7184,0.17654496902877426,0.287,171,0.04081632653061224,0.142
GO:0031668,26,0.012176605545025252,0.985,54,0.0,1.0
GO:0031668,55846,0.1525833621943351,0.001,7,0.01020408163265306,0.067
GO:0031668,4141,0.18674401969578383,0.031,84,0.02040816326530612,0.249
GO:0031668,5166,0.060526109763717306,0.109,8,0.01020408163265306,0.086
GO:0031668,51765,0.16059097752811463,0.071,70,0.02040816326530612,0.223
GO:0031668,120892,0.17569725592528443,0.229,154,0.01020408163265306,0.77
GO:0031668,2621,0.019656379088127476,0.702,8,0.0,1.0
GO:0031668,6721,0.13898348387625498,0.269,113,0.030612244897959183,0.133
GO:0031668,1611,0.08462504963971186,0.006,3,0.01020408163265306,0.039
GO:0031668,84557,0.2606440117675193,0.012,122,0.030612244897959183,0.213
GO:0031668,10325,0.583030224560793,0.004,28,0.061224489795918366,0.004
GO:0031668,53349,0.05335102978497712,0.165,6,0.0,1.0
GO:0031668,3178,0.2560735417351805,0.254,701,0.04081632653061224,0.602
GO:0031668,27244,0.11208829861088399,0.011,6,0.01020408163265306,0.062
GO:0031668,64121,0.809430122999143,0.003,26,0.08163265306122448,0.003
GO:0031668,4217,0.1831672788970819,0.084,103,0.030612244897959183,0.155
GO:0031668,659,0.07121752331950015,0.751,79,0.01020408163265306,0.592
GO:0031668,58528,0.5587665782110013,0.001,11,0.061224489795918366,0.001
GO:0031668,54434,0.08026207438725004,0.11,17,0.01020408163265306,0.161
GO:0031668,10919,0.11230489596014764,0.703,160,0.01020408163265306,0.775
GO:0031668,652968,0.5371594602130636,0.005,8,0.030612244897959183,0.01
GO:0031668,57521,0.4074325461506965,0.005,88,0.09183673469387756,0.005
GO:0031668,57535,0.03712645226504929,0.18,2,0.0,1.0
GO:0031668,8897,0.06629061886359988,0.126,14,0.0,1.0
GO:0031668,2242,0.0748851796650881,0.545,51,0.0,1.0
GO:0031668,144577,0.18115944747974727,0.0,1,0.01020408163265306,0.034
GO:0031668,54468,0.6335775112344945,0.004,15,0.05102040816326531,0.007
GO:0031668,57026,0.0708303171026235,0.048,8,0.0,1.0
GO:0031668,79567,0.05640938217605625,0.072,4,0.01020408163265306,0.043
GO:0031668,83667,0.18627618134786136,0.007,11,0.0,1.0
GO:0031668,213,0.09575662894101883,0.832,200,0.01020408163265306,0.832
GO:0031668,6872,0.12993659050702502,0.334,112,0.01020408163265306,0.673
GO:0031668,7391,0.17725293996367744,0.064,88,0.02040816326530612,0.258
GO:0031668,7392,0.15029169150265412,0.037,48,0.01020408163265306,0.413
GO:0031668,81631,0.30195376987162503,0.007,127,0.05102040816326531,0.057
GO:0031668,79077,0.08062695981313345,0.292,33,0.0,1.0
GO:0031668,23274,0.02160589039331604,0.359,2,0.0,1.0
GO:0031668,9451,0.08710375100394294,0.113,25,0.02040816326530612,0.047
GO:0031668,8428,0.16642432092944237,0.104,84,0.030612244897959183,0.106
GO:0031668,3309,0.2713978261403075,0.213,517,0.09183673469387756,0.122
GO:0031668,5366,0.07166361964332116,0.123,14,0.0,1.0
GO:0031668,84219,0.8964103957672993,0.002,16,0.09183673469387756,0.002
GO:0031668,2308,0.2154546905732858,0.008,76,0.04081632653061224,0.048
GO:0031668,5899,0.11483333075784433,0.029,25,0.02040816326530612,0.041
GO:0031668,10514,0.2088646818680958,0.167,253,0.030612244897959183,0.47
GO:0031668,6422,0.06311616489687395,0.097,7,0.0,1.0
GO:0031668,10518,0.004660903139347893,0.7,2,0.0,1.0
GO:0031668,55062,0.06837639740737894,0.144,14,0.0,1.0
GO:0031668,220441,0.014015985549883463,0.66,5,0.0,1.0
GO:0031668,10533,0.1589893652278363,0.01,52,0.04081632653061224,0.006
GO:0031668,23334,0.18533185772978936,0.001,8,0.01020408163265306,0.09
GO:0031668,2348,0.03293990726207834,0.604,14,0.0,1.0
GO:0031668,7486,0.10479002625734288,0.255,55,0.01020408163265306,0.454
GO:0031668,51520,0.23298671839829146,0.018,74,0.05102040816326531,0.034
GO:0031668,4929,0.0732599386037468,0.382,33,0.0,1.0
GO:0031668,143686,0.03929847894740266,0.177,4,0.0,1.0
GO:0031668,22863,0.10042693969264076,0.056,16,0.01020408163265306,0.186
GO:0031668,23378,0.07504748443538461,0.127,17,0.01020408163265306,0.156
GO:0031668,355,0.15550783339881455,0.25,121,0.030612244897959183,0.214
GO:0031668,3428,0.18416196590233766,0.757,394,0.05102040816326531,0.583
GO:0031668,875,0.10866191286033114,0.386,81,0.02040816326530612,0.305
GO:0031668,79726,0.5730604653023353,0.001,14,0.04081632653061224,0.001
GO:0031668,81788,0.08858406462951718,0.097,16,0.0,1.0
GO:0031668,11133,0.24053140367453307,0.007,36,0.030612244897959183,0.014
GO:0031668,406912,0.02505253622019464,0.132,1,0.0,1.0
GO:0031668,10631,0.018755828682303577,0.196,1,0.0,1.0
GO:0031668,11152,0.07515577784416394,0.062,12,0.0,1.0
GO:0031668,10641,0.566860348834471,0.01,15,0.061224489795918366,0.006
GO:0031668,3992,0.01677857294873312,0.948,20,0.0,1.0
GO:0031668,51100,0.0940351643217761,0.512,81,0.01020408163265306,0.562
GO:0031668,5024,0.0,1.0,1,0.0,1.0
GO:0031668,5025,0.020517895354636315,0.949,30,0.0,1.0
GO:0031668,440738,0.27117073080626486,0.007,64,0.01020408163265306,0.495
GO:0031668,4521,0.043424335770485316,0.419,12,0.0,1.0
GO:0031668,2475,0.3896423752658316,0.003,162,0.08163265306122448,0.004
GO:0031668,10670,0.6078051649115795,0.002,20,0.05102040816326531,0.002
GO:0031668,440,0.19043475731905113,0.038,82,0.05102040816326531,0.021
GO:0031668,1981,0.14097237438291899,0.37,124,0.01020408163265306,0.746
GO:0031668,8131,0.45656990434508166,0.002,13,0.04081632653061224,0.002
GO:0031668,8644,0.03284172205443777,0.495,11,0.0,1.0
GO:0031668,8648,0.16843220958573138,0.171,122,0.05102040816326531,0.056
GO:0031668,56270,0.0462523394700428,0.327,13,0.0,1.0
GO:0031668,9681,0.8129161119205237,0.001,9,0.061224489795918366,0.001
GO:0031668,5587,0.1297124734340889,0.122,63,0.030612244897959183,0.064
GO:0031668,468,0.1143707970327243,0.415,89,0.0,1.0
GO:0031668,440275,0.060498275962190026,0.243,17,0.0,1.0
GO:0031668,5594,0.36193833064346403,0.023,402,0.08163265306122448,0.176
GO:0031668,5595,0.3444595905755978,0.029,349,0.09183673469387756,0.113
GO:0031668,5599,0.3078904726879805,0.009,256,0.09183673469387756,0.017
GO:0031668,55270,0.018926207693393746,0.63,6,0.0,1.0
GO:0031668,5610,0.17228585193235116,0.179,121,0.04081632653061224,0.12
GO:0031668,26608,0.14581262571090195,0.308,136,0.01020408163265306,0.776
GO:0031668,26100,0.08549031795659898,0.249,32,0.01020408163265306,0.334
GO:0031668,7157,0.39181498751862676,0.01,1001,0.19387755102040816,0.013
GO:0031668,23032,0.1033055700892578,0.129,39,0.01020408163265306,0.331
GO:0045851,5538,0.035919276853817635,0.05,37,0.0,1.0
GO:0045851,23682,0.004342824033498376,0.345,8,0.0,1.0
GO:0045851,54982,0.00979362022399487,0.206,12,0.0,1.0
GO:0045851,7879,0.056709357174439944,0.009,182,0.08333333333333333,0.098
GO:0045851,525,0.023336264308637028,0.066,97,0.0,1.0
GO:0045851,54734,0.004558961162766885,0.291,6,0.0,1.0
GO:0045851,653519,0.05521767152064214,0.005,12,0.0,1.0
GO:0045851,2896,0.004922001430505172,0.739,110,0.0,1.0
GO:0045851,1201,0.05694372118212753,0.015,91,0.0,1.0
GO:0045851,147007,0.0768593041761951,0.002,16,0.0,1.0
GO:0045851,1203,0.050827279567818455,0.008,49,0.0,1.0
GO:0045851,84317,0.07479955135093502,0.001,19,0.08333333333333333,0.008
GO:0045851,55647,0.0019765547975556476,0.12,1,0.0,1.0
GO:0098927,11267,0.042929052630571105,0.029,51,0.05263157894736842,0.1
GO:0098927,29062,0.03212225067230558,0.034,16,0.05263157894736842,0.039
GO:0098927,9482,0.0500473186902376,0.017,55,0.05263157894736842,0.077
GO:0098927,374666,0.023110784062288208,0.08,19,0.0,1.0
GO:0098927,64400,0.18293580674093235,0.003,43,0.21052631578947367,0.003
GO:0098927,84376,0.2176014921179521,0.006,29,0.21052631578947367,0.006
GO:0098927,51361,0.23888309200784386,0.007,40,0.21052631578947367,0.007
GO:0098927,5289,0.06968196395695937,0.011,38,0.10526315789473684,0.003
GO:0098927,55614,0.016639523617298473,0.137,19,0.0,1.0
GO:0098927,22853,0.004537062795983188,0.598,15,0.0,1.0
GO:0098927,124997,0.018663719323681383,0.072,12,0.0,1.0
GO:0098927,7879,0.09734559593743573,0.002,182,0.10526315789473684,0.014
GO:0098927,25930,0.022183555106111714,0.122,40,0.0,1.0
GO:0098927,29911,0.11566849508954885,0.002,135,0.15789473684210525,0.004
GO:0098927,64089,0.025315602009601756,0.033,7,0.0,1.0
GO:0098927,83547,0.16314336826757794,0.004,15,0.10526315789473684,0.004
GO:0098927,84067,0.1910131516630617,0.0,9,0.15789473684210525,0.0
GO:0098927,8678,0.06817015467786315,0.005,87,0.05263157894736842,0.11
GO:0098927,5868,0.09144099513339259,0.006,122,0.10526315789473684,0.014
GO:0098927,84079,0.03258281000317509,0.016,9,0.0,1.0
GO:0031343,3458,0.02176480779904752,0.099,11,0.0,1.0
GO:0031343,22914,0.29965932856194083,0.003,13,0.03333333333333333,0.037
GO:0031343,3592,0.33085675041777507,0.0,7,0.03333333333333333,0.019
GO:0031343,3593,0.33085675041777507,0.003,6,0.03333333333333333,0.011
GO:0031343,10125,0.0036065612540319186,0.541,7,0.0,1.0
GO:0031343,114836,0.0031110558039439897,0.496,6,0.0,1.0
GO:0031343,23705,0.27914866248890335,0.005,13,0.03333333333333333,0.038
GO:0031343,2208,0.036385235030134105,0.04,10,0.0,1.0
GO:0031343,8993,0.002393006185416745,0.466,4,0.0,1.0
GO:0031343,164,0.010460324167951219,0.527,62,0.0,1.0
GO:0031343,2597,0.028932771365259003,0.399,304,0.0,1.0
GO:0031343,10666,0.13021540980685187,0.006,5,0.06666666666666667,0.003
GO:0031343,5551,0.02108572463849909,0.111,11,0.0,1.0
GO:0031343,5817,0.11529966800071735,0.005,31,0.03333333333333333,0.062
GO:0031343,5819,0.1105254030872698,0.006,39,0.03333333333333333,0.054
GO:0031343,59067,0.0,1.0,4,0.0,1.0
GO:0031343,56253,0.27372318374527527,0.0,3,0.03333333333333333,0.001
GO:0031343,3133,0.06479910726340381,0.006,57,0.03333333333333333,0.085
GO:0031343,3134,0.0702252609653379,0.011,20,0.03333333333333333,0.038
GO:0031343,6850,0.034465758291476495,0.14,140,0.0,1.0
GO:0031343,64581,0.027989119022575316,0.088,39,0.0,1.0
GO:0031343,3916,0.02840834390565846,0.106,28,0.0,1.0
GO:0031343,135250,0.27372318374527527,0.003,3,0.03333333333333333,0.003
GO:0031343,114771,0.02055855707018649,0.1,7,0.0,1.0
GO:0031343,8417,0.016634567175964586,0.458,94,0.0,1.0
GO:0031343,2150,0.0023551875388377833,0.825,19,0.0,1.0
GO:0031343,6375,0.006949272892083333,0.293,5,0.0,1.0
GO:0031343,4843,0.021053436800158275,0.39,155,0.0,1.0
GO:0031343,11126,0.0,1.0,6,0.0,1.0
GO:0031343,259197,0.0,1.0,6,0.0,1.0
GO:0031343,383,0.016123834534719564,0.224,25,0.0,1.0
GO:0010976,2185,0.1549947678834757,0.014,92,0.03333333333333333,0.211
GO:0010976,10507,0.03435668065370356,0.181,7,0.0,1.0
GO:0010976,653,0.06662424080274565,0.015,5,0.0,1.0
GO:0010976,655,0.08107668097414619,0.079,48,0.0,1.0
GO:0010976,9362,0.05221354779548079,0.105,15,0.0,1.0
GO:0010976,26259,0.08275643568715127,0.109,43,0.05,0.019
GO:0010976,23064,0.02534458172742962,0.66,27,0.0,1.0
GO:0010976,151835,0.013373640394245578,0.182,1,0.0,1.0
GO:0010976,27,0.14285662074455238,0.032,52,0.03333333333333333,0.15
GO:0010976,23327,0.10054673563619314,0.277,192,0.05,0.279
GO:0010976,5663,0.12363326277019303,0.077,137,0.05,0.171
GO:0010976,1826,0.005078341862612729,0.629,2,0.0,1.0
GO:0010976,8482,0.07944824400628432,0.024,7,0.0,1.0
GO:0010976,84258,0.06027730221107301,0.038,7,0.0,1.0
GO:0010976,2042,0.07302926672404485,0.088,25,0.0,1.0
GO:0010976,4137,0.1649302081582699,0.023,135,0.08333333333333333,0.012
GO:0010976,51760,0.02856611119321828,0.798,45,0.0,1.0
GO:0010976,4914,0.2560712113328205,0.027,1965,0.18333333333333332,0.017
GO:0010976,9139,0.04049014523442917,0.533,38,0.0,1.0
GO:0010976,50618,0.10326223580565905,0.108,94,0.016666666666666666,0.524
GO:0010976,2242,0.10509248576325735,0.048,51,0.0,1.0
GO:0010976,11075,0.06095550449749803,0.189,41,0.0,1.0
GO:0010976,23363,0.1903158291978621,0.104,619,0.06666666666666667,0.358
GO:0010976,57154,0.12620475641028295,0.462,390,0.0,1.0
GO:0010976,2889,0.1582727413148944,0.011,33,0.016666666666666666,0.35
GO:0010976,6857,0.19026330410001502,0.007,45,0.05,0.023
GO:0010976,6091,0.09764670073140364,0.005,15,0.016666666666666666,0.114
GO:0010976,6092,0.07872681941786897,0.092,29,0.016666666666666666,0.303
GO:0010976,6860,0.14798152084619673,0.003,14,0.03333333333333333,0.016
GO:0010976,23499,0.1206645814817012,0.042,74,0.05,0.046
GO:0010976,51657,0.009619498644784327,0.839,10,0.0,1.0
GO:0010976,5584,0.1300195617601272,0.054,179,0.03333333333333333,0.49
GO:0010976,11344,0.038206209721408674,0.732,53,0.0,1.0
GO:0010976,5587,0.1216915848585889,0.025,63,0.03333333333333333,0.19
GO:0010976,347733,0.09016987958554186,0.131,95,0.06666666666666667,0.051
