,0
1,-0.028619135509302823
2,0.3568225384074482
131076,0.0007225207519273916
9,-0.03373966435982938
10,0.3571334252679021
12,0.10217865768166658
13,0.03209773078560829
14,0.002659351276537125
15,0.022313702080559703
16,0.025677547889188794
18,0.046262848835125284
19,-0.03521086235774023
20,0.07795016110228567
21,0.016403251261945553
22,0.02682425081729889
23,0.0006397217976188464
24,-0.16801264882087708
25,0.019488834227175206
26,0.2785034613546084
27,0.026854285804769843
28,0.018531633509447087
29,0.02059964815455348
30,0.2608498356624201
31,-0.07348544048884469
32,0.26186865033358603
33,0.005478323437273502
34,0.29894856687731947
35,0.03378569800072143
36,0.2676429637701168
37,0.06485766729427715
38,0.26548314562605535
39,0.11493901712681898
40,-0.042074315046808225
41,0.04842267450167923
43,0.05266489660920197
131118,-0.017823238965758423
47,0.017332216987001353
48,0.11728669822360235
49,0.01446697860956192
50,0.03648520012696584
51,0.39814395445861084
52,-0.05004907599667193
53,0.15803204201612112
54,-0.06726446943969377
55,0.021852513154347736
58,0.10985246476009174
59,-0.03938893424830561
60,0.06632275151968811
70,0.3015088031456738
71,0.031797775707137224
72,0.04927190549446686
81,0.1464382636275715
86,0.03575575270019835
87,0.20940303736445992
88,0.4048914170654469
89,0.04290074065212351
90,-0.035260208628394386
91,0.03791380407454816
92,0.4676888121952124
93,0.17743380366807707
94,0.10331654138044077
95,0.11422436478043456
393313,0.018531633509447087
98,0.0547986780272086
97,0.04432256200932782
100,0.18979969216486653
101,0.028474729508161545
102,-0.006672390679096716
103,0.060642753528987674
104,-0.032841950266410395
105,-0.003727795212323762
131177,0.03102400340139866
107,0.18849425104094047
108,0.47547570483392865
109,0.07037427942526435
111,0.1603517757832991
112,0.44281191328860825
113,0.11059119048363802
114,0.1553946781783952
115,0.10203354122753042
116,-0.09247594697665486
117,0.06118709925231049
118,-0.0007209442656495781
119,-0.00941304119703268
120,0.003604149922771922
123,0.0890150048004729
124,0.1304934141071444
125,0.17658167279561723
126,0.18743490385536513
127,0.1055229902267456
128,0.14900052245557097
130,0.1568307626570393
131,0.08890995270839419
132,-0.0075871913285286115
133,0.009963598018494604
134,0.013609307251911318
135,0.02253885194659233
136,-0.013558733461302852
140,-0.0011046497240006163
141,0.012399373091190387
142,0.12223193636733685
143,0.11757336060206096
146,-0.004607552196830511
147,0.03748449163058553
148,0.09216377139091492
150,-0.003245871955847538
151,0.01535873173313679
152,0.027769889682531357
153,-0.01766301142925664
154,0.15457584190042892
155,0.01641867887678253
156,0.09603052821272619
157,0.2004928453178513
158,-0.0353507651557645
159,0.017074630268029748
160,-0.03508970412341031
161,-0.003847352461889386
162,0.2142340949347683
163,0.20340251147003002
164,0.1253194351501634
165,0.014594477601349354
166,0.18735313339109616
172,0.009234609760477571
174,0.04161425679922104
175,0.9880255376859594
176,0.45759818822399284
177,-0.04271129961409227
178,-0.009062935929236147
181,0.6352976560592651
182,0.18319869012829942
183,0.922585661745936
185,0.31085324389638636
186,0.4790718380142082
187,0.03209773078560829
189,0.019996822912910894
190,0.10289014875888824
191,0.04881604625624708
196,-0.01757958424942834
197,0.008330901130092218
199,0.00538837272268079
202,-0.016837825347873096
203,0.034842508885732495
204,0.16070175883515245
205,-0.03723723441362381
207,0.08578339092205921
208,0.2028574334622442
210,0.1975872717450099
211,0.006925901822127702
212,0.06200877203749873
213,0.1850722740429027
214,-0.0007063806212196747
215,0.02717796727840574
216,-0.027736330062103697
217,0.08701607746216224
218,0.09990231277059346
219,0.08789665755047034
220,0.08749472828214302
221,0.11926456230141934
222,0.20300853175280284
223,0.07731560080477365
224,-0.014727342599832507
225,-0.016740852493201248
226,0.1337173660946736
229,0.08592194118693212
230,0.12448551316833181
231,0.18385010810412955
238,-0.08036853693605507
239,0.2334707792159354
240,0.06731921395278039
241,0.08797573049863179
242,-0.014393931117345795
246,-0.0021807791684721445
247,0.004481825872264724
248,0.08959224951400481
249,0.011245535960351893
250,-0.022623344031317043
251,0.010318065692535868
258,0.029681559652090073
259,0.2520306583217872
262,-0.06982227956144026
265,0.010424847147786007
267,0.06619898225115164
268,0.002239038986655711
269,0.2795857122988803
270,0.2943538961989667
271,0.02873520268299347
272,0.33991503715515137
273,-0.03071437728872629
274,0.3358309923813738
275,0.1204870343208313
276,-0.02121348086722675
277,-0.012946998700499535
278,0.11743090375876424
279,-0.04474803082879694
280,-0.05986611092733717
283,-0.024539258291295572
284,0.16544802700225728
285,0.08651500940322876
286,0.24372674802404773
287,0.469253057152187
288,0.525826865409541
290,-0.028846365710099537
291,-0.031151165479096316
292,0.08906704907797974
293,0.03460561018469344
301,0.07551845220419076
302,0.04724124345752707
131375,0.03137155622243881
304,0.0064955419821849875
131377,-0.031731399878402795
306,0.006188937086968563
307,0.012525247176727006
308,0.20252086511970868
309,-0.004699312729973168
310,0.20077885537371568
311,0.23497296381895103
312,0.0016570314764976501
313,0.021982967734291283
314,0.1754009483424185
316,0.025541986912452443
317,0.019171148680935054
318,0.018075012778243214
319,-0.0012112845766317226
320,0.13145376206940815
321,0.005967543058905287
322,0.0521885908885285
323,0.40375076880083494
324,0.06709241003060844
325,0.1153613094758518
326,0.0937231511632122
327,0.004119230289631127
328,-0.008122238459083171
329,0.16783424088360324
330,0.30926637915772587
331,0.025786437354409737
332,-0.010448359272264987
333,0.030380907104754624
334,0.05574891608784917
335,0.2611129398415308
336,0.04467134811117501
131405,0.06722084938188423
338,0.23529711571435005
339,-0.06865261495113373
337,-0.024068853274270056
341,-0.01342770806805241
131408,0.022607893545141484
344,0.01962728246595206
345,-0.03511500275927744
346,0.03047473356127739
347,0.028942676005373934
348,0.4329157038097103
350,0.19591359297434488
351,0.010385826291033544
