disease,protein,degree,frac_direct_interactions,frac_direct_interactions_pvalue,common_interactor_score,common_interactor_score_pvalue
C1850667,55505,3,0.015625,0.017,0.48155880575888693,0.001
C1850667,29925,5,0.0,1.0,0.0,1.0
C1850667,55526,1,0.0,1.0,0.0,1.0
C1850667,5354,74,0.0,1.0,0.033522751200343495,0.936
C1850667,8431,3,0.0,1.0,0.0,1.0
C1850667,1778,2,0.0,1.0,0.055048188256318034,0.07
C1850667,6392,1,0.0,1.0,0.055048188256318034,0.091
C1850667,55033,1,0.0,1.0,0.02272727272727272,0.187
C1850667,5885,1,0.0,1.0,0.012309149097933274,0.263
C1850667,7428,3,0.0,1.0,0.06362034470802243,0.054
C1850667,4358,1,0.0,1.0,0.0,1.0
C1850667,1806,2,0.0,1.0,0.0,1.0
C1850667,1807,1,0.0,1.0,0.02898855178262242,0.18
C1850667,270,4,0.0,1.0,0.0,1.0
C1850667,6928,12,0.0,1.0,0.05708326093584087,0.145
C1850667,5396,3,0.0,1.0,0.0,1.0
C1850667,22827,26,0.0,1.0,0.031805379779243984,0.707
C1850667,25915,14,0.015625,0.08,0.2482399765127341,0.001
C1850667,55624,7,0.0,1.0,0.03988208701223248,0.275
C1850667,55120,42,0.0,1.0,0.03751980444112795,0.752
C1850667,25942,5,0.0,1.0,0.0,1.0
C1850667,10585,1,0.0,1.0,0.04315788023878009,0.108
C1850667,5468,4,0.0,1.0,0.0,1.0
C1850667,6492,1,0.0,1.0,0.0,1.0
C1850667,55651,1,0.015625,0.004,0.4267766952966368,0.002
C1850667,22897,1,0.0,1.0,0.0,1.0
C1850667,10102,8,0.0,1.0,0.03380686453616276,0.376
C1850667,51067,2,0.0,1.0,0.03511535454119443,0.125
C1850667,27010,3,0.0,1.0,0.0,1.0
C1850667,9096,3,0.0,1.0,0.013806636183776567,0.425
C1850667,29078,1,0.015625,0.006,0.1762398969526837,0.001
C1850667,51103,7,0.0,1.0,0.06167882046436915,0.124
C1850667,22954,29,0.0,1.0,0.05041379509374841,0.446
C1850667,8626,5,0.0,1.0,0.018386578283823056,0.463
C1850667,10682,176,0.0,1.0,0.05830368771291911,0.683
C1850667,445,2,0.0,1.0,0.0,1.0
C1850667,23503,33,0.0,1.0,0.0614023778384365,0.237
C1850667,2512,9,0.0,1.0,0.049160282721707305,0.209
C1850667,9702,42,0.0,1.0,0.0343251869641394,0.824
C0017636,4609,2,0.0,1.0,0.0,1.0
C0017636,3091,4,0.0,1.0,0.0,1.0
C0017636,8216,4,0.0,1.0,0.0,1.0
C0017636,590,1,0.0,1.0,0.0,1.0
C0017636,4194,9,0.0,1.0,0.0,1.0
C0017636,2668,4,0.0,1.0,0.0,1.0
C0017636,5747,7,0.0,1.0,0.0,1.0
C0017636,648,6,0.0,1.0,0.0,1.0
C0017636,51341,1,0.0,1.0,0.0,1.0
C0017636,10397,1,0.0,1.0,0.0,1.0
C0017636,5292,8,0.0,1.0,0.0,1.0
C0017636,346288,5,0.0,1.0,0.0,1.0
C0017636,4292,58,0.027777777777777776,0.073,0.07795820895231721,0.03
C0017636,4313,1,0.0,1.0,0.006840335720971175,0.209
C0017636,8434,38,0.0,1.0,0.019409109976897654,0.498
C0017636,4854,5,0.0,1.0,0.024823144530604135,0.157
C0017636,5371,2,0.0,1.0,0.0,1.0
C0017636,7422,5,0.0,1.0,0.0,1.0
C0017636,5378,1,0.0,1.0,0.0,1.0
C0017636,3845,2,0.0,1.0,0.0,1.0
C0017636,5395,1,0.0,1.0,0.010913691673950163,0.162
C0017636,2335,1,0.0,1.0,0.0,1.0
C0017636,2355,18,0.0,1.0,0.00788297678650666,0.749
C0017636,1848,2,0.0,1.0,0.0,1.0
C0017636,7490,12,0.027777777777777776,0.035,0.023926582759058675,0.238
C0017636,4436,1,0.0,1.0,0.0,1.0
C0017636,861,15,0.0,1.0,0.08772335369253899,0.007
C0017636,864,2,0.0,1.0,0.08333333333333336,0.007
C0017636,8553,69,0.027777777777777776,0.173,0.060216231356286676,0.113
C0017636,3440,1,0.0,1.0,0.0,1.0
C0017636,22909,1,0.027777777777777776,0.003,0.07707931618848901,0.008
C0017636,1950,1,0.0,1.0,0.0,1.0
C0017636,928,1,0.0,1.0,0.0,1.0
C0017636,23462,7,0.0,1.0,0.012824590186655327,0.413
C0017636,3020,3,0.0,1.0,0.0,1.0
C0017636,5071,1,0.0,1.0,0.0,1.0
C0017636,1021,9,0.0,1.0,0.0,1.0
C0018817,51715,1,0.0,1.0,0.008775306631024611,0.181
C0018817,4625,2,0.0,1.0,0.0,1.0
C0018817,8260,42,0.027777777777777776,0.074,0.0817202084827899,0.021
C0018817,6223,1,0.0,1.0,0.0,1.0
C0018817,54880,3,0.027777777777777776,0.012,0.04975254955989536,0.073
C0018817,6789,2,0.0,1.0,0.038557717942769895,0.065
C0018817,5781,4,0.0,1.0,0.0,1.0
C0018817,10907,4,0.0,1.0,0.0387131629177182,0.075
C0018817,26276,2,0.0,1.0,0.0,1.0
C0018817,4784,6,0.0,1.0,0.016807316136320364,0.307
C0018817,5296,9,0.0,1.0,0.01192310538801015,0.461
C0018817,7353,1,0.0,1.0,0.0,1.0
C0018817,2239,4,0.0,1.0,0.014433756729740645,0.286
C0018817,3265,1,0.0,1.0,0.0,1.0
C0018817,9939,4,0.0,1.0,0.0,1.0
C0018817,4838,2,0.0,1.0,0.008745407727620245,0.245
C0018817,7403,2,0.0,1.0,0.003488473503610746,0.288
C0018817,6910,2,0.0,1.0,0.0,1.0
C0018817,3845,2,0.0,1.0,0.105409255338946,0.014
C0018817,28952,5,0.0,1.0,0.0054188007396862945,0.479
C0018817,1312,60,0.0,1.0,0.006083459899756347,0.718
C0018817,7468,2,0.0,1.0,0.03624994772537449,0.075
C0018817,7469,9,0.0,1.0,0.016807316136320364,0.357
C0018817,23384,6,0.0,1.0,0.0,1.0
C0018817,1889,6,0.0,1.0,0.005035946461687401,0.503
C0018817,10084,3,0.0,1.0,0.023848127647630696,0.153
C0018817,3954,3,0.0,1.0,0.007352146220938077,0.375
C0018817,6016,1,0.0,1.0,0.0,1.0
C0018817,4000,6,0.0,1.0,0.0037818604688805496,0.58
C0018817,9632,3,0.0,1.0,0.030714755841697562,0.114
C0018817,51626,1,0.0,1.0,0.0,1.0
C0018817,26040,10,0.0,1.0,0.026206774526421107,0.249
C0018817,6606,25,0.0,1.0,0.007352146220938077,0.764
C0018817,5604,3,0.0,1.0,0.03436838596947937,0.103
C0018817,5605,4,0.0,1.0,0.13612401118064357,0.006
C0018817,9702,42,0.0,1.0,0.0163117208577678,0.555
C0018817,3052,3,0.0,1.0,0.0,1.0
C0025500,1027,6,0.0,1.0,0.0,1.0
C0025500,5154,3,0.0,1.0,0.0,1.0
C0025500,4771,6,0.0,1.0,0.0,1.0
C0025500,6648,1,0.0,1.0,0.0,1.0
C0025500,6696,7,0.0,1.0,0.0,1.0
C0025500,22827,26,0.0,1.0,0.007888947910127373,0.376
C0025500,11186,1,0.0,1.0,0.0,1.0
C0025500,54716,10,0.0,1.0,0.0,1.0
C0025500,23741,1,0.0,1.0,0.0,1.0
C0025500,6850,3,0.0,1.0,0.0,1.0
C0025500,2246,1,0.0,1.0,0.0,1.0
C0025500,2272,3,0.0,1.0,0.007888947910127373,0.195
C0025500,4582,100,0.0,1.0,0.0,1.0
C0025500,10232,1,0.0,1.0,0.0,1.0
C0242422,7054,13,0.0,1.0,0.017499122360944683,0.276
C0242422,2332,10,0.0,1.0,0.022128408391546478,0.167
C0242422,5663,2,0.0,1.0,0.0,1.0
C0242422,5155,2,0.0,1.0,0.008370032682530424,0.166
C0242422,5159,9,0.0,1.0,0.011953119047964167,0.294
C0242422,6571,10,0.0,1.0,0.01290349435231273,0.338
C0242422,5805,10,0.0,1.0,0.02638689250678752,0.128
C0242422,10159,12,0.0,1.0,0.01290349435231273,0.39
C0242422,8398,12,0.0,1.0,0.024685289373292268,0.127
C0242422,5071,1,0.0,1.0,0.0,1.0
C0242422,2512,9,0.0,1.0,0.023129447560590155,0.14
C0242422,2896,50,0.0,1.0,0.011873616568278924,0.62
C0242422,2643,2,0.0,1.0,0.0,1.0
C0242422,216,2,0.0,1.0,0.0,1.0
C0242422,6620,1,0.0,1.0,0.0,1.0
C0242422,351,1,0.0,1.0,0.031465838776377625,0.071
C0242422,2668,4,0.0,1.0,0.031465838776377625,0.031
C0242422,5617,1,0.0,1.0,0.013261970980730831,0.103
C0242422,6908,6,0.0,1.0,0.0,1.0
C0242422,8575,13,0.0,1.0,0.013634234111718027,0.38
C0042798,6657,1,0.0,1.0,0.0,1.0
C0042798,6658,3,0.011494252873563218,0.028,0.043942180003387135,0.195
C0042798,11277,32,0.011494252873563218,0.175,0.08360524017267662,0.312
C0042798,2067,7,0.0,1.0,0.056337768771622776,0.228
C0042798,2068,1,0.0,1.0,0.0,1.0
C0042798,2072,1,0.0,1.0,0.0,1.0
C0042798,3614,8,0.0,1.0,0.026653015808388265,0.616
C0042798,5149,4,0.0,1.0,0.0038511419125246676,0.782
C0042798,26146,1,0.0,1.0,0.0,1.0
C0042798,9255,5,0.0,1.0,0.0,1.0
C0042798,10804,10,0.0,1.0,0.08173355270523805,0.112
C0042798,10312,2,0.0,1.0,0.01303953572039694,0.452
C0042798,5193,33,0.022988505747126436,0.019,0.05586163428213025,0.73
C0042798,5194,1,0.0,1.0,0.0,1.0
C0042798,11340,52,0.0,1.0,0.05675056182110217,0.905
C0042798,5195,4,0.0,1.0,0.0,1.0
C0042798,27229,27,0.0,1.0,0.05528154416413071,0.721
C0042798,8803,9,0.0,1.0,0.0928325115367418,0.073
C0042798,7276,5,0.0,1.0,0.0,1.0
C0042798,627,3,0.0,1.0,0.026376886853520028,0.336
C0042798,8820,5,0.0,1.0,0.024207446149744096,0.508
C0042798,2697,4,0.0,1.0,0.015627540234702707,0.599
C0042798,1678,6,0.0,1.0,0.011433757371096833,0.782
C0042798,5264,3,0.0,1.0,0.082769011057343,0.034
C0042798,2706,38,0.011494252873563218,0.251,0.11593431895678928,0.161
C0042798,4758,18,0.0,1.0,0.0798230511326361,0.217
C0042798,6295,1,0.0,1.0,0.0,1.0
C0042798,2202,27,0.0,1.0,0.0911168407125874,0.24
C0042798,6297,4,0.0,1.0,0.022146840125730066,0.502
C0042798,1186,13,0.0,1.0,0.019605958385736005,0.877
C0042798,9915,11,0.0,1.0,0.03364684719025047,0.659
C0042798,29887,3,0.0,1.0,0.019034674690672024,0.423
C0042798,5824,11,0.022988505747126436,0.011,0.3416193332137993,0.005
C0042798,9409,24,0.011494252873563218,0.165,0.2001260238794424,0.009
C0042798,5830,20,0.0,1.0,0.019230753055851615,0.936
C0042798,8398,12,0.0,1.0,0.03280504213021073,0.669
C0042798,2271,12,0.011494252873563218,0.112,0.04895917150025848,0.465
C0042798,29925,5,0.022988505747126436,0.002,0.22615515762881774,0.003
C0042798,29926,9,0.011494252873563218,0.123,0.17968546856783707,0.019
C0042798,7401,28,0.0,1.0,0.05470021477632191,0.731
C0042798,1261,1,0.0,1.0,0.0,1.0
C0042798,4854,5,0.0,1.0,0.0,1.0
C0042798,6392,1,0.0,1.0,0.0,1.0
C0042798,7428,3,0.0,1.0,0.02197241101520863,0.411
C0042798,7439,2,0.0,1.0,0.022107884414269096,0.338
C0042798,6452,5,0.0,1.0,0.0,1.0
C0042798,8504,2,0.022988505747126436,0.0,0.3303232895965959,0.0
C0042798,5949,14,0.0,1.0,0.03228927128791906,0.712
C0042798,9533,106,0.034482758620689655,0.066,0.18260593694055208,0.027
C0042798,7490,12,0.0,1.0,0.05327420249005745,0.377
C0042798,5956,2,0.0,1.0,0.027315302017487397,0.266
C0042798,8517,13,0.0,1.0,0.03365024264341399,0.653
C0042798,55624,7,0.0,1.0,0.024106103831721737,0.674
C0042798,2896,50,0.0,1.0,0.06219398870189804,0.853
C0042798,4952,4,0.0,1.0,0.0,1.0
C0042798,10585,1,0.0,1.0,0.031736932728755156,0.174
C0042798,5982,4,0.0,1.0,0.01879332901013299,0.551
C0042798,9569,2,0.0,1.0,0.036369648372665396,0.209
C0042798,8546,1,0.0,1.0,0.0,1.0
C0042798,5995,1,0.0,1.0,0.0,1.0
C0042798,22897,1,0.0,1.0,0.0,1.0
C0042798,10102,8,0.0,1.0,0.04078735423574297,0.38
C0042798,55670,2,0.011494252873563218,0.015,0.2506822245076594,0.005
C0042798,8573,6,0.0,1.0,0.0,1.0
C0042798,1406,92,0.011494252873563218,0.521,0.18878273435106116,0.027
C0042798,1409,8,0.0,1.0,0.05850070527052581,0.235
C0042798,6017,1,0.0,1.0,0.0,1.0
C0042798,7045,2,0.0,1.0,0.040409295851545596,0.18
C0042798,51082,2,0.011494252873563218,0.016,0.1227777770002382,0.016
C0042798,1420,1,0.0,1.0,0.0,1.0
C0042798,3984,2,0.0,1.0,0.007815601287204002,0.507
C0042798,3476,4,0.0,1.0,0.0,1.0
C0042798,5015,33,0.011494252873563218,0.186,0.16391280799205787,0.016
C0042798,2969,6,0.0,1.0,0.01838294374827215,0.648
C0042798,2978,7,0.0,1.0,0.02083434000694167,0.696
C0042798,2979,1,0.011494252873563218,0.019,0.10654655084144697,0.021
C0042798,9657,9,0.0,1.0,0.022737470261962274,0.746
C0042798,4043,1,0.0,1.0,0.0,1.0
C0042798,23503,33,0.0,1.0,0.06026965969397962,0.598
C0042798,5080,96,0.0,1.0,0.09092726808275198,0.798
C0042798,1497,1,0.0,1.0,0.09999999999999999,0.015
C0042798,6103,2,0.0,1.0,0.0,1.0
C0042798,4070,4,0.0,1.0,0.018649374270829314,0.532
C0042798,23020,1,0.0,1.0,0.09999999999999999,0.018
C0042798,10733,18,0.0,1.0,0.06533907664383864,0.387
C0042798,26608,1,0.0,1.0,0.031736932728755156,0.192
C0042798,27130,1,0.0,1.0,0.0,1.0
C0042798,5631,8,0.0,1.0,0.07453627597666178,0.102
C0006663,7040,23,0.0,1.0,0.02338400344162059,0.202
C0006663,9356,1,0.0,1.0,0.04583492485141056,0.045
C0006663,5777,1,0.0,1.0,0.0,1.0
C0006663,3606,1,0.0,1.0,0.0,1.0
C0006663,4000,6,0.0,1.0,0.013969968905677817,0.236
C0006663,2209,20,0.0,1.0,0.005237396965048332,0.62
C0006663,5155,2,0.0,1.0,0.0,1.0
C0006663,7077,1,0.0,1.0,0.005819858178767999,0.194
C0006663,5159,9,0.0,1.0,0.004563404035713856,0.469
C0006663,6696,7,0.0,1.0,0.010820152318248566,0.304
C0006663,80169,1,0.0,1.0,0.04583492485141056,0.036
C0006663,29108,4,0.0,1.0,0.0,1.0
C0006663,5443,16,0.0,1.0,0.019186442976872248,0.24
C0006663,836,1,0.0,1.0,0.0,1.0
C0006663,6347,3,0.0,1.0,0.0,1.0
C0006663,4313,1,0.0,1.0,0.0,1.0
C0006663,3930,1,0.0,1.0,0.0,1.0
C0006663,1756,4,0.0,1.0,0.003200921998322399,0.417
C0006663,3934,61,0.0,1.0,0.07264891638854729,0.01
C0006663,3689,13,0.0,1.0,0.018958549763128392,0.199
C0006663,9450,1,0.0,1.0,0.0,1.0
C0006663,632,1,0.0,1.0,0.011144179967299826,0.171
C0006663,1277,1,0.0,1.0,0.0,1.0
C0008370,79876,3,0.0,1.0,0.0,1.0
C0008370,3643,2,0.0,1.0,0.017537576897569865,0.214
C0008370,6731,1,0.0,1.0,0.0,1.0
C0008370,644,1,0.0,1.0,0.0,1.0
C0008370,1174,1,0.0,1.0,0.0,1.0
C0008370,4780,5,0.0,1.0,0.0,1.0
C0008370,1728,1,0.0,1.0,0.0,1.0
C0008370,2243,11,0.0,1.0,0.0076895535461264,0.705
C0008370,7376,4,0.0,1.0,0.22161035043767446,0.002
C0008370,6354,2,0.0,1.0,0.043600522951690646,0.036
C0008370,2271,12,0.0,1.0,0.0066604531420270344,0.702
C0008370,7905,5,0.0,1.0,0.0,1.0
C0008370,200931,1,0.0,1.0,0.0,1.0
C0008370,9962,7,0.0,1.0,0.0,1.0
C0008370,9963,23,0.0,1.0,0.06572944916373412,0.028
C0008370,9971,2,0.0,1.0,0.237628301656617,0.002
C0008370,51473,27,0.0,1.0,0.005285293411792683,0.921
C0008370,3383,4,0.0,1.0,0.04074327418821636,0.076
C0008370,5443,16,0.0,1.0,0.023757095393027026,0.477
C0008370,10062,5,0.0,1.0,0.21078665459431478,0.009
C0008370,335,1,0.0,1.0,0.0,1.0
C0008370,5970,8,0.0,1.0,0.041223430852076325,0.126
C0008370,123264,3,0.0,1.0,0.0,1.0
C0008370,80270,54,0.0,1.0,0.04804851003741142,0.15
C0008370,1432,1,0.0,1.0,0.0,1.0
C0008370,3479,5,0.0,1.0,0.01839403107820585,0.279
C0008370,5054,8,0.0,1.0,0.03658552927022615,0.152
C0008370,8647,1,0.0,1.0,0.024633231954107326,0.133
C0008370,26061,4,0.0,1.0,0.0,1.0
C0008370,7124,30,0.0,1.0,0.0,1.0
C0008370,6615,19,0.0,1.0,0.029240769151495195,0.259
C0008370,6653,3,0.0,1.0,0.038522120842996214,0.08
C0231528,3586,7,0.0,1.0,0.0,1.0
C0231528,4625,2,0.0,1.0,0.0,1.0
C0231528,9499,4,0.0,1.0,0.0,1.0
C0231528,2332,10,0.0,1.0,0.0,1.0
C0231528,1312,60,0.0,1.0,0.017427332337446602,0.524
C0231528,4000,6,0.0,1.0,0.0,1.0
C0231528,5156,2,0.0,1.0,0.009878259746169998,0.164
C0231528,6945,20,0.0,1.0,0.0062738514255918235,0.563
C0231528,9632,3,0.0,1.0,0.0,1.0
C0231528,7353,1,0.0,1.0,0.0,1.0
C0231528,22845,21,0.0,1.0,0.003781652145347105,0.674
C0231528,3145,1,0.0,1.0,0.017677669529663684,0.046
C0231528,844,1,0.0,1.0,0.0,1.0
C0231528,1230,1,0.0,1.0,0.0,1.0
C0231528,3930,1,0.0,1.0,0.0,1.0
C0231528,1756,4,0.0,1.0,0.017677669529663684,0.121
C0231528,1376,2,0.0,1.0,0.0,1.0
C0231528,859,2,0.0,1.0,0.0,1.0
C0231528,11107,7,0.0,1.0,0.0,1.0
C0231528,3939,2,0.0,1.0,0.0,1.0
C0231528,7148,4,0.0,1.0,0.0,1.0
C0231528,4598,4,0.0,1.0,0.0,1.0
C0231528,10616,20,0.0,1.0,0.002506430979662323,0.741
C1843687,2702,29,0.0,1.0,0.028575849390746304,0.042
C1843687,4878,4,0.0,1.0,0.0,1.0
C1843687,3741,1,0.0,1.0,0.019687480773953943,0.033
C1843687,9631,1,0.0,1.0,0.0,1.0
C1843687,3759,8,0.0,1.0,0.003399708997364206,0.338
C1843687,6330,1,0.0,1.0,0.00836827408755723,0.068
C1843687,6331,5,0.0,1.0,0.0,1.0
C1843687,5308,31,0.0,1.0,0.0027594424105521743,0.594
C1843687,10060,1,0.0,1.0,0.0,1.0
C1843687,140628,7,0.0,1.0,0.0027594424105521743,0.407
C1843687,55800,104,0.0,1.0,0.020656351701713798,0.229
C0004153,26119,12,0.0,1.0,0.0,1.0
C0004153,3481,3,0.0,1.0,0.01270793217164973,0.271
C0004153,9370,57,0.037037037037037035,0.129,0.13076363609554897,0.007
C0004153,4000,6,0.0,1.0,0.003656459888249897,0.511
C0004153,177,2,0.0,1.0,0.0,1.0
C0004153,183,1,0.0,1.0,0.0,1.0
C0004153,3383,4,0.0,1.0,0.03418967616211123,0.088
C0004153,9021,5,0.0,1.0,0.028653412753062643,0.165
C0004153,5054,8,0.0,1.0,0.07252946257082514,0.004
C0004153,8815,2,0.0,1.0,0.0,1.0
C0004153,6347,3,0.0,1.0,0.044962893610298794,0.064
C0004153,6348,2,0.0,1.0,0.043600522951690646,0.037
C0004153,337,4,0.0,1.0,0.027131972716086385,0.144
C0004153,6351,19,0.037037037037037035,0.043,0.04935453883500592,0.082
C0004153,7124,30,0.0,1.0,0.04882408738923468,0.184
C0004153,5468,4,0.0,1.0,0.0,1.0
C0004153,356,14,0.0,1.0,0.014115038333877984,0.483
C0004153,3304,2,0.0,1.0,0.0,1.0
C0004153,7274,45,0.0,1.0,0.07269307873154054,0.181
C0004153,3949,2,0.0,1.0,0.0,1.0
C0004153,4846,3,0.0,1.0,0.003672303490290952,0.354
C0004153,240,16,0.0,1.0,0.012081560033090223,0.523
C0004153,241,7,0.0,1.0,0.013411792682520036,0.373
C0004153,1269,23,0.07407407407407407,0.013,0.028513640351344457,0.354
C0004153,6648,1,0.0,1.0,0.0,1.0
C0004153,1401,1,0.0,1.0,0.0,1.0
C0004153,6774,6,0.0,1.0,0.02865341275306264,0.178
C0004153,7422,5,0.0,1.0,0.0658187576750907,0.037
C0003467,9217,26,0.0,1.0,0.011596250631354882,0.802
C0003467,6660,28,0.0,1.0,0.037454944709309254,0.404
C0003467,5663,2,0.0,1.0,0.0,1.0
C0003467,5155,2,0.0,1.0,0.017423612449643893,0.243
C0003467,8243,1,0.0,1.0,0.0,1.0
C0003467,9782,11,0.0,1.0,0.00698842398615993,0.825
C0003467,3145,1,0.0,1.0,0.008068715304598784,0.24
C0003467,1610,1,0.0,1.0,0.0,1.0
C0003467,54902,35,0.0,1.0,0.04330374492019194,0.375
C0003467,8822,1,0.020833333333333332,0.022,0.07012629234907908,0.033
C0003467,10891,3,0.0,1.0,0.0,1.0
C0003467,3730,2,0.0,1.0,0.0028216857056554594,0.373
C0003467,54941,11,0.0,1.0,0.014294849940723296,0.681
C0003467,9896,2,0.0,1.0,0.03826810187705227,0.08
C0003467,8878,13,0.0,1.0,0.013581692577042111,0.681
C0003467,4784,6,0.020833333333333332,0.063,0.08789806761065105,0.025
C0003467,9394,2,0.0,1.0,0.009543568288126927,0.311
C0003467,4292,58,0.041666666666666664,0.018,0.19851086833062617,0.004
C0003467,6866,2,0.0,1.0,0.0,1.0
C0003467,3814,1,0.020833333333333332,0.018,0.07012629234907908,0.022
C0003467,7415,23,0.0,1.0,0.07165213960483535,0.054
C0003467,5885,1,0.0,1.0,0.0,1.0
C0003467,5378,1,0.0,1.0,0.0,1.0
C0003467,3845,2,0.0,1.0,0.0,1.0
C0003467,5395,1,0.0,1.0,0.02373382869648025,0.175
C0003467,29978,242,0.041666666666666664,0.06,0.13233780602214726,0.007
C0003467,2332,10,0.0,1.0,0.028904096579250395,0.277
C0003467,7466,4,0.0,1.0,0.011596250631354882,0.438
C0003467,1848,2,0.0,1.0,0.017423612449643893,0.257
C0003467,2896,50,0.0,1.0,0.026702293891769983,0.723
C0003467,4436,1,0.0,1.0,0.0,1.0
C0003467,4952,4,0.0,1.0,0.0,1.0
C0003467,5982,4,0.0,1.0,0.040011732431953766,0.13
C0003467,9569,2,0.0,1.0,0.03826810187705227,0.087
C0003467,10084,3,0.0,1.0,0.005084073967388026,0.494
C0003467,25978,1,0.0,1.0,0.01623907494980096,0.178
C0003467,22909,1,0.020833333333333332,0.02,0.11466161758863047,0.006
C0003467,23435,2,0.0,1.0,0.015151515151515155,0.253
C0003467,3984,2,0.0,1.0,0.013474201390907388,0.265
C0003467,10133,24,0.0,1.0,0.02585270796761049,0.597
C0003467,3480,1,0.0,1.0,0.0,1.0
C0003467,2969,6,0.0,1.0,0.02388754981160445,0.315
C0003467,26012,23,0.0,1.0,0.02984506046543709,0.487
C0003467,5573,13,0.0,1.0,0.013151065969976049,0.686
C0003467,5063,1,0.0,1.0,0.0,1.0
C0003467,3043,5,0.0,1.0,0.0,1.0
C0003467,26608,1,0.0,1.0,0.02373382869648025,0.143
C0003467,10743,2,0.0,1.0,0.003319530651546462,0.393
C0003467,5630,33,0.0,1.0,0.04203149787313387,0.334
C0751295,7305,2,0.0,1.0,0.0,1.0
C0751295,2332,10,0.0,1.0,0.015248084103296531,0.312
C0751295,5663,2,0.0,1.0,0.0,1.0
C0751295,5155,2,0.0,1.0,0.006585506497446664,0.221
C0751295,6687,20,0.0,1.0,0.02416718263702709,0.137
C0751295,5159,9,0.0,1.0,0.01317897626477591,0.351
C0751295,8878,13,0.0,1.0,0.0,1.0
C0751295,1967,11,0.0,1.0,0.003281759168860371,0.679
C0751295,6843,28,0.0,1.0,0.0,1.0
C0751295,8892,3,0.0,1.0,0.0,1.0
C0751295,8893,1,0.0,1.0,0.0,1.0
C0751295,2896,50,0.05555555555555555,0.068,0.020877243280198368,0.511
C0751295,2259,13,0.0,1.0,0.0,1.0
C0751295,6492,1,0.0,1.0,0.0,1.0
C0751295,351,1,0.0,1.0,0.0,1.0
C0751295,1893,29,0.05555555555555555,0.052,0.014435743544134324,0.496
C0751295,4854,5,0.0,1.0,0.0,1.0
C0751295,7415,23,0.0,1.0,0.018529843272156902,0.394
C0751295,25978,1,0.0,1.0,0.0,1.0
C1837108,7681,145,0.0,1.0,0.009037743311196163,0.414
C1837108,54551,2,0.0,1.0,0.0,1.0
C1837108,2200,3,0.0,1.0,0.03582195381906553,0.017
C1837108,23321,8,0.0,1.0,0.0,1.0
C1837108,7468,2,0.0,1.0,0.0,1.0
C1837108,1487,18,0.0,1.0,0.0,1.0
C1837108,207,7,0.0,1.0,0.0020456785679773236,0.442
C1837108,4692,21,0.0,1.0,0.0012306072964160903,0.704
C1837108,2517,3,0.0,1.0,0.0,1.0
C1837108,8292,1,0.0,1.0,0.033113308926626096,0.017
C1837108,3954,3,0.0,1.0,0.0030528125543633176,0.207
C0025202,1030,16,0.010101010101010102,0.145,0.09489722561821828,0.159
C0025202,4100,14,0.0,1.0,0.011266672005977953,0.939
C0025202,1032,48,0.020202020202020204,0.055,0.14702721410873695,0.049
C0025202,161291,4,0.0,1.0,0.012705136772327612,0.732
C0025202,2067,7,0.010101010101010102,0.083,0.09191309375208435,0.09
C0025202,2068,1,0.0,1.0,0.0,1.0
C0025202,2071,13,0.0,1.0,0.06144522722297727,0.404
C0025202,2072,1,0.0,1.0,0.0,1.0
C0025202,6188,1,0.0,1.0,0.0,1.0
C0025202,245806,1,0.0,1.0,0.0,1.0
C0025202,55862,1,0.0,1.0,0.008999154119267314,0.471
C0025202,115265,205,0.010101010101010102,0.521,0.13833854856134933,0.338
C0025202,56925,25,0.010101010101010102,0.171,0.04731679591271007,0.741
C0025202,9317,1,0.0,1.0,0.013041013273932523,0.382
C0025202,9832,19,0.0,1.0,0.026171493847808938,0.908
C0025202,54386,1,0.0,1.0,0.0,1.0
C0025202,9846,3,0.0,1.0,0.010367979267404025,0.714
C0025202,3205,5,0.0,1.0,0.0641301157924615,0.166
C0025202,7306,1,0.0,1.0,0.02005832977568687,0.318
C0025202,9869,2,0.0,1.0,0.08103377466062764,0.064
C0025202,2194,3,0.0,1.0,0.025521610672073695,0.525
C0025202,10397,1,0.0,1.0,0.0,1.0
C0025202,3238,10,0.0,1.0,0.07303246785728876,0.225
C0025202,2739,1,0.0,1.0,0.0,1.0
C0025202,83638,12,0.0,1.0,0.05102532987878125,0.484
C0025202,1207,10,0.010101010101010102,0.099,0.14093955502813793,0.046
C0025202,5305,1,0.0,1.0,0.0,1.0
C0025202,4794,1,0.0,1.0,0.0,1.0
C0025202,6850,3,0.0,1.0,0.0,1.0
C0025202,25797,1,0.0,1.0,0.020327890704543543,0.32
C0025202,1740,13,0.0,1.0,0.03291877044868694,0.761
C0025202,6860,4,0.0,1.0,0.06478905885012422,0.167
C0025202,55504,4,0.0,1.0,0.07689360950350027,0.086
C0025202,5332,2,0.0,1.0,0.04985899532125447,0.154
C0025202,64215,7,0.0,1.0,0.010803395392536072,0.87
C0025202,79068,18,0.0,1.0,0.05267558054867154,0.636
C0025202,23270,13,0.0,1.0,0.02500831863811155,0.842
C0025202,3303,2,0.0,1.0,0.004312669090266622,0.612
C0025202,55014,1,0.0,1.0,0.0,1.0
C0025202,25842,18,0.0,1.0,0.012781673915918303,0.979
C0025202,5879,6,0.0,1.0,0.06789237668972552,0.207
C0025202,5880,2,0.0,1.0,0.044322744250371755,0.203
