node_1	node_2	roles
74	3553	disease-common_pred_lci
74	5924	disease-common_pred_lci
74	5953	disease-common_pred_lci
74	8323	disease-common_pred_lci
74	12648	disease-common_pred_lci
2123	100	common_disease-common_disease
2123	265	common_disease-common_disease
2123	331	common_disease-common_disease
2123	478	common_disease-common_disease
2123	1005	common_disease-common_disease
2123	1008	common_disease-disease
2123	1499	common_disease-common_disease
2123	1676	common_disease-common_disease
2123	2123	common_disease-common_disease
2123	2315	common_disease-common_disease
2123	2319	common_disease-common_disease
2123	2843	common_disease-common_disease
2123	2925	common_disease-common_disease
2123	3269	common_disease-common_disease
2123	3281	common_disease-common_disease
2123	3662	common_disease-common_disease
2123	3858	common_disease-common_disease
2123	3889	common_disease-common_disease
2123	4173	common_disease-common_disease
2123	4219	common_disease-common_disease
2123	4698	common_disease-common_disease
2123	4787	common_disease-common_disease
2123	4900	common_disease-common_disease
2123	5193	common_disease-common_disease
2123	5287	common_disease-common_disease
2123	6108	common_disease-common_disease
2123	7351	common_disease-common_disease
2123	12649	common_disease-common_disease
2123	18521	common_disease-common_disease
6220	478	common_disease-common_disease
6220	601	common_disease-disease
6220	606	common_disease-common_disease
6220	608	common_disease-common_disease
6220	2217	common_disease-common_disease
6220	2310	common_disease-common_disease
6220	2315	common_disease-common_disease
6220	2319	common_disease-common_disease
6220	5193	common_disease-common_disease
6220	6104	common_disease-common_disease
6220	6220	common_disease-common_disease
6220	6458	common_disease-common_disease
4173	100	common_disease-common_disease
4173	331	common_disease-common_disease
4173	478	common_disease-common_disease
4173	601	common_disease-disease
4173	2217	common_disease-common_disease
4173	2988	common_disease-common_disease
4173	4173	common_disease-common_disease
4173	5009	common_disease-common_disease
78	3531	disease-common_pred_lci
78	3532	disease-common_pred_lci
78	3533	disease-common_pred_lci
78	3534	disease-common_pred_lci
78	3535	disease-common_pred_lci
78	3536	disease-common_pred_lci
78	3537	disease-common_pred_lci
78	3538	disease-common_pred_lci
78	3539	disease-common_pred_lci
78	3540	disease-common_pred_lci
78	3541	disease-common_pred_lci
78	3542	disease-common_pred_lci
78	3543	disease-common_pred_lci
78	3544	disease-common_pred_lci
78	3545	disease-common_pred_lci
78	3546	disease-common_pred_lci
78	3547	disease-common_pred_lci
78	3548	disease-common_pred_lci
78	3553	disease-common_pred_lci
78	3814	disease-common_disease
78	5924	disease-common_pred_lci
78	5953	disease-common_pred_lci
78	12648	disease-common_pred_lci
3662	252	common_disease-common_disease
3662	256	common_disease-disease
3662	716	common_disease-common_disease
3662	2217	common_disease-common_disease
3662	2538	common_disease-common_disease
3662	2843	common_disease-common_disease
3662	3675	common_disease-common_disease
3662	3814	common_disease-common_disease
3662	3858	common_disease-common_disease
3662	4698	common_disease-common_disease
3662	5928	common_disease-common_disease
3662	6108	common_disease-common_disease
3662	18679	common_disease-common_disease
5193	144	common_disease-common_disease
5193	265	common_disease-common_disease
5193	280	common_disease-common_disease
5193	478	common_disease-common_disease
5193	606	common_disease-common_disease
5193	728	common_disease-common_disease
5193	1676	common_disease-common_disease
5193	1716	common_disease-common_disease
5193	1972	common_disease-common_disease
5193	2183	common_disease-common_disease
5193	2195	common_disease-disease
5193	2217	common_disease-common_disease
5193	2319	common_disease-common_disease
5193	2523	common_disease-common_disease
5193	2538	common_disease-common_disease
5193	2843	common_disease-common_disease
5193	2925	common_disease-common_disease
5193	2988	common_disease-common_disease
5193	3939	common_disease-common_disease
5193	3940	common_disease-common_disease
5193	3978	common_disease-common_disease
5193	4219	common_disease-common_disease
5193	4698	common_disease-common_disease
5193	5002	common_disease-common_disease
5193	5193	common_disease-common_disease
5193	5357	common_disease-common_disease
5193	5928	common_disease-common_disease
5193	6104	common_disease-common_disease
5193	6108	common_disease-common_disease
5193	6307	common_disease-common_disease
5193	7351	common_disease-common_disease
5193	18679	common_disease-common_disease
5193	20567	common_disease-common_disease
6728	149	common_disease-disease
6728	1419	common_disease-common_disease
6728	2310	common_disease-common_disease
6728	2315	common_disease-common_disease
6728	2681	common_disease-common_disease
6728	3547	common_disease-common_pred_lci
6728	3675	common_disease-common_disease
6728	3881	common_disease-common_disease
6728	5007	common_disease-disease
6728	10207	common_disease-common_disease
6728	20567	common_disease-common_disease
11859	601	common_disease-disease
11859	1008	common_disease-disease
11859	3939	common_disease-common_disease
11859	3940	common_disease-common_disease
11859	11859	common_disease-common_disease
2132	149	common_disease-disease
2132	1972	common_disease-common_disease
2132	2843	common_disease-common_disease
2132	5007	common_disease-disease
20567	149	common_disease-disease
20567	2925	common_disease-common_disease
7256	601	common_disease-disease
7256	1419	common_disease-common_disease
7256	1499	common_disease-common_disease
7256	3281	common_disease-common_disease
7256	3675	common_disease-common_disease
7256	4219	common_disease-common_disease
7256	10107	common_disease-common_disease
7256	12649	common_disease-common_disease
601	100	disease-common_disease
601	144	disease-common_disease
601	145	disease-common_disease
601	252	disease-common_disease
601	265	disease-common_disease
601	289	disease-common_disease
601	444	disease-common_disease
601	478	disease-common_disease
601	601	disease-disease
601	606	disease-common_disease
601	608	disease-common_disease
601	716	disease-common_disease
601	1178	disease-common_disease
601	1419	disease-common_disease
601	1726	disease-common_disease
601	2015	disease-common_disease
601	2183	disease-common_disease
601	2217	disease-common_disease
601	2825	disease-common_disease
601	2925	disease-common_disease
601	2988	disease-common_disease
601	3681	disease-common_disease
601	3880	disease-common_disease
601	3881	disease-common_disease
601	3889	disease-common_disease
601	3939	disease-common_disease
601	3940	disease-common_disease
601	4219	disease-common_disease
601	4698	disease-common_disease
601	4742	disease-common_disease
601	4787	disease-common_disease
601	5002	disease-common_disease
601	5287	disease-common_disease
601	5356	disease-common_disease
601	5357	disease-common_disease
601	5953	disease-common_pred_lci
601	6104	disease-common_disease
601	6307	disease-common_disease
601	7040	disease-common_disease
601	10107	disease-common_disease
4698	100	common_disease-common_disease
4698	250	common_disease-common_disease
4698	265	common_disease-common_disease
4698	331	common_disease-common_disease
4698	478	common_disease-common_disease
4698	606	common_disease-common_disease
4698	925	common_disease-common_disease
4698	1005	common_disease-common_disease
4698	1395	common_disease-common_disease
4698	1499	common_disease-common_disease
4698	1676	common_disease-common_disease
4698	1726	common_disease-common_disease
4698	1972	common_disease-common_disease
4698	2310	common_disease-common_disease
4698	2315	common_disease-common_disease
4698	2319	common_disease-common_disease
4698	2843	common_disease-common_disease
4698	3209	common_disease-common_disease
4698	3281	common_disease-common_disease
4698	3326	common_disease-common_disease
4698	3328	common_disease-disease
4698	3868	common_disease-common_disease
4698	3880	common_disease-common_disease
4698	3881	common_disease-common_disease
4698	3889	common_disease-common_disease
4698	3939	common_disease-common_disease
4698	4698	common_disease-common_disease
4698	4742	common_disease-common_disease
4698	4787	common_disease-common_disease
4698	4900	common_disease-common_disease
4698	5287	common_disease-common_disease
4698	6108	common_disease-common_disease
18521	324	common_disease-disease
18521	4742	common_disease-common_disease
18521	7797	common_disease-common_disease
3675	252	common_disease-common_disease
3675	324	common_disease-disease
3675	1676	common_disease-common_disease
3675	1716	common_disease-common_disease
3675	1972	common_disease-common_disease
3675	2315	common_disease-common_disease
3675	2319	common_disease-common_disease
3675	2538	common_disease-common_disease
3675	2925	common_disease-common_disease
3675	3531	common_disease-common_pred_lci
3675	3675	common_disease-common_disease
3675	3868	common_disease-common_disease
3675	4965	common_disease-common_disease
3675	6108	common_disease-common_disease
606	100	common_disease-common_disease
606	252	common_disease-common_disease
606	256	common_disease-disease
606	265	common_disease-common_disease
606	280	common_disease-common_disease
606	289	common_disease-common_disease
606	444	common_disease-common_disease
606	606	common_disease-common_disease
606	608	common_disease-common_disease
606	716	common_disease-common_disease
606	1726	common_disease-common_disease
606	2523	common_disease-common_disease
606	2825	common_disease-common_disease
606	3880	common_disease-common_disease
606	3889	common_disease-common_disease
606	3939	common_disease-common_disease
606	3940	common_disease-common_disease
606	4742	common_disease-common_disease
606	5287	common_disease-common_disease
606	6104	common_disease-common_disease
608	256	common_disease-disease
608	280	common_disease-common_disease
608	289	common_disease-common_disease
608	444	common_disease-common_disease
608	608	common_disease-common_disease
608	3889	common_disease-common_disease
608	6104	common_disease-common_disease
608	8323	common_disease-common_pred_lci
3681	3681	common_disease-common_disease
3681	3889	common_disease-common_disease
3681	5287	common_disease-common_disease
100	100	common_disease-common_disease
100	331	common_disease-common_disease
100	478	common_disease-common_disease
100	1005	common_disease-common_disease
100	1419	common_disease-common_disease
100	1499	common_disease-common_disease
100	1676	common_disease-common_disease
100	2538	common_disease-common_disease
100	3269	common_disease-common_disease
100	3281	common_disease-common_disease
100	3881	common_disease-common_disease
100	6108	common_disease-common_disease
100	7797	common_disease-common_disease
100	10207	common_disease-common_disease
100	18679	common_disease-common_disease
2669	252	common_disease-common_disease
2669	324	common_disease-disease
2669	478	common_disease-common_disease
2669	1005	common_disease-common_disease
2669	1676	common_disease-common_disease
2669	1716	common_disease-common_disease
2669	1972	common_disease-common_disease
2669	2319	common_disease-common_disease
2669	2538	common_disease-common_disease
2669	2669	common_disease-common_disease
2669	2988	common_disease-common_disease
2669	3281	common_disease-common_disease
2669	4965	common_disease-common_disease
2669	7797	common_disease-common_disease
2669	10107	common_disease-common_disease
2669	10207	common_disease-common_disease
7794	149	common_disease-disease
7794	1499	common_disease-common_disease
7794	1676	common_disease-common_disease
7794	2310	common_disease-common_disease
7794	2319	common_disease-common_disease
7794	2538	common_disease-common_disease
7794	3881	common_disease-common_disease
7794	4219	common_disease-common_disease
7794	5357	common_disease-common_disease
7794	6458	common_disease-common_disease
7794	8012	common_disease-common_disease
3699	1676	common_disease-common_disease
3699	2183	common_disease-common_disease
3699	2843	common_disease-common_disease
3699	3009	common_disease-common_disease
3699	3699	common_disease-common_disease
3699	4219	common_disease-common_disease
3699	5007	common_disease-disease
7797	149	common_disease-disease
7797	1419	common_disease-common_disease
7797	2217	common_disease-common_disease
7797	2319	common_disease-common_disease
7797	2538	common_disease-common_disease
7797	3328	common_disease-disease
7797	6458	common_disease-common_disease
7797	7797	common_disease-common_disease
2681	149	common_disease-disease
2681	493	common_disease-common_disease
2681	1676	common_disease-common_disease
2681	1972	common_disease-common_disease
2681	5928	common_disease-common_disease
4219	252	common_disease-common_disease
4219	265	common_disease-common_disease
4219	1419	common_disease-common_disease
4219	2217	common_disease-common_disease
4219	2925	common_disease-common_disease
4219	4219	common_disease-common_disease
4219	4965	common_disease-common_disease
4219	5287	common_disease-common_disease
4219	6307	common_disease-common_disease
126	252	disease-common_disease
126	280	disease-common_disease
126	1972	disease-common_disease
126	2183	disease-common_disease
126	3209	disease-common_disease
8323	3536	common_pred_lci-common_pred_lci
4742	250	common_disease-common_disease
4742	1005	common_disease-common_disease
4742	1395	common_disease-common_disease
4742	3281	common_disease-common_disease
4742	3858	common_disease-common_disease
4742	3868	common_disease-common_disease
4742	3881	common_disease-common_disease
4742	4742	common_disease-common_disease
4742	6108	common_disease-common_disease
2183	265	common_disease-common_disease
2183	1005	common_disease-common_disease
2183	1676	common_disease-common_disease
2183	2524	common_disease-common_disease
2183	2538	common_disease-common_disease
2183	3281	common_disease-common_disease
2183	3868	common_disease-common_disease
2183	3881	common_disease-common_disease
2183	3939	common_disease-common_disease
2183	4900	common_disease-common_disease
3209	256	common_disease-disease
3209	478	common_disease-common_disease
3209	1178	common_disease-common_disease
3209	1726	common_disease-common_disease
3209	1972	common_disease-common_disease
1676	149	common_disease-disease
1676	238	common_disease-common_disease
1676	256	common_disease-disease
1676	925	common_disease-common_disease
1676	1419	common_disease-common_disease
1676	1533	common_disease-common_disease
1676	1676	common_disease-common_disease
1676	1716	common_disease-common_disease
1676	1726	common_disease-common_disease
1676	1972	common_disease-common_disease
1676	2015	common_disease-common_disease
1676	2217	common_disease-common_disease
