Disease ID,Disease Name,Recall-at-100,Recall-at-25,AUROC,Mean Average Precision,Ranks,Nodes
DB00071,DB00071,0.2,0.2,0.9894652555354408,0.04053082643479643,256.57142857142856,3796.4285714285716
DB06616,DB06616,0.4,0.1,0.9746414814127256,0.014343498478946119,547.4,2686.4
DB00028,DB00028,0.6,0.3,0.9964217756532232,0.02361117214378084,78.1,1625.8
DB00129,DB00129,0.6,0.45,0.9305384079832908,0.18340288322322557,1938.3333333333333,5359.25
DB01043,DB01043,0.6166666666666666,0.4333333333333333,0.9134692487499805,0.12479977420917325,2198.125,3851.125
DB00155,DB00155,0.5,0.1,0.8019771651350599,0.012515753167893084,3886.818181818182,8096.0
DB00907,DB00907,0.0,0.0,0.785166965740569,0.0009980850053287137,4630.222222222223,3587.3333333333335
DB01956,DB01956,0.55,0.55,0.8745751694679171,0.15227341188467863,2844.4210526315787,2634.5789473684213
DB00825,DB00825,0.45,0.05,0.7261510257124293,0.018165239329108886,6004.363636363636,2856.0
DB00128,DB00128,0.2,0.15,0.8685425082416307,0.06316511124186489,2832.7,5561.7
DB00398,DB00398,0.3,0.1,0.9860166148419733,0.01210781400097532,302.3,2421.7
DB01221,DB01221,0.2,0.03333333333333333,0.8520859456028731,0.012260850564237934,3587.1666666666665,3099.5416666666665
DB00909,DB00909,0.18333333333333332,0.06666666666666667,0.7261681374825825,0.02117825684757533,5737.925925925926,4893.481481481482
DB12695,DB12695,0.275,0.05,0.9132114803625377,0.010700569931205658,1865.4761904761904,5722.761904761905
DB01593,DB01593,0.16742424242424242,0.06742424242424243,0.8689196576738558,0.02626371340110249,2812.7731092436975,3242.9663865546217
DB00248,DB00248,0.4,0.1,0.9771672006314713,0.025728125042891105,493.25,1185.75
DB01136,DB01136,0.35,0.15,0.9310747446610957,0.01622175508165417,1480.0,1862.0588235294117
DB00201,DB00201,0.65,0.1833333333333333,0.952762679055362,0.04240823132028511,1089.03125,3986.15625
DB09283,DB09283,1.0,0.7333333333333333,0.9989389858841011,0.06263304248086857,24.476190476190474,4768.0
Mean,,0.3255782965773891,0.16594882779047931,0.8829534465870091,0.0474951686906363,2547.300533542901,3696.336539378653
Median,,0.3,0.1,0.895485701874607,0.016713012561661904,2351.8835294117644,3302.018477043673
STD,,0.23936933248013695,0.186210984347574,0.09384903279968018,0.08876917369671787,1970.4937120791465,1982.744011305759
