HGNC ID	NCBI gene ID	Ensembl gene ID
HGNC:52999	400548	ENSG00000278214
HGNC:53000	100996345	ENSG00000261803
HGNC:53001	101927580	ENSG00000261807
HGNC:53002	105374644	ENSG00000223597
HGNC:53003	101927835	ENSG00000253236
HGNC:53004	105379069	ENSG00000248708
HGNC:53005	401172	ENSG00000250490
HGNC:53006	105374677	ENSG00000249490
HGNC:53007	102467224	ENSG00000249797
HGNC:53008	100505811	ENSG00000250427
HGNC:53010	101929454	ENSG00000249332
HGNC:53012	101929505	ENSG00000248150
HGNC:53013	109729162	ENSG00000236437
HGNC:53014	105371071	ENSG00000261319
HGNC:27823	286114	ENSG00000253199
HGNC:53015	109729169	ENSG00000235385
HGNC:53016	111082988	ENSG00000254120
HGNC:53017	111082992	ENSG00000257906
HGNC:53018	111082990	ENSG00000259763
HGNC:53019	729083	ENSG00000225611
HGNC:27749	285629	ENSG00000253417
HGNC:53021	105374716	ENSG00000251443
HGNC:53022	105379076	ENSG00000250437
HGNC:53023	105374624	ENSG00000249830
HGNC:53024	107986389	ENSG00000251026
HGNC:53025	105371066	ENSG00000261811
HGNC:53026	101927629	ENSG00000261014
HGNC:53027	105371416	ENSG00000260259
HGNC:53028	400533	ENSG00000261122
HGNC:53030	105371252	ENSG00000261703
HGNC:53031	100996338	ENSG00000259517
HGNC:53033	100133461	ENSG00000250632
HGNC:53034	105377443	ENSG00000251632
HGNC:53035	105377355	ENSG00000249613
HGNC:53037	105377536	ENSG00000249297
HGNC:27550	283887	ENSG00000262155
HGNC:53038	105371379	ENSG00000260340
HGNC:53039	101927009	ENSG00000261617
HGNC:53040	105371248	ENSG00000261092
HGNC:53041	101927228	ENSG00000261623
HGNC:53042	102467079	ENSG00000261749
HGNC:53043	440390	ENSG00000232190
HGNC:53044	101928880	ENSG00000260420
HGNC:53045	105371273	ENSG00000283304
HGNC:53046	100505948	ENSG00000260854
HGNC:53047	101927311	ENSG00000262097
HGNC:53048	101927348	ENSG00000261856
HGNC:53050	102724344	ENSG00000261175
HGNC:53051	101928614	ENSG00000260026
HGNC:53052	105371173	ENSG00000261475
HGNC:53053	105371146	ENSG00000261636
HGNC:53054	100507534	ENSG00000261325
HGNC:53055	105371423	ENSG00000260923
HGNC:53057	105371142	ENSG00000260264
HGNC:53058	105371152	ENSG00000236481
HGNC:53062	107986402	ENSG00000250974
HGNC:53063	102724392	ENSG00000250387
HGNC:53064	101928885	ENSG00000249352
HGNC:53065	101929284	ENSG00000250198
HGNC:53066	102467214	ENSG00000250358
HGNC:53067	101927379	ENSG00000251538
HGNC:53068	101927740	ENSG00000245812
HGNC:53069	727924	ENSG00000280709
HGNC:53070	101929151	ENSG00000280639
HGNC:53071	105370880	ENSG00000259473
HGNC:53072	102723481	ENSG00000259289
HGNC:53073	101927153	ENSG00000258476
HGNC:52978	101927280	ENSG00000250891
HGNC:27827	286135	ENSG00000253279
HGNC:26327	147081	ENSG00000204650
HGNC:51483	104909134	ENSG00000263715
HGNC:53078	105374693	ENSG00000245662
HGNC:53079	101929412	ENSG00000249396
HGNC:53080	389273	ENSG00000249160
HGNC:53081	102467223	ENSG00000251311
HGNC:53082	102467225	ENSG00000249128
HGNC:53083	105379141	ENSG00000249551
HGNC:53084	101929544	ENSG00000248455
HGNC:53085	102723526	ENSG00000249662
HGNC:53086	102467655	ENSG00000253787
HGNC:53087	105374658	ENSG00000248457
HGNC:53090	105374648	ENSG00000250814
HGNC:53091	105377765	ENSG00000248717
HGNC:53092	646241	ENSG00000249937
HGNC:53093	102723839	ENSG00000249203
HGNC:53094	101928539	ENSG00000249584
HGNC:53095	729506	ENSG00000245729
HGNC:53096	101927697	ENSG00000276778
HGNC:53097	105374694	ENSG00000251273
HGNC:53098	101928769	ENSG00000250313
HGNC:53099	105379033	ENSG00000251543
HGNC:53100	109729131	ENSG00000248995
HGNC:53103	401134	ENSG00000250125
HGNC:53104	109729132	ENSG00000250488
HGNC:53105	109729164	ENSG00000248202
HGNC:53106	109729147	ENSG00000254689
HGNC:53107	109729133	ENSG00000251365
HGNC:53108	105375706	ENSG00000253434
HGNC:53116	109729166	ENSG00000223479
HGNC:27969	340107	ENSG00000248908
HGNC:53118	101927460	ENSG00000260192
HGNC:53126	105374676	ENSG00000251629
HGNC:53127	105379006	ENSG00000249736
HGNC:53129	340581	ENSG00000236091
HGNC:53929	105371018	ENSG00000259590
HGNC:53134	400958	ENSG00000237638
HGNC:53135	107987295	ENSG00000281903
HGNC:53140	105376310	ENSG00000223729
HGNC:53147	107984780	ENSG00000235160
HGNC:32351	26082	ENSG00000225930
HGNC:53148	105370737	ENSG00000235731
HGNC:53149	105371008	ENSG00000258483
HGNC:53150	105370762	ENSG00000261304
HGNC:53151	107984764	ENSG00000259485
HGNC:53152	101927286	ENSG00000259664
HGNC:53153	105370894	ENSG00000277718
HGNC:53157	100996255	ENSG00000261064
HGNC:53159	105372950	ENSG00000238042
HGNC:53165	110806294	ENSG00000257912
HGNC:53172	102723640	ENSG00000259783
HGNC:27956	339978	ENSG00000250456
HGNC:53173	101929199	ENSG00000249699
HGNC:53174	105377389	ENSG00000224932
HGNC:53175	105377390	ENSG00000228358
HGNC:53176	105377391	ENSG00000229565
HGNC:53179	101060498	ENSG00000249241
HGNC:53180	105377466	ENSG00000272727
HGNC:53181	105377338	ENSG00000248510
HGNC:53183	101928509	ENSG00000248174
HGNC:53184	101928478	ENSG00000250708
HGNC:53185	101929019	ENSG00000251210
HGNC:53186	105377249	ENSG00000240152
HGNC:53187	107986322	ENSG00000251283
HGNC:53188	100996286	ENSG00000245954
HGNC:53190	100506498	ENSG00000258586
HGNC:53191	100506085	ENSG00000248319
HGNC:53192	105377456	ENSG00000250141
HGNC:53193	107984027	ENSG00000258487
HGNC:53194	105374411	ENSG00000251635
HGNC:53195	107984637	ENSG00000258933
HGNC:53196	101929634	ENSG00000260792
HGNC:53197	105370423	ENSG00000257748
HGNC:53199	105370424	ENSG00000257056
HGNC:53200	105377656	ENSG00000248184
HGNC:53201	102723699	ENSG00000259719
HGNC:53202	101929422	ENSG00000259004
HGNC:53203	105370414	ENSG00000258098
HGNC:53204	101929002	ENSG00000258499
HGNC:27505	283575	ENSG00000246548
HGNC:53205	102724190	ENSG00000258819
HGNC:53206	105370540	ENSG00000258502
HGNC:53207	100129345	ENSG00000197176
HGNC:53208	101929080	ENSG00000258630
HGNC:53209	102724890	ENSG00000257185
HGNC:53210	101927062	ENSG00000257845
HGNC:53211	105370652	ENSG00000258511
HGNC:53212	105370610	ENSG00000258859
HGNC:53214	642426	ENSG00000257504
HGNC:53216	102723354	ENSG00000257556
HGNC:53218	105370646	ENSG00000258979
HGNC:53219	105370422	ENSG00000258175
HGNC:53220	101928599	ENSG00000258743
HGNC:53221	101927351	ENSG00000258998
HGNC:53222	105370479	ENSG00000258616
HGNC:53223	105370648	ENSG00000259110
HGNC:53224	102724338	ENSG00000258532
HGNC:53225	107984700	ENSG00000257986
HGNC:53226	105370471	ENSG00000258969
HGNC:53227	100506700	ENSG00000258675
HGNC:53228	105370607	ENSG00000258994
HGNC:53229	105370496	ENSG00000258808
HGNC:53230	102724294	ENSG00000258718
HGNC:53231	100132612	ENSG00000258869
HGNC:53232	105370439	ENSG00000258474
HGNC:53233	100507277	ENSG00000259082
HGNC:53234	644919	ENSG00000251363
HGNC:53235	102724380	ENSG00000258912
HGNC:53236	101930294	ENSG00000258678
HGNC:53237	100506999	ENSG00000258390
HGNC:53238	105370498	ENSG00000258694
HGNC:53239	105370676	ENSG00000258404
HGNC:53240	105370623	ENSG00000258884
HGNC:53241	101927729	ENSG00000258556
HGNC:53242	105370681	ENSG00000259230
HGNC:53244	100128233	ENSG00000255002
HGNC:53245	101929241	ENSG00000246084
HGNC:53246	105370425	ENSG00000257523
HGNC:53247	102724917	ENSG00000258038
HGNC:53248	101928767	ENSG00000258733
HGNC:53249	105370605	ENSG00000258814
HGNC:53250	105370611	ENSG00000258770
HGNC:53251	105370503	ENSG00000235269
HGNC:53252	105370400	ENSG00000259054
HGNC:53253	103191607	ENSG00000271564
HGNC:53254	101929077	ENSG00000274317
HGNC:53255	107984565	ENSG00000278630
HGNC:53256	105370309	ENSG00000271395
HGNC:53257	105370369	ENSG00000215881
HGNC:53258	101926897	ENSG00000277448
HGNC:53259	101926951	ENSG00000279797
HGNC:53260	105370125	ENSG00000275294
HGNC:53261	105370177	ENSG00000283554
HGNC:53262	105370253	ENSG00000280580
HGNC:53263	105370158	ENSG00000271850
HGNC:53264	105370154	ENSG00000227911
HGNC:53267	101928227	ENSG00000259225
HGNC:53268	100128714	ENSG00000206187
HGNC:53269	100128554	ENSG00000214043
HGNC:53270	101927505	ENSG00000273585
HGNC:53271	100506530	ENSG00000259284
HGNC:53272	105370059	ENSG00000256927
HGNC:53273	105371011	ENSG00000277987
HGNC:53274	102725022	ENSG00000259448
HGNC:53275	101927363	ENSG00000251329
HGNC:53276	107984503	ENSG00000257488
HGNC:53277	101927849	ENSG00000248210
HGNC:53278	105369984	ENSG00000257595
HGNC:53279	105374540	ENSG00000283314
HGNC:53281	107986226	ENSG00000251256
HGNC:53280	101927464	ENSG00000284848
HGNC:53282	105374484	ENSG00000248300
HGNC:53283	100996246	ENSG00000256576
HGNC:53284	102723766	ENSG00000249096
HGNC:53286	728175	ENSG00000180712
HGNC:53288	102723764	ENSG00000250190
HGNC:53285	105377586	ENSG00000254233
HGNC:53289	101928162	ENSG00000256888
HGNC:53290	101930452	ENSG00000260423
HGNC:53291	101927694	ENSG00000256659
HGNC:53292	100996679	ENSG00000256551
HGNC:27885	338797	ENSG00000230294
HGNC:53293	107984539	ENSG00000274659
HGNC:53294	440117	ENSG00000249873
HGNC:53295	105369822	ENSG00000257507
HGNC:53296	105377600	ENSG00000249747
HGNC:53297	101927616	ENSG00000256362
HGNC:53298	105370065	ENSG00000256292
HGNC:53300	105377424	ENSG00000250102
HGNC:53301	105369678	ENSG00000256994
HGNC:53302	101927109	ENSG00000251649
HGNC:53303	101928851	ENSG00000248505
HGNC:53304	400043	ENSG00000250742
HGNC:53305	100506107	ENSG00000250968
HGNC:53306	105374436	ENSG00000248143
HGNC:53308	100507195	ENSG00000251301
HGNC:53309	105369948	ENSG00000257193
HGNC:53312	105369717	ENSG00000257756
HGNC:53313	101929027	ENSG00000256232
HGNC:53315	101927653	ENSG00000257259
HGNC:53316	400046	ENSG00000255693
HGNC:53317	105369652	ENSG00000256582
HGNC:53318	101930023	ENSG00000277851
HGNC:53319	105369893	ENSG00000258183
HGNC:53320	400087	ENSG00000256597
HGNC:53321	105369841	ENSG00000258332
HGNC:53322	101927292	ENSG00000257771
HGNC:27463	283332	ENSG00000258135
HGNC:53323	100507616	ENSG00000205056
HGNC:53325	100506393	ENSG00000256287
HGNC:53326	105369891	ENSG00000257725
HGNC:53327	101927038	ENSG00000257784
HGNC:53328	101929084	ENSG00000257762
HGNC:53329	101927058	ENSG00000257510
HGNC:53330	105369785	ENSG00000257541
HGNC:53331	105369900	ENSG00000257893
HGNC:53333	101927592	ENSG00000249345
HGNC:53334	105369730	ENSG00000258144
HGNC:53337	100507175	ENSG00000203585
HGNC:53338	105369929	ENSG00000257920
HGNC:53339	105369920	ENSG00000258292
HGNC:53340	101927637	ENSG00000256022
HGNC:53341	102724933	ENSG00000258171
HGNC:53342	105369906	ENSG00000257345
HGNC:53343	105370085	ENSG00000256424
HGNC:53344	107161159	ENSG00000248703
HGNC:53345	107984528	ENSG00000257924
HGNC:53347	101930162	ENSG00000257048
HGNC:53348	100190940	ENSG00000214039
HGNC:53349	105370078	ENSG00000256906
HGNC:53350	102724433	ENSG00000256172
HGNC:53351	101927901	ENSG00000255970
HGNC:53352	105369723	ENSG00000255760
HGNC:53353	105370014	ENSG00000256750
HGNC:53354	105369860	ENSG00000258220
HGNC:53356	105369810	ENSG00000256259
HGNC:53357	101928449	ENSG00000257747
HGNC:53358	105377585	ENSG00000271538
HGNC:53359	101929448	ENSG00000248740
HGNC:53360	105377247	ENSG00000251266
HGNC:53361	107986319	ENSG00000250252
HGNC:53362	100506122	ENSG00000248872
HGNC:53363	100507639	ENSG00000248810
HGNC:27959	340017	ENSG00000234111
HGNC:53365	105377606	ENSG00000248370
HGNC:53366	107986311	ENSG00000251526
HGNC:53368	101928877	ENSG00000250754
HGNC:53369	107986333	ENSG00000248517
HGNC:53370	107986264	ENSG00000248238
HGNC:53371	105370016	ENSG00000255814
HGNC:53372	105370015	ENSG00000255618
HGNC:53373	105370070	ENSG00000256643
HGNC:53374	105369815	ENSG00000256077
HGNC:53375	101929584	ENSG00000256115
HGNC:53376	101928137	ENSG00000258123
HGNC:53377	105369840	ENSG00000257750
HGNC:53378	101060038	ENSG00000256039
HGNC:53379	730971	ENSG00000245468
HGNC:53380	105369792	ENSG00000257230
HGNC:53381	101927905	ENSG00000215241
HGNC:53382	105369739	ENSG00000257114
HGNC:53383	105369738	ENSG00000257164
HGNC:53384	105369924	ENSG00000283422
HGNC:53392	643770	ENSG00000245017
HGNC:53387	105369807	ENSG00000256268
HGNC:53388	105369597	ENSG00000256672
HGNC:53389	105369942	ENSG00000283052
HGNC:53393	107984439	ENSG00000258018
HGNC:53394	728084	ENSG00000246363
HGNC:53395	105369996	ENSG00000257476
HGNC:53396	105370013	ENSG00000255714
HGNC:53398	105369740	ENSG00000258331
HGNC:53399	105377434	ENSG00000251291
HGNC:53400	105370004	ENSG00000257683
HGNC:53401	105369854	ENSG00000257677
HGNC:53403	107986313	ENSG00000249618
HGNC:53405	101927282	ENSG00000246876
HGNC:53404	107984446	ENSG00000256763
HGNC:53406	105369684	ENSG00000256499
HGNC:53408	105377301	ENSG00000248408
HGNC:53409	100506159	ENSG00000225231
HGNC:53410	105369734	ENSG00000223914
HGNC:53411	105374561	ENSG00000248338
HGNC:53412	107986266	ENSG00000261121
HGNC:53417	110806276	ENSG00000228437
HGNC:53418	100506827	ENSG00000251350
HGNC:53419	105375475	ENSG00000225546
HGNC:53425	105377512	ENSG00000249425
HGNC:53446	100505984	ENSG00000285373
HGNC:53453	105377420	ENSG00000251326
HGNC:53454	105377652	ENSG00000251040
HGNC:27958	339988	ENSG00000246526
HGNC:53458	105374366	ENSG00000251580
HGNC:53457	441025	ENSG00000251383
HGNC:53459	105374394	ENSG00000248685
HGNC:53460	105377439	ENSG00000248456
HGNC:53466	441178	ENSG00000203688
HGNC:53467	111082994	ENSG00000249362
HGNC:53470	101928919	ENSG00000255007
HGNC:53471	105370822	ENSG00000259237
HGNC:53475	105377467	ENSG00000248686
HGNC:53476	100506272	ENSG00000250590
HGNC:53477	101929123	ENSG00000250819
HGNC:53479	105377671	ENSG00000250340
HGNC:27728	285484	ENSG00000249896
HGNC:53480	105377248	ENSG00000249066
HGNC:53482	102723778	ENSG00000251182
HGNC:53483	102723525	ENSG00000283083
HGNC:53484	728040	ENSG00000250436
HGNC:53488	101928679	ENSG00000249460
HGNC:53489	105374565	ENSG00000249882
HGNC:53491	100996694	ENSG00000250392
HGNC:53492	105377349	ENSG00000249614
HGNC:53493	101928288	ENSG00000248339
HGNC:53494	105374400	ENSG00000248215
HGNC:53495	102723828	ENSG00000251129
HGNC:53496	105377477	ENSG00000251688
HGNC:53497	105377610	ENSG00000251619
HGNC:53498	105377556	ENSG00000250263
HGNC:53499	729307	ENSG00000250341
HGNC:53500	105377441	ENSG00000248869
HGNC:53501	107986241	ENSG00000251061
HGNC:53502	105374410	ENSG00000248227
HGNC:53503	105377602	ENSG00000250042
HGNC:53504	102723920	ENSG00000250620
HGNC:53505	101927087	ENSG00000261083
HGNC:53506	105374374	ENSG00000249145
HGNC:53509	105377957	ENSG00000232316
HGNC:53510	105378147	ENSG00000226194
HGNC:53511	100505530	ENSG00000204110
HGNC:53560	105374885	ENSG00000228718
HGNC:53541	101928106	ENSG00000231056
HGNC:53542	643623	ENSG00000224506
HGNC:53545	100507194	ENSG00000230269
HGNC:53550	105377926	ENSG00000229654
HGNC:53553	105377946	ENSG00000227012
HGNC:53554	105378020	ENSG00000226004
HGNC:53555	102724053	ENSG00000234777
HGNC:53556	101928309	ENSG00000234015
HGNC:53557	107986533	ENSG00000220908
HGNC:53549	100422737	ENSG00000235142
HGNC:53566	105374895	ENSG00000260239
HGNC:53567	105377962	ENSG00000228777
HGNC:53569	101928820	ENSG00000234155
HGNC:53570	105377997	ENSG00000281248
HGNC:27784	285857	ENSG00000283215
HGNC:53571	401286	ENSG00000272549
HGNC:53572	100507406	ENSG00000234956
HGNC:53573	105377860	ENSG00000236635
HGNC:53574	101927686	ENSG00000230943
HGNC:53576	102724168	ENSG00000226453
HGNC:53577	101928406	ENSG00000232947
HGNC:53578	101929504	ENSG00000261039
HGNC:53580	105376561	ENSG00000254930
HGNC:53581	105376606	ENSG00000255117
HGNC:53582	105376554	ENSG00000254486
HGNC:53583	105376562	ENSG00000255411
HGNC:53584	101928280	ENSG00000226497
HGNC:53585	105369490	ENSG00000271584
HGNC:53586	100507431	ENSG00000254842
HGNC:53587	102723895	ENSG00000256422
HGNC:53588	105369449	ENSG00000255039
HGNC:53594	100507657	ENSG00000226741
HGNC:53593	101930164	ENSG00000260943
HGNC:53595	102724679	ENSG00000236611
HGNC:53596	105372955	ENSG00000225413
HGNC:53597	105372999	ENSG00000230866
HGNC:53598	105372972	ENSG00000236464
HGNC:53600	110806301	ENSG00000268307
HGNC:53601	110806285	ENSG00000224034
HGNC:53602	105377283	ENSG00000260265
HGNC:52923	105827617	ENSG00000263520
HGNC:53604	102724130	ENSG00000262352
HGNC:53605	105372138	ENSG00000267726
HGNC:53609	110806286	ENSG00000237552
HGNC:51430	102723344	ENSG00000259459
HGNC:39760	111082993	ENSG00000235781
HGNC:39766	105375014	ENSG00000237923
HGNC:53630	105375015	ENSG00000256166
HGNC:53634	105373615	ENSG00000229536
HGNC:53730	111216285	ENSG00000233236
HGNC:53746	111216282	ENSG00000233975
HGNC:53747	111216286	ENSG00000228709
HGNC:53748	102724233	ENSG00000232613
HGNC:53749	111216280	ENSG00000228742
HGNC:53750	111216287	ENSG00000235201
HGNC:27942	339807	ENSG00000233694
HGNC:53751	100506047	ENSG00000230587
HGNC:53792	100505817	ENSG00000261780
HGNC:53812	101805491	ENSG00000187600
HGNC:33275	100009613	ENSG00000254417
HGNC:50302	102724368	ENSG00000228350
HGNC:39958	100873974	ENSG00000224965
HGNC:50672	101927524	ENSG00000229108
HGNC:19827	102725045	ENSG00000257842
HGNC:53861	112441441	ENSG00000233978
HGNC:53901	388692	ENSG00000263590
HGNC:53933	100130417	ENSG00000223764
HGNC:53935	105371786	ENSG00000267440
HGNC:53946	401585	ENSG00000231566
HGNC:53948	105376834	ENSG00000233431
HGNC:53954	112588022	ENSG00000256155
HGNC:53931	113523635	ENSG00000233858
HGNC:53177	107986251	ENSG00000250986
HGNC:53966	105373185	ENSG00000223714
HGNC:37186	158257	ENSG00000230262
HGNC:53972	644794	ENSG00000273142
HGNC:53974	112935892	ENSG00000261618
HGNC:54047	100506022	ENSG00000284693
HGNC:54049	100996635	ENSG00000228971
HGNC:54052	101929541	ENSG00000226251
HGNC:27140	105378853	ENSG00000233593
HGNC:27177	151174	ENSG00000186235
HGNC:54060	101927070	ENSG00000226791
HGNC:54067	101929282	ENSG00000224048
HGNC:54068	101929596	ENSG00000231367
HGNC:54072	101927056	ENSG00000241288
HGNC:53402	100507487	ENSG00000251432
HGNC:54078	100508631	ENSG00000261761
HGNC:54089	113523642	ENSG00000256288
HGNC:54091	646730	ENSG00000242104
HGNC:54094	105377245	ENSG00000249382
HGNC:54097	101927523	ENSG00000225768
HGNC:54098	105378325	ENSG00000234756
HGNC:54099	105378349	ENSG00000259267
HGNC:54101	101929445	ENSG00000234944
HGNC:54103	105378470	ENSG00000229775
HGNC:54104	107984237	ENSG00000233643
HGNC:54105	102724589	ENSG00000236799
HGNC:54106	101927549	ENSG00000229466
HGNC:54107	105376490	ENSG00000226412
HGNC:54108	114515519	ENSG00000223470
HGNC:54110	105376495	ENSG00000227313
HGNC:54112	114515520	ENSG00000237772
HGNC:54114	107984178	ENSG00000234864
HGNC:54116	105378270	ENSG00000224265
HGNC:54117	105376493	ENSG00000233200
HGNC:54118	105376491	ENSG00000283000
HGNC:54119	102723350	ENSG00000224222
HGNC:54120	102724350	ENSG00000272430
HGNC:54122	105376365	ENSG00000230573
HGNC:54123	107984241	ENSG00000233590
HGNC:54125	105378531	ENSG00000230131
HGNC:54124	105376388	ENSG00000232591
HGNC:54126	105376444	ENSG00000230109
HGNC:54127	105376480	ENSG00000230720
HGNC:54129	105376351	ENSG00000234170
HGNC:54130	107984002	ENSG00000236303
HGNC:54131	101929646	ENSG00000223993
HGNC:54132	101928150	ENSG00000225948
HGNC:54134	399715	ENSG00000215244
HGNC:54135	105378397	ENSG00000233945
HGNC:54136	105378346	ENSG00000235645
HGNC:54137	105376468	ENSG00000237128
HGNC:54138	101926942	ENSG00000236373
HGNC:54140	102724039	ENSG00000226140
HGNC:54141	105378386	ENSG00000231082
HGNC:54142	399716	ENSG00000212743
HGNC:54144	102724264	ENSG00000234973
HGNC:54145	105378277	ENSG00000236769
HGNC:54146	101927904	ENSG00000226005
HGNC:54147	105378478	ENSG00000223381
HGNC:54148	105376348	ENSG00000231326
HGNC:54149	105376402	ENSG00000228636
HGNC:54150	101929352	ENSG00000272381
HGNC:54151	105376386	ENSG00000223581
HGNC:54152	107984280	ENSG00000283141
HGNC:54153	728327	ENSG00000224190
HGNC:54154	105376354	ENSG00000226762
HGNC:54155	101927880	ENSG00000233321
HGNC:54156	101928298	ENSG00000224788
HGNC:54158	101928887	ENSG00000224714
HGNC:54159	105378309	ENSG00000227121
HGNC:54167	101929180	ENSG00000260151
HGNC:54168	102724627	ENSG00000234952
HGNC:54169	112267862	ENSG00000264404
HGNC:54170	105755953	ENSG00000234752
HGNC:54171	102723629	ENSG00000228951
HGNC:54172	105376383	ENSG00000231483
HGNC:54173	105378385	ENSG00000226676
HGNC:54174	105376463	ENSG00000285737
HGNC:54175	101927419	ENSG00000229649
HGNC:54177	105376570	ENSG00000254661
HGNC:54179	101928132	ENSG00000254438
HGNC:54180	105369589	ENSG00000255512
HGNC:27350	221122	ENSG00000254654
HGNC:54186	105376594	ENSG00000254594
HGNC:54187	399886	ENSG00000255267
HGNC:54184	101927503	ENSG00000254872
HGNC:54192	105376513	ENSG00000285985
HGNC:54194	105376658	ENSG00000255226
HGNC:20358	145195	ENSG00000258913
HGNC:18147	101928638	ENSG00000198454
HGNC:27904	339263	ENSG00000212719
HGNC:33796	400359	ENSG00000175779
HGNC:54209	107984426	ENSG00000254699
HGNC:54210	101928812	ENSG00000254427
HGNC:54211	105369586	ENSG00000255327
HGNC:54212	105369512	ENSG00000256717
HGNC:54213	105376596	ENSG00000254456
HGNC:54214	105369436	ENSG00000255666
HGNC:54216	105369364	ENSG00000250508
HGNC:54217	101929011	ENSG00000237937
HGNC:54218	102724165	ENSG00000257067
HGNC:54220	105376647	ENSG00000255079
HGNC:54222	105369319	ENSG00000254952
HGNC:54223	105369584	ENSG00000255344
HGNC:54224	105376623	ENSG00000255427
HGNC:54225	100505570	ENSG00000227306
HGNC:54226	440028	ENSG00000245522
HGNC:54227	105376662	ENSG00000255269
HGNC:54228	105369423	ENSG00000255183
HGNC:54229	101929497	ENSG00000273409
HGNC:54230	105369454	ENSG00000255502
HGNC:54231	729305	ENSG00000251226
HGNC:54232	105369482	ENSG00000254659
HGNC:25454	374387	ENSG00000205106
HGNC:54234	105369588	ENSG00000285735
HGNC:54235	105376592	ENSG00000255418
HGNC:54236	105369473	ENSG00000254580
HGNC:54237	101928944	ENSG00000255178
HGNC:54238	105376620	ENSG00000255133
HGNC:54239	105376619	ENSG00000255169
HGNC:54240	107984366	ENSG00000231680
HGNC:54241	100996455	ENSG00000181908
HGNC:54242	105369563	ENSG00000273415
HGNC:54243	105376593	ENSG00000255193
HGNC:54244	105369541	ENSG00000254823
HGNC:54245	101928865	ENSG00000251323
HGNC:54246	102723330	ENSG00000255335
HGNC:54247	107984414	ENSG00000255406
HGNC:54248	100128239	ENSG00000204241
HGNC:54249	105369486	ENSG00000254416
HGNC:54250	100507521	ENSG00000255553
HGNC:54251	105369413	ENSG00000255382
HGNC:54252	101927120	ENSG00000255433
HGNC:54253	105369346	ENSG00000279243
HGNC:54254	105369443	ENSG00000256684
HGNC:54256	105369317	ENSG00000255008
HGNC:54257	100507205	ENSG00000255109
HGNC:54258	105376640	ENSG00000255388
HGNC:54259	105376603	ENSG00000249867
HGNC:54261	646522	ENSG00000255258
HGNC:54262	105369528	ENSG00000254863
HGNC:54263	101928591	ENSG00000255300
HGNC:54264	105369431	ENSG00000282916
HGNC:54266	105379407	ENSG00000255774
HGNC:54267	105369427	ENSG00000255187
HGNC:54268	100506082	ENSG00000254480
HGNC:54269	105369150	ENSG00000254518
HGNC:54271	105376569	ENSG00000254946
HGNC:54272	105376550	ENSG00000254401
HGNC:54273	101928443	ENSG00000248844
HGNC:54274	105369360	ENSG00000251637
HGNC:54275	105376605	ENSG00000254530
HGNC:54276	105369428	ENSG00000255332
HGNC:54277	101928813	ENSG00000255363
HGNC:54278	105376602	ENSG00000248990
HGNC:54279	103312105	ENSG00000255175
HGNC:54280	105376633	ENSG00000254516
HGNC:54281	107984359	ENSG00000255362
HGNC:27443	283140	ENSG00000250303
HGNC:54282	101928823	ENSG00000254968
HGNC:54283	387810	ENSG00000255484
HGNC:54285	105373110	ENSG00000234476
HGNC:54286	105376744	ENSG00000229484
HGNC:54287	105372883	ENSG00000284237
HGNC:54288	105373212	ENSG00000229291
HGNC:54289	105372891	ENSG00000259815
HGNC:54290	107985457	ENSG00000228215
HGNC:54291	105372907	ENSG00000224535
HGNC:54292	105371455	ENSG00000271736
HGNC:54293	102723761	ENSG00000237980
HGNC:27923	339529	ENSG00000226828
HGNC:54294	105372911	ENSG00000283518
HGNC:54295	105371620	ENSG00000224977
HGNC:54297	105378753	ENSG00000232453
HGNC:54298	105378760	ENSG00000238242
HGNC:54299	105372929	ENSG00000231529
HGNC:54300	105376673	ENSG00000284668
HGNC:54301	105376680	ENSG00000284674
HGNC:54302	105376681	ENSG00000231510
HGNC:54303	400743	ENSG00000204362
HGNC:54304	105378734	ENSG00000235741
HGNC:54305	107985124	ENSG00000226822
HGNC:54307	105378655	ENSG00000284623
HGNC:54308	105378852	ENSG00000229201
HGNC:54309	105378855	ENSG00000285532
HGNC:54310	400800	ENSG00000231718
HGNC:54313	102723661	ENSG00000237435
HGNC:54315	105378786	ENSG00000235446
HGNC:54316	107983999	ENSG00000285462
HGNC:54317	105376879	ENSG00000285823
HGNC:54318	105379778	ENSG00000226133
HGNC:54319	105378824	ENSG00000285210
HGNC:27918	339468	ENSG00000227016
HGNC:54320	105378799	ENSG00000285808
HGNC:54323	107985194	ENSG00000227082
HGNC:54324	112268275	ENSG00000235887
HGNC:27642	284632	ENSG00000230023
HGNC:54325	101927844	ENSG00000284240
HGNC:54326	100996732	ENSG00000232527
HGNC:54328	107985228	ENSG00000227740
HGNC:54338	105371228	ENSG00000274372
HGNC:54339	100505824	ENSG00000232265
HGNC:27628	284561	ENSG00000238107
HGNC:54340	105378712	ENSG00000284696
HGNC:54341	100506571	ENSG00000276255
HGNC:54342	107984028	ENSG00000236648
HGNC:54343	107985740	ENSG00000284678
HGNC:54344	107984957	ENSG00000230138
HGNC:54345	107985338	ENSG00000225334
HGNC:54346	112267873	ENSG00000236975
HGNC:54347	105373158	ENSG00000282111
HGNC:54348	105371638	ENSG00000225857
HGNC:32042	400804	ENSG00000234754
HGNC:54349	107985229	ENSG00000231966
HGNC:54350	105371462	ENSG00000224943
HGNC:54351	105369876	ENSG00000258815
