HGNC ID	NCBI gene ID	Ensembl gene ID
HGNC:27548	100507321	ENSG00000260565
HGNC:42970	100288413	ENSG00000226887
HGNC:27919	339476	ENSG00000230426
HGNC:26501	147664	ENSG00000269526
HGNC:39051	100271846	ENSG00000268964
HGNC:13525	30816	ENSG00000242950
HGNC:17474	90952	ENSG00000149564
HGNC:24645	114799	ENSG00000141446
HGNC:27230	157570	ENSG00000171320
HGNC:3465	2098	ENSG00000139684
HGNC:15898	51575	ENSG00000089048
HGNC:3466	11082	ENSG00000164283
HGNC:16856	9700	ENSG00000135476
HGNC:13281	83715	ENSG00000187017
HGNC:27937	339768	ENSG00000144488
HGNC:23285	284729	ENSG00000268869
HGNC:3467	2099	ENSG00000091831
HGNC:3468	2100	ENSG00000140009
HGNC:39079	790952	ENSG00000265992
HGNC:25966	54845	ENSG00000104413
HGNC:26152	80004	ENSG00000103067
HGNC:3471	2101	ENSG00000173153
HGNC:3472	144847	ENSG00000215572
HGNC:24647	144832	ENSG00000235438
HGNC:3473	2103	ENSG00000119715
HGNC:3474	2104	ENSG00000196482
HGNC:16817	8220	ENSG00000100056
HGNC:14865	80712	ENSG00000123576
HGNC:29534	23344	ENSG00000139641
HGNC:22211	57488	ENSG00000117868
HGNC:24295	83850	ENSG00000158220
HGNC:24648	54465	ENSG00000143971
HGNC:53449	101928677	ENSG00000238210
HGNC:44269	100129515	ENSG00000224107
HGNC:53450	110806299	ENSG00000283644
HGNC:3477	2107	ENSG00000120705
HGNC:3478	6824	ENSG00000232757
HGNC:3479	6825	ENSG00000240132
HGNC:3480	100132121	ENSG00000233833
HGNC:3481	2108	ENSG00000140374
HGNC:3482	2109	ENSG00000105379
HGNC:28739	254013	ENSG00000139160
HGNC:3483	2110	ENSG00000171503
HGNC:27052	144363	ENSG00000205707
HGNC:23287	23474	ENSG00000105755
HGNC:24649	55500	ENSG00000139163
HGNC:25575	55224	ENSG00000143845
HGNC:14404	64850	ENSG00000164089
HGNC:3488	2113	ENSG00000134954
HGNC:53932	101929517	ENSG00000254588
HGNC:3489	2114	ENSG00000157557
HGNC:3490	2115	ENSG00000006468
HGNC:3491	2116	ENSG00000105672
HGNC:3492	2117	ENSG00000117036
HGNC:33834	440695	ENSG00000253831
HGNC:3493	2118	ENSG00000175832
HGNC:3494	2119	ENSG00000244405
HGNC:40222	100873934	ENSG00000234197
HGNC:3495	2120	ENSG00000139083
HGNC:18160	51513	ENSG00000010030
HGNC:40833	105375037	ENSG00000224666
HGNC:25816	84141	ENSG00000115363
HGNC:25558	55194	ENSG00000142694
HGNC:13239	59271	ENSG00000166979
HGNC:3497	2121	ENSG00000072840
HGNC:19747	132884	ENSG00000173040
HGNC:3499	2123	ENSG00000126860
HGNC:3500	2124	ENSG00000185862
HGNC:3501	7813	ENSG00000067208
HGNC:30464	115704	ENSG00000142459
HGNC:20234	51466	ENSG00000196405
HGNC:3503	2125	ENSG00000167880
HGNC:35236	645027	ENSG00000214860
HGNC:3506	2128	ENSG00000106038
HGNC:40223	101410536	ENSG00000253405
HGNC:3507	344191	ENSG00000174279
HGNC:26596	283673	ENSG00000212766
HGNC:3508	2130	ENSG00000182944
HGNC:28507	161829	ENSG00000178997
HGNC:20217	55218	ENSG00000081177
HGNC:26023	54932	ENSG00000187609
HGNC:3511	9156	ENSG00000174371
HGNC:26115	64789	ENSG00000164002
HGNC:30380	55763	ENSG00000090989
HGNC:53433	644145	ENSG00000250821
HGNC:24968	55770	ENSG00000112685
HGNC:30378	11336	ENSG00000180104
HGNC:25175	116349	ENSG00000221990
HGNC:27540	283849	ENSG00000179044
HGNC:30162	90332	ENSG00000283632
HGNC:20120	91828	ENSG00000205436
HGNC:30389	60412	ENSG00000131558
HGNC:10696	10640	ENSG00000070367
HGNC:43870	644548	ENSG00000180673
HGNC:23196	54536	ENSG00000138190
HGNC:17085	23233	ENSG00000144036
HGNC:23214	23265	ENSG00000182473
HGNC:43871	391681	ENSG00000250485
HGNC:24659	149371	ENSG00000116903
HGNC:3347	9941	ENSG00000157036
HGNC:44547	100128324	ENSG00000263748
HGNC:17286	51013	ENSG00000171311
HGNC:17097	23404	ENSG00000130713
HGNC:17944	51010	ENSG00000107371
HGNC:33989	100151640	ENSG00000229007
HGNC:33990	100190954	ENSG00000269763
HGNC:18189	54512	ENSG00000178896
HGNC:24662	56915	ENSG00000077348
HGNC:19055	118460	ENSG00000223496
HGNC:28112	23016	ENSG00000075914
HGNC:17035	11340	ENSG00000120699
HGNC:9137	5393	ENSG00000123737
HGNC:9138	5394	ENSG00000171824
HGNC:40456	105376736	ENSG00000230337
HGNC:30578	23086	ENSG00000110723
HGNC:3512	2131	ENSG00000182197
HGNC:3513	2132	ENSG00000151348
HGNC:3515	2134	ENSG00000158008
HGNC:3516	2135	ENSG00000162694
HGNC:3517	100287682	ENSG00000223976
HGNC:3518	2137	ENSG00000012232
HGNC:27985	101929402	ENSG00000246339
HGNC:3519	2138	ENSG00000104313
HGNC:3520	2139	ENSG00000064655
HGNC:3521	2140	ENSG00000158161
HGNC:3522	2070	ENSG00000112319
HGNC:21555	346007	ENSG00000188107
HGNC:3526	2145	ENSG00000108799
HGNC:3527	2146	ENSG00000106462
HGNC:39918	266693	ENSG00000231300
HGNC:33738	340602	ENSG00000187690
HGNC:12691	7430	ENSG00000092820
HGNC:40609	101409257	ENSG00000233893
HGNC:3535	2147	ENSG00000180210
HGNC:3537	2149	ENSG00000181104
HGNC:3538	2150	ENSG00000164251
HGNC:3539	2151	ENSG00000164220
HGNC:3540	9002	ENSG00000127533
HGNC:3541	2152	ENSG00000117525
HGNC:3542	2153	ENSG00000198734
HGNC:3544	2155	ENSG00000057593
HGNC:3546	2157	ENSG00000185010
HGNC:3547	8263	ENSG00000277203
HGNC:31849	474383	ENSG00000274791
HGNC:31850	474384	ENSG00000277150
HGNC:3551	2158	ENSG00000101981
HGNC:3528	2159	ENSG00000126218
HGNC:40225	104413892	ENSG00000231882
HGNC:3529	2160	ENSG00000088926
HGNC:27725	285441	ENSG00000251165
HGNC:14685	50848	ENSG00000158769
HGNC:3530	2161	ENSG00000131187
HGNC:3531	2162	ENSG00000124491
HGNC:3534	2165	ENSG00000143278
HGNC:21197	79152	ENSG00000103089
HGNC:3553	2166	ENSG00000117480
HGNC:26440	158584	ENSG00000165591
HGNC:50679	729041	ENSG00000232022
HGNC:26428	199990	ENSG00000162585
HGNC:28467	91442	ENSG00000131944
HGNC:26171	80233	ENSG00000185504
HGNC:3555	2168	ENSG00000163586
HGNC:3556	2169	ENSG00000145384
HGNC:3557	2170	ENSG00000121769
HGNC:3558	56677	ENSG00000233259
HGNC:3559	2167	ENSG00000170323
HGNC:3560	2171	ENSG00000164687
HGNC:31059	387934	ENSG00000236972
HGNC:31060	729163	ENSG00000236044
HGNC:22573	220832	ENSG00000241735
HGNC:31061	404766	ENSG00000229287
HGNC:31068	100288964	ENSG00000213716
HGNC:31069	100130687	ENSG00000249919
HGNC:31070	728641	ENSG00000234964
HGNC:31063	728729	ENSG00000259308
HGNC:31064	642956	ENSG00000259630
HGNC:31066	344332	ENSG00000213201
HGNC:19328	266699	ENSG00000240122
HGNC:31067	100270673	ENSG00000249367
HGNC:38717	106480712	ENSG00000234958
HGNC:31065	100873957	ENSG00000234588
HGNC:31071	100873958	ENSG00000237106
HGNC:3561	2172	ENSG00000170231
HGNC:40226	105377690	ENSG00000247699
HGNC:3562	2173	ENSG00000164434
HGNC:41951	100506953	ENSG00000226766
HGNC:41952	100874317	ENSG00000235129
HGNC:3563	646480	ENSG00000205186
HGNC:34524	646486	ENSG00000197416
HGNC:45176	106479057	ENSG00000216265
HGNC:3573	8772	ENSG00000168040
HGNC:3574	3992	ENSG00000149485
HGNC:3575	9415	ENSG00000134824
HGNC:43618	643181	ENSG00000274150
HGNC:3576	3995	ENSG00000221968
HGNC:30459	283985	ENSG00000172782
HGNC:3578	11124	ENSG00000185104
HGNC:40228	105378715	ENSG00000225767
HGNC:24666	23197	ENSG00000113194
HGNC:45172	100128043	ENSG00000228759
HGNC:3579	2184	ENSG00000103876
HGNC:14169	81889	ENSG00000180185
HGNC:24252	51011	ENSG00000115042
HGNC:25318	151313	ENSG00000144199
HGNC:44135	729234	ENSG00000231584
HGNC:32441	729610	ENSG00000257302
HGNC:18703	55179	ENSG00000158234
HGNC:17067	23017	ENSG00000135472
HGNC:43713	100874054	ENSG00000228126
HGNC:13749	60343	ENSG00000071889
HGNC:1253	54097	ENSG00000183844
HGNC:18664	10447	ENSG00000196937
HGNC:34501	286460	ENSG00000174028
HGNC:18665	131177	ENSG00000198643
HGNC:41276	105377108	ENSG00000244383
HGNC:16372	51439	ENSG00000137414
HGNC:16373	728097	ENSG00000254722
HGNC:16374	100129594	ENSG00000224337
HGNC:16375	386726	ENSG00000232730
HGNC:16376	114181	ENSG00000238101
HGNC:16377	114182	ENSG00000218772
HGNC:18403	171482	ENSG00000183304
HGNC:18404	171483	ENSG00000177138
HGNC:18405	171484	ENSG00000187268
HGNC:19367	10144	ENSG00000138640
HGNC:19370	285512	ENSG00000248019
HGNC:1335	51306	ENSG00000031003
HGNC:19371	220965	ENSG00000148541
HGNC:23015	54757	ENSG00000108950
HGNC:23017	9917	ENSG00000116199
HGNC:22140	56975	ENSG00000177706
HGNC:45010	100421577	ENSG00000235618
HGNC:45011	100288690	ENSG00000237840
HGNC:23470	118670	ENSG00000203795
HGNC:23475	196792	ENSG00000213185
HGNC:23436	643161	ENSG00000188100
HGNC:23584	100132929	ENSG00000273225
HGNC:23586	644054	ENSG00000276430
HGNC:23587	643479	ENSG00000231122
HGNC:23590	100133093	ENSG00000189090
HGNC:23667	100133121	ENSG00000278763
HGNC:23668	100132948	ENSG00000231527
HGNC:28655	100131997	ENSG00000274026
HGNC:32410	284123	ENSG00000178130
HGNC:19955	9834	ENSG00000226777
HGNC:31023	105379202	ENSG00000277988
HGNC:31024	654499	ENSG00000259698
HGNC:24563	26017	ENSG00000105058
HGNC:30945	399656	ENSG00000203416
HGNC:34239	645646	ENSG00000213525
HGNC:34240	100190955	ENSG00000265472
HGNC:34241	100190956	ENSG00000256125
HGNC:23955	340618	ENSG00000224989
HGNC:37135	100302526	ENSG00000226362
HGNC:27635	284593	ENSG00000230368
HGNC:26888	131583	ENSG00000185112
HGNC:31791	163933	ENSG00000183114
HGNC:29962	158724	ENSG00000185448
HGNC:26659	170062	ENSG00000189132
HGNC:25301	442444	ENSG00000198173
HGNC:34342	139249	ENSG00000174678
HGNC:34343	100129583	ENSG00000189157
HGNC:44667	100631383	ENSG00000272414
HGNC:18786	9130	ENSG00000071859
HGNC:18789	26240	ENSG00000145945
HGNC:31860	152877	ENSG00000174137
HGNC:28968	9679	ENSG00000189319
HGNC:49499	101927944	ENSG00000233334
HGNC:1336	51307	ENSG00000120709
HGNC:30444	100133172	ENSG00000227888
HGNC:28890	100128890	ENSG00000215374
HGNC:21644	440078	ENSG00000226711
HGNC:24159	100132923	ENSG00000255052
HGNC:18735	100132103	ENSG00000225725
HGNC:26541	149647	ENSG00000162771
HGNC:28397	153745	ENSG00000170613
HGNC:49805	100421478	ENSG00000270683
HGNC:28594	196472	ENSG00000180219
HGNC:20101	161142	ENSG00000172717
HGNC:25107	112703	ENSG00000142530
HGNC:25278	284418	ENSG00000180043
HGNC:30704	84691	ENSG00000135248
HGNC:27998	346653	ENSG00000205085
HGNC:24044	729533	ENSG00000196550
HGNC:24805	653820	ENSG00000188610
HGNC:30602	554282	ENSG00000263513
HGNC:33593	728833	ENSG00000215784
HGNC:32029	401507	ENSG00000215112
HGNC:32031	728495	ENSG00000274355
HGNC:32032	401508	ENSG00000274583
HGNC:34036	653123	ENSG00000274516
HGNC:34037	100996582	ENSG00000277260
HGNC:28530	199870	ENSG00000009780
HGNC:28492	143684	ENSG00000077458
HGNC:25465	286336	ENSG00000126882
HGNC:13495	149297	ENSG00000188859
HGNC:40639	105371586	ENSG00000203307
HGNC:28379	145773	ENSG00000157470
HGNC:26335	153643	ENSG00000153347
HGNC:28210	84985	ENSG00000147689
HGNC:48658	100131726	ENSG00000204949
HGNC:21357	222584	ENSG00000168143
HGNC:16121	128876	ENSG00000125998
HGNC:16113	140846	ENSG00000235214
HGNC:16122	81610	ENSG00000101447
HGNC:25972	54854	ENSG00000105523
HGNC:25148	113828	ENSG00000133477
HGNC:32554	644815	ENSG00000188522
HGNC:24797	286077	ENSG00000180921
HGNC:32160	105379219	ENSG00000253893
HGNC:28268	85002	ENSG00000186523
HGNC:32222	653333	ENSG00000145002
HGNC:44371	286042	ENSG00000173295
HGNC:25561	55199	ENSG00000158483
HGNC:42392	645332	ENSG00000160172
HGNC:32659	692099	ENSG00000244026
HGNC:28017	348926	ENSG00000251669
HGNC:42357	653113	ENSG00000164845
HGNC:42358	387745	ENSG00000166492
HGNC:42359	729375	ENSG00000253540
HGNC:44097	100125556	ENSG00000171084
HGNC:44098	100287013	ENSG00000163612
HGNC:44099	641924	ENSG00000242731
HGNC:44100	644517	ENSG00000186234
HGNC:27233	157693	ENSG00000182366
HGNC:32236	400728	ENSG00000177757
HGNC:25057	375061	ENSG00000182118
HGNC:16708	23625	ENSG00000176973
HGNC:25526	55138	ENSG00000171847
HGNC:32250	729689	ENSG00000205879
HGNC:32251	389611	ENSG00000233132
HGNC:32252	441313	ENSG00000249005
HGNC:32253	441315	ENSG00000215373
HGNC:32254	389618	ENSG00000248944
HGNC:32255	441317	ENSG00000285975
HGNC:32256	441324	ENSG00000285937
HGNC:32257	441327	ENSG00000285607
HGNC:32258	441328	ENSG00000285950
HGNC:32259	441331	ENSG00000233115
HGNC:32260	645879	ENSG00000254229
HGNC:32261	441314	ENSG00000223885
HGNC:32262	645651	ENSG00000285814
HGNC:32263	389630	ENSG00000230045
HGNC:32264	441323	ENSG00000285620
HGNC:32265	728746	ENSG00000285720
HGNC:32266	441326	ENSG00000285913
HGNC:32267	728753	ENSG00000285657
HGNC:32268	728430	ENSG00000233295
HGNC:32269	619418	ENSG00000234749
HGNC:32270	645558	ENSG00000285687
HGNC:32271	645572	ENSG00000285765
HGNC:32272	441332	ENSG00000215354
HGNC:32246	389633	ENSG00000251402
HGNC:43746	100287045	ENSG00000229924
HGNC:43617	646508	ENSG00000189348
HGNC:43747	100128254	ENSG00000269118
HGNC:26306	157769	ENSG00000176853
HGNC:51523	101929801	ENSG00000284842
HGNC:32273	729182	ENSG00000242352
HGNC:32318	100133036	ENSG00000223839
HGNC:45272	100289137	ENSG00000283486
HGNC:43861	106480777	ENSG00000234048
HGNC:43862	391174	ENSG00000224566
HGNC:24520	25940	ENSG00000119812
HGNC:26773	283742	ENSG00000171262
HGNC:27119	147965	ENSG00000130244
HGNC:32368	387742	ENSG00000205866
HGNC:32369	100132464	ENSG00000205865
HGNC:31419	399665	ENSG00000167106
HGNC:27637	284611	ENSG00000162636
HGNC:25918	84923	ENSG00000133193
HGNC:25085	90736	ENSG00000182518
HGNC:25682	80039	ENSG00000273018
HGNC:38396	100129396	ENSG00000288235
HGNC:38397	100874406	ENSG00000266960
HGNC:30827	11170	ENSG00000168309
HGNC:23726	83641	ENSG00000065809
HGNC:16188	83541	ENSG00000125898
HGNC:28587	90362	ENSG00000169122
HGNC:33340	642273	ENSG00000184731
HGNC:25860	79927	ENSG00000197245
HGNC:24725	63901	ENSG00000166801
HGNC:53752	101927204	ENSG00000245571
HGNC:24200	374393	ENSG00000189057
HGNC:25087	92689	ENSG00000197712
HGNC:1333	10827	ENSG00000055147
HGNC:24179	81558	ENSG00000121104
HGNC:14440	150864	ENSG00000138439
HGNC:1313	55007	ENSG00000100376
HGNC:26110	79607	ENSG00000197798
HGNC:13247	23196	ENSG00000048828
HGNC:23389	158293	ENSG00000188938
HGNC:21109	84498	ENSG00000112584
HGNC:16949	54954	ENSG00000184083
HGNC:23490	116224	ENSG00000187866
HGNC:30490	159090	ENSG00000156504
HGNC:25202	159091	ENSG00000156500
HGNC:26413	220108	ENSG00000150510
HGNC:26224	79843	ENSG00000124019
HGNC:24587	84668	ENSG00000122591
HGNC:28593	285172	ENSG00000155744
HGNC:28308	131408	ENSG00000175182
HGNC:22202	9715	ENSG00000159784
HGNC:26717	348487	ENSG00000185519
HGNC:26748	286499	ENSG00000179083
HGNC:28629	257415	ENSG00000234545
HGNC:44190	728640	ENSG00000183055
HGNC:44192	728066	ENSG00000230562
HGNC:54729	100505694	ENSG00000270528
HGNC:54730	100421606	ENSG00000225934
HGNC:54731	100421617	ENSG00000256079
HGNC:21084	57579	ENSG00000082269
HGNC:40955	105377849	ENSG00000224349
HGNC:28029	51059	ENSG00000147724
HGNC:25911	84908	ENSG00000035141
HGNC:21110	387071	ENSG00000232654
HGNC:32334	645520	ENSG00000237613
HGNC:33582	654412	ENSG00000226516
HGNC:32333	654835	ENSG00000218839
HGNC:33583	677784	ENSG00000249054
HGNC:32335	100124412	ENSG00000248893
HGNC:33581	641702	ENSG00000282591
HGNC:24527	25854	ENSG00000109794
HGNC:29162	317662	ENSG00000138286
HGNC:31735	388181	ENSG00000214424
HGNC:25032	338094	ENSG00000162391
HGNC:33716	167555	ENSG00000152380
HGNC:29940	285596	ENSG00000170074
HGNC:27323	202134	ENSG00000182230
HGNC:33936	653316	ENSG00000204677
HGNC:33877	728215	ENSG00000204442
HGNC:41503	100874375	ENSG00000227248
HGNC:30701	27112	ENSG00000130054
HGNC:30114	29057	ENSG00000268350
HGNC:31962	727866	ENSG00000179304
HGNC:34079	728262	ENSG00000236438
HGNC:34080	100132403	ENSG00000233013
HGNC:34081	100996541	ENSG00000260528
HGNC:34237	729830	ENSG00000164142
HGNC:53123	105377486	ENSG00000251611
HGNC:25378	84067	ENSG00000051009
HGNC:29320	57700	ENSG00000151553
HGNC:16492	64760	ENSG00000158863
HGNC:25808	84140	ENSG00000170264
HGNC:19854	145483	ENSG00000156050
HGNC:17865	26355	ENSG00000114023
HGNC:21549	221303	ENSG00000183807
HGNC:28274	148753	ENSG00000143340
HGNC:33277	642968	ENSG00000196990
HGNC:33818	401565	ENSG00000188163
HGNC:34242	730112	ENSG00000215187
HGNC:27938	339778	ENSG00000173557
HGNC:15549	83648	ENSG00000154319
HGNC:15548	83656	ENSG00000184608
HGNC:28133	84734	ENSG00000183615
HGNC:28999	23201	ENSG00000054965
HGNC:27016	130074	ENSG00000152102
HGNC:29138	26049	ENSG00000198780
HGNC:26835	283777	ENSG00000283597
HGNC:27963	340069	ENSG00000164334
HGNC:19736	170370	ENSG00000172538
HGNC:45006	100506733	ENSG00000234736
HGNC:23522	221061	ENSG00000148468
HGNC:30480	284069	ENSG00000161682
HGNC:29412	165215	ENSG00000144369
HGNC:25365	83989	ENSG00000113391
HGNC:34336	131909	ENSG00000175841
HGNC:24943	345757	ENSG00000174132
HGNC:34339	400451	ENSG00000185442
HGNC:26073	55009	ENSG00000228300
HGNC:19829	283635	ENSG00000151327
HGNC:34441	728710	ENSG00000214886
HGNC:34395	400823	ENSG00000197520
HGNC:28036	51252	ENSG00000168754
HGNC:33773	389558	ENSG00000189320
HGNC:34451	399888	ENSG00000196666
HGNC:20491	90050	ENSG00000140067
HGNC:20133	283592	ENSG00000258584
HGNC:28512	220382	ENSG00000182103
HGNC:16222	284800	ENSG00000125804
HGNC:34503	728882	ENSG00000175170
HGNC:34347	440585	ENSG00000186973
HGNC:34511	340286	ENSG00000164556
HGNC:51331	101060105	ENSG00000205716
HGNC:20991	79632	ENSG00000111879
HGNC:29235	27146	ENSG00000047662
HGNC:22412	222234	ENSG00000222011
HGNC:21813	641808	ENSG00000214439
HGNC:26980	121006	ENSG00000185958
HGNC:25296	84070	ENSG00000135436
HGNC:35153	100528020	ENSG00000214447
HGNC:26366	148109	ENSG00000177558
HGNC:49213	100421621	ENSG00000262497
HGNC:29075	23359	ENSG00000104059
HGNC:24820	9413	ENSG00000135063
HGNC:1233	10712	ENSG00000160767
HGNC:37194	152667	ENSG00000231841
HGNC:16822	8603	ENSG00000125386
HGNC:25524	54540	ENSG00000146067
HGNC:37464	100289265	ENSG00000224336
HGNC:18848	252946	ENSG00000234803
HGNC:37465	107987341	ENSG00000230066
HGNC:37466	100289188	ENSG00000274196
HGNC:37467	100289150	ENSG00000225516
HGNC:37468	105379270	ENSG00000237802
HGNC:37469	105379269	ENSG00000228383
HGNC:37470	105379268	ENSG00000225560
HGNC:37477	100132932	ENSG00000234830
HGNC:37627	100288465	ENSG00000235719
HGNC:53132	285505	ENSG00000248429
HGNC:25195	139231	ENSG00000123575
HGNC:25401	221786	ENSG00000221909
HGNC:27740	285550	ENSG00000237765
HGNC:27239	158228	ENSG00000204860
HGNC:27933	339742	ENSG00000230992
HGNC:25794	63877	ENSG00000165669
HGNC:42011	100420875	ENSG00000233040
HGNC:42012	100420916	ENSG00000230902
HGNC:42013	100420963	ENSG00000258552
HGNC:41911	259308	ENSG00000205108
HGNC:24504	389715	ENSG00000257198
HGNC:42673	100129969	ENSG00000187791
HGNC:15811	85395	ENSG00000160256
HGNC:39715	729535	ENSG00000228797
HGNC:42676	727987	ENSG00000232797
HGNC:16100	200232	ENSG00000124103
HGNC:16101	388799	ENSG00000213714
HGNC:28346	125228	ENSG00000177150
HGNC:16102	116151	ENSG00000124098
HGNC:44938	100131328	ENSG00000213770
HGNC:25609	56204	ENSG00000047346
HGNC:25666	80256	ENSG00000005238
HGNC:54597	645180	ENSG00000240487
HGNC:17505	23591	ENSG00000267496
HGNC:43639	644297	ENSG00000232300
HGNC:30180	29902	ENSG00000204856
HGNC:26883	144809	ENSG00000179813
HGNC:21362	222826	ENSG00000145975
HGNC:16170	63939	ENSG00000196227
HGNC:26466	152756	ENSG00000250486
HGNC:43779	101059914	ENSG00000221891
HGNC:19920	203259	ENSG00000164970
HGNC:24695	57184	ENSG00000178761
HGNC:22422	84792	ENSG00000178397
HGNC:23678	647044	ENSG00000176007
HGNC:43640	100507415	ENSG00000213612
HGNC:27977	340277	ENSG00000188732
HGNC:30762	392307	ENSG00000204930
HGNC:25915	84915	ENSG00000139438
HGNC:28223	84983	ENSG00000255650
HGNC:25563	55731	ENSG00000173065
HGNC:30612	100132967	ENSG00000279245
HGNC:34048	286967	ENSG00000272681
HGNC:37736	401630	ENSG00000233522
HGNC:37737	401629	ENSG00000230663
HGNC:27855	286333	ENSG00000231528
HGNC:21865	100128385	ENSG00000225684
HGNC:31964	653687	ENSG00000269911
HGNC:44197	646851	ENSG00000184949
HGNC:26543	196951	ENSG00000166262
HGNC:34418	653140	ENSG00000186453
HGNC:24736	375190	ENSG00000219626
HGNC:44652	100128071	ENSG00000225828
HGNC:33858	619208	ENSG00000203778
HGNC:45045	653203	ENSG00000277870
HGNC:32943	642633	ENSG00000215498
HGNC:24482	26080	ENSG00000279516
HGNC:53910	100996415	ENSG00000187979
HGNC:52450	642643	ENSG00000182824
HGNC:52451	100996432	ENSG00000276095
HGNC:52423	101927859	ENSG00000188280
HGNC:53977	100996335	ENSG00000206142
HGNC:52446	388882	ENSG00000178248
HGNC:52448	729461	ENSG00000274044
HGNC:14163	83986	ENSG00000167930
HGNC:29288	57613	ENSG00000084444
HGNC:44268	100129407	ENSG00000275520
HGNC:52640	100132304	ENSG00000268994
HGNC:52641	109729126	ENSG00000283594
HGNC:52642	105373251	ENSG00000225396
HGNC:52388	200726	ENSG00000235118
HGNC:53217	107986818	ENSG00000283267
HGNC:17776	645528	ENSG00000233261
HGNC:44917	731789	ENSG00000231976
HGNC:24672	387644	ENSG00000283709
HGNC:53414	101930105	ENSG00000234449
HGNC:53415	729162	ENSG00000205663
HGNC:53416	107987330	ENSG00000205662
HGNC:52390	100132146	ENSG00000283473
HGNC:53430	110806297	ENSG00000283329
HGNC:54200	285095	ENSG00000216921
HGNC:26813	132720	ENSG00000174749
HGNC:23519	219738	ENSG00000171224
HGNC:51597	105372587	ENSG00000231934
HGNC:53872	105379478	ENSG00000287889
HGNC:53873	112488744	ENSG00000250432
HGNC:53874	112488742	ENSG00000231248
HGNC:53875	105379438	ENSG00000229697
HGNC:53876	105376064	ENSG00000275239
HGNC:39602	101928147	ENSG00000222018
HGNC:53888	102723451	ENSG00000277277
HGNC:45163	728218	ENSG00000228055
HGNC:54133	102724643	ENSG00000285662
HGNC:54844	117134598	ENSG00000286102
HGNC:54843	117134597	ENSG00000286175
HGNC:54842	117134596	ENSG00000286025
HGNC:54926	105372935	ENSG00000283972
HGNC:54927	117751732	ENSG00000278044
HGNC:29170	22909	ENSG00000198690
HGNC:3582	2175	ENSG00000187741
HGNC:3583	2187	ENSG00000181544
HGNC:3584	2176	ENSG00000158169
HGNC:3585	2177	ENSG00000144554
HGNC:28623	115795	ENSG00000163705
HGNC:44488	101929530	ENSG00000230342
HGNC:3586	2178	ENSG00000112039
HGNC:3587	2188	ENSG00000183161
HGNC:3588	2189	ENSG00000221829
HGNC:25568	55215	ENSG00000140525
HGNC:20748	55120	ENSG00000115392
HGNC:23168	57697	ENSG00000187790
HGNC:23527	92565	ENSG00000203780
HGNC:43915	101410540	ENSG00000233409
HGNC:3590	2191	ENSG00000078098
HGNC:26222	84188	ENSG00000197601
HGNC:41485	106478978	ENSG00000254791
HGNC:39675	100128011	ENSG00000235879
HGNC:25531	55711	ENSG00000064763
HGNC:49284	440905	ENSG00000180178
HGNC:49279	100216479	ENSG00000178162
HGNC:49285	100288897	ENSG00000240253
HGNC:49286	100420005	ENSG00000231431
HGNC:3591	10160	ENSG00000152767
HGNC:40229	100874080	ENSG00000231194
HGNC:16460	9855	ENSG00000006607
HGNC:21062	10667	ENSG00000145982
HGNC:3592	2193	ENSG00000179115
HGNC:50479	106144598	ENSG00000266975
HGNC:17800	10056	ENSG00000116120
HGNC:45115	647532	ENSG00000231060
HGNC:11920	355	ENSG00000026103
HGNC:11936	356	ENSG00000117560
HGNC:3594	2194	ENSG00000169710
HGNC:24676	10922	ENSG00000164896
HGNC:26150	79675	ENSG00000138399
HGNC:29160	22868	ENSG00000118246
HGNC:28758	79072	ENSG00000124279
HGNC:25790	60493	ENSG00000215251
HGNC:3595	2195	ENSG00000083857
HGNC:16582	170513	ENSG00000217809
HGNC:3596	2196	ENSG00000086570
HGNC:23112	120114	ENSG00000165323
HGNC:23109	79633	ENSG00000196159
HGNC:24683	89885	ENSG00000147378
HGNC:3597	2197	ENSG00000149806
HGNC:17984	140623	ENSG00000235297
HGNC:36535	100271125	ENSG00000237806
HGNC:20742	84553	ENSG00000146267
HGNC:1334	10826	ENSG00000170271
HGNC:24674	85302	ENSG00000188878
HGNC:13620	84893	ENSG00000134452
HGNC:3599	2091	ENSG00000105202
HGNC:24686	54751	ENSG00000162458
HGNC:35458	345630	ENSG00000188573
HGNC:3600	2192	ENSG00000077942
HGNC:3601	2199	ENSG00000163520
HGNC:3602	10516	ENSG00000140092
HGNC:26740	129804	ENSG00000144152
HGNC:3603	2200	ENSG00000166147
HGNC:3604	2201	ENSG00000138829
HGNC:18794	84467	ENSG00000142449
HGNC:3606	2203	ENSG00000165140
HGNC:3607	8789	ENSG00000130957
HGNC:49924	100420269	ENSG00000237743
HGNC:20442	64319	ENSG00000156860
HGNC:29308	57666	ENSG00000112787
HGNC:13598	25827	ENSG00000153558
HGNC:13599	26224	ENSG00000005812
HGNC:13601	26235	ENSG00000112234
HGNC:13602	26234	ENSG00000118564
HGNC:13603	26233	ENSG00000182325
HGNC:13604	23194	ENSG00000183580
HGNC:17875	55336	ENSG00000135722
HGNC:13611	54850	ENSG00000127452
HGNC:54776	402076	ENSG00000235968
HGNC:21658	222235	ENSG00000161040
HGNC:28624	144699	ENSG00000171823
HGNC:28155	79176	ENSG00000107872
HGNC:14150	146330	ENSG00000127585
HGNC:13615	64839	ENSG00000145743
HGNC:21874	80028	ENSG00000155034
