,num_nodes,num_proteins,density,conductance,cut_ratio
C0037286,65,67,0.055288461538461536,0.9703913491246138,0.005395925496428009
C0037293,10,10,0.28888888888888886,0.977796754910333,0.005313964821088783
C0037299,49,49,0.05187074829931973,0.9769941542523101,0.004916063505558444
C0037315,13,16,0.14102564102564102,0.9777553083923155,0.0034526835956468337
C0037317,36,37,0.049206349206349205,0.9775849602313811,0.0034901310864323735
C0037769,18,18,0.0457516339869281,0.983030303030303,0.002091812784045478
C0037771,16,16,0.058333333333333334,0.9762308998302207,0.0016683301610881576
C0037772,41,42,0.036585365853658534,0.9786552828175027,0.0031184960483179847
C0037822,58,59,0.018753781004234724,0.9806793393580555,0.002523774161107734
C0037926,10,10,0.13333333333333333,0.9855072463768116,0.003787070125771569
C0038002,186,189,0.01761115954664342,0.9520797089988929,0.0030289262456459185
C0038013,12,12,0.12121212121212122,0.9767103347889374,0.00259534308037441
C0038220,83,83,0.02850426094622392,0.961803504626895,0.0027407759004725242
C0038238,15,17,0.02857142857142857,0.9823008849557522,0.0010305449818958313
C0038271,38,38,0.05263157894736842,0.9804077310034419,0.004528433868723111
C0038325,30,30,0.15862068965517243,0.9810126582278481,0.011040398878927238
C0038356,300,303,0.022118171683389073,0.9334563139359383,0.004364209436891377
C0038358,18,18,0.10457516339869281,0.96,0.0019809028583809216
C0038379,270,272,0.01564091973013906,0.9383513322841482,0.003008443685852433
C0038454,56,57,0.04220779220779221,0.978394548778461,0.004889307474070973
C0038587,52,53,0.03544494720965309,0.9593601383484652,0.001984332802747125
C0038990,81,83,0.029320987654320986,0.9632566234770837,0.002863374332300886
C0039070,23,23,0.12648221343873517,0.9547062986553433,0.0027237008411369686
C0039075,42,42,0.03832752613240418,0.9796233405372028,0.0035113929373748105
C0039231,42,43,0.03484320557491289,0.9695740365111561,0.002115910273009971
C0039446,17,17,0.15441176470588236,0.9592628516003879,0.0027008575017750834
C0039621,18,18,0.013071895424836602,0.9908256880733946,0.0011142578578392684
C0039685,43,46,0.026578073089700997,0.9774647887323944,0.002250562640660165
C0040028,12,12,0.15151515151515152,0.9870466321243523,0.005894639127407751
C0040038,15,15,0.18095238095238095,0.9194915254237288,0.00134311267910748
C0040053,44,45,0.06659619450317125,0.9151515151515152,0.001435706950976788
C0040128,24,24,0.05434782608695652,0.9671772428884027,0.001710552794934906
C0040136,37,37,0.06906906906906907,0.9731543624161074,0.0041884356475434545
C0040264,18,19,0.06535947712418301,0.9811142587346553,0.0026798933201273144
C0040336,11,11,0.07272727272727272,0.967479674796748,0.001004193986650127
C0040411,9,10,0.2222222222222222,0.9838056680161943,0.005012066085019491
C0040412,17,17,0.08823529411764706,0.9802306425041186,0.0032497678737233053
C0040433,45,45,0.04141414141414142,0.9776444929116684,0.0037043923804801456
C0040588,36,37,0.09841269841269841,0.9372787051087507,0.002391720748209759
C0040822,110,113,0.015346121768140117,0.9699787893620493,0.0025199540516368047
C0040997,12,12,0.3333333333333333,0.9778113968734241,0.007499806606327841
C0041755,60,61,0.02655367231638418,0.9650037230081906,0.002009582732474299
C0041834,57,58,0.03759398496240601,0.9674355495251018,0.002909016727866177
C0041948,17,17,0.125,0.979845880260818,0.00451417335736523
C0041974,15,15,0.1619047619047619,0.957972805933251,0.0023984154984062144
C0042024,35,37,0.031932773109243695,0.9776470588235294,0.0022063801824047154
C0042109,31,31,0.05161290322580645,0.9783295711060948,0.0032473857570589804
C0042164,13,13,0.1282051282051282,0.9825632083696599,0.004023965266074438
C0042345,12,13,0.10606060606060606,0.9823899371069182,0.0030208091591243133
C0042373,15,16,0.09523809523809523,0.9718706047819972,0.002138458205675734
C0042384,23,23,0.09881422924901186,0.96066089693155,0.002465262214253698
C0042487,46,46,0.06956521739130435,0.9484425349087003,0.0026770934183319756
C0042510,16,16,0.1,0.9541108986615678,0.0014478204354486793
C0042514,24,24,0.07608695652173914,0.9792490118577075,0.003835198687286181
C0042580,33,34,0.03977272727272727,0.9778830963665087,0.0026144177324255377
C0042798,170,175,0.010790114862513052,0.9641079078383699,0.0022902862926626674
C0042900,19,19,0.07602339181286549,0.9700460829493087,0.0020575628876257873
C0042963,111,113,0.025552825552825554,0.9491276699820642,0.0024452784408020814
C0043094,99,100,0.021026592455163882,0.9758494139931336,0.0038802603347295305
C0043202,13,22,0.20512820512820512,0.9536231884057971,0.002349395869633523
C0043352,40,42,0.07179487179487179,0.9772681144712807,0.005594413719384673
C0079154,12,16,0.07575757575757576,0.971830985915493,0.001334416337897424
C0079541,15,17,0.05714285714285714,0.9654178674351584,0.0010367344412465572
C0079731,13,15,0.16666666666666666,0.9698025551684089,0.00298137621754406
C0079744,34,34,0.08199643493761141,0.9704939063502245,0.0041351112763090645
C0079772,13,13,0.2564102564102564,0.9881376037959668,0.011896940786654861
C0079773,22,23,0.12987012987012986,0.9811616954474097,0.006596027608333157
C0079924,30,32,0.0367816091954023,0.9744816586921851,0.0018921973955188058
C0080174,12,12,0.16666666666666666,0.9891304347826086,0.00774348263324824
C0080178,19,19,0.05847953216374269,0.9840255591054313,0.0030105908284500833
C0085109,13,13,0.07692307692307693,0.9724770642201835,0.0015138964266331514
C0085110,17,17,0.14705882352941177,0.966414777497901,0.0031432628761811133
C0085129,12,12,0.10606060606060606,0.9551282051282052,0.00115262628606792
C0085159,16,16,0.19166666666666668,0.925686591276252,0.001662527273571329
C0085207,12,12,0.13636363636363635,0.9782345828295043,0.0031291096155333796
C0085271,12,12,0.12121212121212122,0.9945927678269686,0.011383151543281504
C0085298,29,29,0.06896551724137931,0.9607568325157674,0.002196017375927421
C0085576,15,16,0.12380952380952381,0.9668367346938775,0.0023458050939250455
C0085580,13,21,0.08974358974358974,0.9752212389380531,0.0019673512525350623
C0085584,41,52,0.0475609756097561,0.9660869565217391,0.002518828869270288
C0085602,14,15,0.07692307692307693,0.9404255319148936,0.0007327537615798304
C0085605,71,73,0.049899396378269616,0.9280533797505077,0.00209700912353016
C0085606,14,14,0.07692307692307693,0.988313856427379,0.003925703410454838
C0085612,11,11,0.18181818181818182,0.9704142011834319,0.002767862416985224
C0085623,13,13,0.08974358974358974,0.9756944444444444,0.0020066268673769603
C0085631,16,16,0.08333333333333333,0.9806201550387597,0.002936261083515157
C0085632,16,16,0.15,0.9814624098867147,0.00553015180353744
C0085633,75,77,0.05045045045045045,0.9706160142722217,0.005740620053998696
C0085636,116,122,0.015292353823088457,0.9654295882053889,0.0022905680222712207
C0085681,16,17,0.06666666666666667,0.9797211660329531,0.0022428160252541663
C0085682,16,18,0.09166666666666666,0.9668674698795181,0.0018627268929019079
C0085762,44,44,0.05391120507399577,0.9698848538529672,0.0034704174642816396
C0086132,28,30,0.05026455026455026,0.9761456371625863,0.0025795770488975
C0086437,55,55,0.039057239057239054,0.9766505636070854,0.004102789592511479
C0086439,19,19,0.08187134502923976,0.9807560137457044,0.003487104798862231
C0086795,12,12,0.3181818181818182,0.85,0.0009205538794770635
C0087012,16,17,0.06666666666666667,0.9887640449438202,0.004085232811847175
C0149521,9,10,0.08333333333333333,0.9852941176470589,0.0020728915289895426
C0149630,16,16,0.125,0.9855699855699855,0.005945058260990669
C0149721,47,56,0.04995374653098982,0.9713603818615751,0.003623252915516781
C0149745,16,16,0.1,0.9689922480620154,0.00217608281881064
C0149925,40,42,0.06282051282051282,0.9821298322392414,0.006257842636055212
C0149931,77,87,0.06288448393711552,0.9626206196038598,0.005729884640499166
C0151205,13,13,0.08974358974358974,0.9839449541284404,0.0030634979576680283
C0151311,11,11,0.16363636363636364,0.9770992366412213,0.003240424293055872
C0151313,20,20,0.05263157894736842,0.9883381924198251,0.0039350884524307
C0151480,18,18,0.12418300653594772,0.9547619047619048,0.002068599078673827
C0151514,26,26,0.09538461538461539,0.9652271452607964,0.003074279303901709
C0151529,31,31,0.08602150537634409,0.9690162664601084,0.0037494043212559156
C0151576,109,117,0.016819571865443424,0.9712877030162413,0.0028650476167663033
C0151611,102,103,0.021160939623374102,0.9595547309833025,0.002363359699507862
C0151632,20,20,0.1,0.9618473895582329,0.0022240794911083253
C0151639,20,20,0.07894736842105263,0.9745331069609507,0.0026651808515577844
C0151686,110,114,0.021351125938281902,0.9569313593539704,0.0024110174340975852
C0151699,15,15,0.12380952380952381,0.9610194902548725,0.0019837217219075914
C0151721,21,21,0.047619047619047616,0.9494949494949495,0.0008313875327248284
C0151723,12,12,0.015151515151515152,0.989010989010989,0.000696217219772569
C0151740,24,24,0.11594202898550725,0.9619047619047619,0.003126983389835756
C0151744,168,171,0.018819503849443968,0.960219995479545,0.0035468275860533562
C0151747,10,12,0.044444444444444446,0.9869706840390879,0.0014062282452313548
C0151786,170,182,0.019004524886877826,0.9412334517274782,0.002405254428886157
C0151811,53,54,0.045718432510885344,0.9743119266055046,0.004193164588948787
C0151818,14,14,0.07692307692307693,0.9766277128547579,0.001939642310064257
C0151825,41,42,0.03170731707317073,0.967601246105919,0.0017604596012496655
C0151878,17,17,0.15441176470588236,0.96,0.002752744551859741
C0151889,206,209,0.017665166942931566,0.9451309208590762,0.002921579353505645
C0151891,12,12,0.13636363636363635,0.9663551401869159,0.0019996905701245454
C0151908,75,76,0.03063063063063063,0.9652067130577159,0.002927101759612699
C0152013,59,60,0.06838106370543542,0.9719087635054021,0.0063829351094544075
C0152021,24,24,0.08695652173913043,0.9660537482319661,0.0026432297713586896
C0152025,37,37,0.042042042042042045,0.9590643274853801,0.0016477443986737668
C0152031,26,26,0.06153846153846154,0.9558498896247241,0.0015469644841248575
C0152191,19,21,0.10526315789473684,0.9393939393939394,0.0013635630537947618
C0152423,48,48,0.031914893617021274,0.9809574186723089,0.003592488415701954
C0152427,28,28,0.06349206349206349,0.9834082267542343,0.004719547719687067
C0152438,16,16,0.1,0.9770554493307839,0.002965275521099299
C0152459,15,15,0.13333333333333333,0.9864143619602135,0.006291585430012688
C0154676,10,10,0.13333333333333333,0.9658119658119658,0.0015733048684271592
C0154920,18,21,0.05228758169934641,0.9630484988452656,0.0010755683488865159
C0155119,10,12,0.2,0.9921431689218682,0.010549032347890657
C0155320,24,33,0.06159420289855073,0.9639830508474576,0.001760863171256521
C0155552,12,12,0.13636363636363635,0.9650485436893204,0.0019223331012609268
C0156273,10,10,0.08888888888888889,0.9814814814814815,0.001967791339861698
C0156394,40,40,0.06666666666666667,0.9523154516276937,0.0024132081609889856
C0157733,31,31,0.05161290322580645,0.9802793755135579,0.003575571027384738
C0158113,29,30,0.04187192118226601,0.9794064203513022,0.002590051128282013
C0158465,18,18,0.12418300653594772,0.9696969696969697,0.0031364295257697923
C0158646,23,23,0.07509881422924901,0.9857464366091523,0.005306068058197148
C0158731,53,53,0.03193033381712627,0.963302752293578,0.0020268278301886792
C0158733,11,11,0.10909090909090909,0.9859320046893317,0.0035484333729947767
C0158734,12,12,0.06060606060606061,0.9908256880733946,0.0033418426549083314
C0158761,24,24,0.06521739130434782,0.9764551994767822,0.0028889766095450396
C0158986,17,18,0.051470588235294115,0.9842873176206509,0.0023949969960128897
C0162154,18,18,0.1568627450980392,0.9357429718875502,0.0018029311171982604
C0162285,10,10,0.08888888888888889,0.9809523809523809,0.0019120991321297629
C0162298,84,84,0.022375215146299483,0.9682086814754433,0.0026339833190296563
C0162316,10,10,0.24444444444444444,0.9731379731379731,0.0036988907968626725
C0162323,11,11,0.16363636363636364,0.9605263157894737,0.001848054479633427
C0162429,11,11,0.10909090909090909,0.9581881533101045,0.0011603081778520374
C0162538,19,20,0.08771929824561403,0.9754701553556827,0.002915288034367654
C0162539,22,22,0.0735930735930736,0.9737654320987654,0.002663739789349262
C0162557,29,29,0.059113300492610835,0.9720116618075801,0.002670139289329694
C0162670,21,31,0.10952380952380952,0.953953953953954,0.002107213613528621
C0162671,11,18,0.3090909090909091,0.952247191011236,0.002860687071213387
C0162672,4,12,0.3333333333333333,0.9466666666666667,0.0008235512457662506
C0162674,17,23,0.08088235294117647,0.9731379731379731,0.0021765252061827518
C0162809,20,20,0.04736842105263158,0.9428571428571428,0.0006895110739657334
C0162820,66,66,0.016783216783216783,0.9682819383259912,0.001549626834629859
C0162834,35,36,0.040336134453781515,0.9765166340508806,0.002649780291263425
C0162835,24,25,0.04710144927536232,0.9747081712062257,0.0019388845028560813
C0175754,80,82,0.020253164556962026,0.9792779666504776,0.0035206267169530193
C0178417,26,27,0.04,0.9790491539081386,0.0021703947438934204
C0206160,20,20,0.06842105263157895,0.973630831643002,0.0022287226633235825
C0206620,21,21,0.10476190476190476,0.9634247714048213,0.002562707846883181
C0206686,21,22,0.17142857142857143,0.9824774884400097,0.008926360291516309
C0206698,25,25,0.11666666666666667,0.983357108892059,0.00768344789151031
C0206733,10,10,0.37777777777777777,0.9859504132231405,0.011073467304033044
C0206754,11,11,0.09090909090909091,0.9857549857549858,0.002919757305722218
C0206762,15,16,0.05714285714285714,0.9800995024875622,0.0018289852381394485
C0220633,8,10,0.17857142857142858,0.9898270600203459,0.005644113415935775
C0220697,12,13,0.07575757575757576,0.9906803355079217,0.004111549470101338
C0220981,43,44,0.059800664451827246,0.9679715302491103,0.0035282595865104606
C0220982,10,11,0.17777777777777778,0.9523809523809523,0.0014851255395182624
C0220994,29,30,0.054187192118226604,0.9724310776942355,0.002485936518920027
C0221170,12,12,0.09090909090909091,0.9798657718120806,0.0022588380908176685
C0221204,32,32,0.05443548387096774,0.9762428508578971,0.0032215447154471544
C0221210,16,16,0.075,0.983710407239819,0.003153869365396221
C0221217,34,35,0.08377896613190731,0.9633385335413417,0.0033753221587849934
C0221260,54,54,0.05660377358490566,0.9709521247982786,0.004663431975900004
C0221263,37,37,0.11861861861861862,0.9663829787234043,0.005704310258213604
C0221352,48,48,0.0425531914893617,0.9759939984996249,0.003780394253568274
C0221353,16,16,0.11666666666666667,0.9799713876967096,0.003974977949027436
C0221354,155,157,0.01918726434855467,0.9626335971281716,0.003556797525706069
C0221356,87,88,0.016305800588078054,0.9741853575962759,0.0024648132384669334
C0221357,122,125,0.018019238585557512,0.9642617224237539,0.0027444772032871015
C0221373,26,26,0.04923076923076923,0.9810762862211709,0.0029635266503038552
C0221629,48,48,0.04521276595744681,0.976508521418701,0.004106808002851519
C0221765,12,12,0.07575757575757576,0.9895941727367326,0.003678347644465073
C0221766,9,10,0.1111111111111111,0.9830508474576272,0.0023925912175401685
C0222716,23,24,0.06719367588932806,0.9774386197743862,0.0029740632609301368
C0231528,54,58,0.025157232704402517,0.9786919206865937,0.002848009149455459
C0231679,21,21,0.05714285714285714,0.9791666666666666,0.002494162598174485
C0231686,29,29,0.0812807881773399,0.9784172661870504,0.004792475557093248
C0231687,22,23,0.05194805194805195,0.9868995633187773,0.0038161977330772316
C0231712,34,34,0.049910873440285206,0.9691119691119691,0.0024009882724636573
C0231791,24,24,0.043478260869565216,0.9801324503311258,0.0022910571371073858
C0231807,22,24,0.11255411255411256,0.9676415681393902,0.003282183337906579
C0231835,19,20,0.05263157894736842,0.9784688995215312,0.0019989150143442922
C0232461,23,26,0.06324110671936758,0.9754224270353302,0.0025641957511074497
C0232466,125,127,0.015096774193548388,0.9675540765391015,0.0026047032474804032
C0232513,18,18,0.0915032679738562,0.979182156133829,0.003396938886051658
C0232744,22,24,0.025974025974025976,0.9827586206896551,0.0014437385229119615
C0232939,55,55,0.030976430976430977,0.9706070287539936,0.00256889422548431
C0232940,23,23,0.08695652173913043,0.9522776572668112,0.0017727274562774338
C0233315,66,67,0.035431235431235435,0.9609254498714653,0.002635352642332308
C0233514,51,52,0.04470588235294118,0.9760906040268457,0.004243229887509733
C0233565,33,34,0.07386363636363637,0.9736842105263158,0.004063117703704955
C0234132,27,29,0.03418803418803419,0.9855595667870036,0.0028177736491716986
C0234133,29,29,0.024630541871921183,0.9878714372346877,0.0026092722869334563
C0234144,16,16,0.08333333333333333,0.9893162393162394,0.005373473840583074
C0234146,92,93,0.014811275680840898,0.9768570362075402,0.002650421819139347
C0234162,56,56,0.01753246753246753,0.9837837837837838,0.0027208036835496023
C0234182,24,24,0.05434782608695652,0.971830985915493,0.002002739980495054
C0234378,21,21,0.11428571428571428,0.9684625492772667,0.003259216019245737
C0234428,12,19,0.13636363636363635,0.9675675675675676,0.0020770480389881644
C0234632,59,63,0.011689070718877849,0.9724707501720579,0.0011140177012918821
C0234860,17,17,0.07352941176470588,0.9770642201834863,0.0023267245616909716
C0234967,32,32,0.06048387096774194,0.969309462915601,0.0027511614401858303
C0234979,25,25,0.043333333333333335,0.9821673525377229,0.0026602266394203976
C0234985,32,33,0.05040322580645161,0.979253112033195,0.003426248548199768
C0235032,26,26,0.055384615384615386,0.9774153074027604,0.0027831070049267066
C0235095,35,36,0.06050420168067227,0.9362267493356953,0.0014032153145618438
C0235153,32,41,0.03225806451612903,0.9815242494226328,0.0024680603948896633
C0235430,11,11,0.09090909090909091,0.9595141700404858,0.0009999746841852105
C0235659,52,55,0.02865761689291101,0.9771703214178432,0.002908983599520684
C0235833,37,38,0.03303303303303303,0.9790973871733967,0.002588415553099568
C0235896,18,18,0.12418300653594772,0.9607843137254902,0.0024013288556674972
C0235942,38,38,0.03982930298719772,0.9762005949851253,0.002809023115435319
C0235946,176,185,0.008636363636363636,0.9707820738137083,0.00234862303404467
C0235986,14,14,0.13186813186813187,0.9856545128511656,0.005467470374864889
C0236175,10,10,0.13333333333333333,0.9835616438356164,0.0033322504292941013
C0236663,12,12,0.12121212121212122,0.9700374531835206,0.0020035584435677263
C0236733,73,75,0.01902587519025875,0.974817426340972,0.002468227390629025
C0236736,86,108,0.036114911080711354,0.9542143600416233,0.002979681625729892
C0236969,106,115,0.0071877807726864335,0.9773819621147866,0.0015203583770998933
C0237326,132,139,0.01734906315058987,0.9643959173985284,0.0028733071673561757
C0238207,11,11,0.14545454545454545,0.9788639365918098,0.0031265031265031266
C0238288,12,13,0.09090909090909091,0.9879518072289156,0.003805987468090044
C0238395,19,19,0.10526315789473684,0.9622245540398741,0.0022408374916304597
C0238397,20,20,0.07894736842105263,0.9804814573845153,0.003498630264196499
C0238463,32,33,0.07459677419354839,0.984421052631579,0.0067886178861788615
C0238669,11,11,0.10909090909090909,0.975,0.001974633553580922
C0239067,12,12,0.13636363636363635,0.9889705882352942,0.006242747737294036
C0239105,14,14,0.25274725274725274,0.9616026711185309,0.003819603318280383
C0239138,24,24,0.043478260869565216,0.9640179910044977,0.0012442143067230144
C0239174,58,61,0.03871748336358137,0.9776262891102954,0.0044853730165476825
C0239234,178,181,0.014219513743413953,0.9665945865334427,0.0034064195096416678
C0239676,103,103,0.024367028364743956,0.9585827535997411,0.0026812842287993006
C0239946,32,32,0.034274193548387094,0.9735408560311284,0.0018162020905923345
C0239981,24,24,0.07608695652173914,0.9808306709265175,0.004158346104428861
C0239989,11,11,0.10909090909090909,0.9727891156462585,0.0018100807574491784
C0239998,48,48,0.03102836879432624,0.9815400843881856,0.003605080044012584
C0240063,38,38,0.031294452347083924,0.9877094972067039,0.004324207982664035
C0240278,20,21,0.11578947368421053,0.9794103883949462,0.004859079723266936
C0240295,275,276,0.012315859323158594,0.9502759470610298,0.0030303030303030303
C0240310,65,66,0.03701923076923077,0.9741350352704065,0.004151813197039327
C0240379,45,45,0.026262626262626262,0.9837143751957407,0.003244700632205281
C0240421,21,22,0.19047619047619047,0.932998324958124,0.002463206679402816
C0240479,17,17,0.125,0.9747023809523809,0.003577475558468513
C0240538,38,38,0.06116642958748222,0.9712278353964536,0.0035501062708353207
C0240635,193,195,0.015705958549222798,0.957926697028844,0.0032137254768808696
C0240671,11,11,0.2909090909090909,0.8584070796460177,0.000818544678193801
C0240735,23,23,0.1225296442687747,0.972651080723423,0.00445200915841884
C0240896,18,18,0.032679738562091505,0.9927007299270073,0.003507848811716215
C0240912,25,25,0.09333333333333334,0.979584396646008,0.004991640349247631
C0241011,22,22,0.08225108225108226,0.9712556732223904,0.0027101758237119277
C0241054,56,56,0.03636363636363636,0.9642172523961662,0.0025065279355777474
C0241074,32,32,0.06653225806451613,0.9582278481012658,0.0021980255516840883
C0241181,18,18,0.12418300653594772,0.9700078926598263,0.003169960433528844
C0241210,112,116,0.016891891891891893,0.9745423687719723,0.0033470172867468275
C0241240,34,34,0.05169340463458111,0.966589861751152,0.0022930326244701292
C0241355,75,76,0.015855855855855857,0.9789272030651341,0.0025373180647363684
C0241442,11,11,0.03636363636363636,0.9952830188679245,0.003561091280389526
C0241654,12,12,0.19696969696969696,0.9581320450885669,0.002301384698692659
C0241703,22,23,0.05194805194805195,0.9856115107913669,0.0034700382041919077
C0241910,17,17,0.10294117647058823,0.9253333333333333,0.0009476213883882244
C0242184,32,33,0.0625,0.9788323659952202,0.004162311265969803
C0242339,26,30,0.06461538461538462,0.956020942408377,0.0016309221408845208
C0242350,32,32,0.04233870967741935,0.9669551534225019,0.0017842624854819977
C0242383,18,19,0.09803921568627451,0.9560761346998536,0.0016842832897431533
C0242422,55,56,0.055218855218855216,0.9749158764148057,0.005389773467161617
C0242488,18,18,0.09803921568627451,0.9773242630385488,0.0033350356717272546
C0242584,22,22,0.09523809523809523,0.9719029374201787,0.003212529286362581
C0242698,19,19,0.10526315789473684,0.9741007194244604,0.0033087175176310167
C0243026,21,21,0.12380952380952381,0.9716929776810016,0.003946879643387816
C0243050,31,31,0.053763440860215055,0.9755620723362659,0.0029911315048868135
C0262361,25,35,0.07333333333333333,0.9629941126997477,0.002127066691436002
C0262374,13,13,0.0641025641025641,0.98,0.0017495501156845382
C0262404,100,103,0.023434343434343436,0.9649281934996221,0.0029747867828680617
C0262431,14,14,0.06593406593406594,0.9839786381842457,0.0024436177478929185
C0262444,60,61,0.03220338983050847,0.9733831426570161,0.0032322339551255214
C0262655,24,24,0.03985507246376811,0.9731379731379731,0.001542206535704887
C0263401,31,32,0.08172043010752689,0.9718934911242604,0.003938223243909091
C0263454,33,33,0.05113636363636364,0.9806797853309481,0.0038589763083351635
C0263498,25,25,0.07333333333333333,0.97052913596785,0.002691807542262679
C0263523,24,24,0.018115942028985508,0.9895397489539749,0.0018305236923172184
C0263537,13,13,0.14102564102564102,0.983011583011583,0.004545259790339627
C0264142,16,16,0.075,0.9819095477386934,0.0028347105519706604
C0264172,12,12,0.09090909090909091,0.968,0.001404038059874681
C0264303,14,14,0.12087912087912088,0.9889280322093609,0.006515208785087632
C0265215,12,13,0.24242424242424243,0.9709618874773139,0.004138624584203605
C0265221,13,14,0.08974358974358974,0.9411764705882353,0.000799794338598646
C0265275,10,11,0.022222222222222223,0.989247311827957,0.0008539471852230009
C0265563,14,14,0.0989010989010989,0.9906152241918665,0.0062996929728582705
C0265654,12,12,0.15151515151515152,0.9654576856649395,0.002162141254738145
C0265660,45,45,0.029292929292929294,0.9819314641744549,0.0032560637990165695
C0265677,25,25,0.043333333333333335,0.9863301787592008,0.0034850455136540962
C0265783,47,48,0.02127659574468085,0.9804670912951168,0.0022839451220115336
C0265965,12,12,0.2727272727272727,0.9394957983193277,0.002162141254738145
C0265998,20,20,0.10526315789473684,0.9608993157380255,0.0022821191437990434
C0266011,11,11,0.12727272727272726,0.9888977002379065,0.0052614701737508755
C0266013,25,25,0.05333333333333334,0.9825708061002179,0.003351291101616199
C0266052,11,11,0.07272727272727272,0.976401179941003,0.0013965891158873615
C0266061,21,21,0.05714285714285714,0.9882926829268293,0.0044797636736715486
C0266122,27,27,0.04843304843304843,0.9806818181818182,0.002969155872082022
C0266292,12,12,0.10606060606060606,0.9894498869630746,0.005078517830896573
C0266294,20,20,0.042105263157894736,0.9869067103109657,0.002799832845800251
C0266295,32,32,0.016129032258064516,0.9897501601537476,0.0022430313588850176
C0266362,24,24,0.06159420289855073,0.9749816041206769,0.0025638941779284508
C0266371,15,15,0.10476190476190476,0.9787234042553191,0.0031318664314672114
C0266387,11,11,0.07272727272727272,0.9865092748735245,0.0024682919419761525
C0266399,23,23,0.039525691699604744,0.984,0.002483433680206428
C0266435,172,179,0.013531891744866041,0.9604923565614453,0.002630620245662304
C0266463,15,15,0.17142857142857143,0.9817351598173516,0.005988301921827128
C0266464,48,48,0.04609929078014184,0.9622641509433962,0.0025686921753684503
C0266470,62,62,0.021152829190904283,0.9768652400231348,0.0025347230038493575
C0266483,41,41,0.03536585365853658,0.9798401112269726,0.003195579920104834
C0266539,15,15,0.08571428571428572,0.9484240687679083,0.0010243555225451057
C0266589,29,30,0.03940886699507389,0.9792746113989638,0.002421865990081882
C0266617,57,58,0.023809523809523808,0.9797008547008547,0.002993064055487556
C0266619,9,10,0.16666666666666666,0.9414634146341463,0.0009951941917785616
C0266625,26,27,0.04,0.9665809768637532,0.0013433225081546107
C0266642,23,25,0.003952569169960474,0.9960079840319361,0.00100750683449025
C0267812,11,12,0.3090909090909091,0.985531914893617,0.009771904508746614
C0267963,11,14,0.10909090909090909,0.9851116625310173,0.003350126157143701
C0268237,12,13,0.07575757575757576,0.9656357388316151,0.0010868724375338438
C0268307,14,14,0.04395604395604396,0.974025974025974,0.0009946883641355163
C0268362,11,11,0.12727272727272726,0.9766277128547579,0.0024682919419761525
C0268363,10,10,0.1111111111111111,0.9665551839464883,0.0013412540028774308
C0268583,16,16,0.09166666666666666,0.9687943262411347,0.0019816860869968896
C0268731,12,15,0.07575757575757576,0.9904852521408183,0.004026456254351358
C0270612,29,29,0.059113300492610835,0.9521435692921236,0.0015296838760107125
C0270685,42,50,0.03484320557491289,0.9856836077308518,0.004571561369144451
C0270850,6,11,0.13333333333333333,0.971830985915493,0.0010672358591248667
C0270853,7,10,0.047619047619047616,0.983739837398374,0.0008021213125621479
C0271183,20,22,0.04736842105263158,0.9423076923076923,0.0006825463156428472
C0271215,107,110,0.02274731087991536,0.9560626702997275,0.002446027492756465
C0271385,10,10,0.08888888888888889,0.9792746113989638,0.0017543045435559474
C0271388,13,14,0.02564102564102564,0.9908045977011494,0.0015388899997143591
C0271390,12,12,0.10606060606060606,0.9895833333333334,0.005144271679430649
C0271578,18,18,0.06535947712418301,0.9682539682539683,0.0015733733640785964
C0271650,27,29,0.07122507122507123,0.9832214765100671,0.005040339921900535
C0271901,10,11,0.1111111111111111,0.9674267100977199,0.0013783821413653873
C0272027,16,16,0.39166666666666666,0.8983783783783784,0.0024110997632421894
C0273115,20,20,0.10526315789473684,0.9874450721908349,0.007303709894599991
C0277799,15,15,0.11428571428571428,0.9906940674680108,0.007907034320552099
C0277828,28,28,0.06084656084656084,0.9847530659595625,0.004928568110787443
C0277959,31,31,0.053763440860215055,0.9801350814461661,0.0036969546205189224
C0279626,77,80,0.045112781954887216,0.9720220432386605,0.005545478729836272
C0279628,14,14,0.13186813186813187,0.9875195007800313,0.006296377344977819
C0279680,17,17,0.25,0.9835629683345419,0.011112021410235403
C0282160,14,14,0.15384615384615385,0.966547192353644,0.002682342955285442
C0282612,11,11,0.2909090909090909,0.9846079846079846,0.008636912145684076
C0311277,24,27,0.07246376811594203,0.9855699855699855,0.005286459542717379
C0311375,60,61,0.023163841807909605,0.979345088161209,0.003014374098711448
C0311394,27,28,0.037037037037037035,0.9855635757912271,0.0030534482462025426
C0311468,18,18,0.058823529411764705,0.9741379310344828,0.0017487658046644072
C0332563,44,44,0.048625792811839326,0.9745293466223699,0.0037186817273276622
C0332573,19,19,0.09941520467836257,0.9792302993280391,0.003917189202926529
C0332606,10,10,0.06666666666666667,0.9913169319826338,0.0031790968580312803
C0332615,13,13,0.11538461538461539,0.9769820971867008,0.002727869976291811
C0333641,10,10,0.15555555555555556,0.9866412213740458,0.004798811899568385
C0333913,11,11,0.07272727272727272,0.963302752293578,0.000886053517632465
C0334013,11,11,0.07272727272727272,0.9800995024875622,0.001662405171177101
C0334588,12,12,0.18181818181818182,0.9913169319826338,0.010597973234315773
C0334634,13,13,0.19230769230769232,0.9794097460535347,0.005095118398126196
C0338451,10,10,0.28888888888888886,0.9875657580105213,0.009583700747203787
