,num_nodes,num_proteins,density,conductance,cut_ratio
C0018273,32,33,0.03024193548387097,0.9791955617198336,0.0020499419279907086
C0018418,56,56,0.031818181818181815,0.9726333426417202,0.002892722597620044
C0018553,9,10,0.2777777777777778,0.9795291709314228,0.004934719386176598
C0018564,32,32,0.18346774193548387,0.956271023546372,0.005778164924506388
C0018671,26,26,0.08923076923076922,0.9804186360567184,0.0051875113878736565
C0018681,37,37,0.04954954954954955,0.9872093023255814,0.006397568572289762
C0018772,182,186,0.015056766437981907,0.9537787717826857,0.0026309363151468413
C0018777,119,123,0.017234012248967385,0.9676427329856933,0.0028367910276341154
C0018781,5,22,0.3,0.918918918918919,0.0006310319227913882
C0018784,275,295,0.012926343729263438,0.9371126033057852,0.0024799446395161085
C0018790,10,10,0.2222222222222222,0.9775280898876404,0.004037685060565276
C0018798,56,59,0.02857142857142857,0.968727789623312,0.0022640142983382833
C0018799,42,43,0.0313588850174216,0.9828516989520483,0.003425074422053274
C0018800,112,115,0.02750965250965251,0.9574203187250996,0.0032017120207840657
C0018801,159,169,0.01958442799140196,0.952463768115942,0.002897467052995607
C0018802,66,76,0.031235431235431235,0.9731516730114206,0.0034242663948122047
C0018816,25,25,0.02666666666666667,0.9917483238782878,0.003572357421512168
C0018817,85,86,0.018487394957983194,0.9762803234501348,0.0029767905671955817
C0018818,117,120,0.016357206012378427,0.9729235272594219,0.0031800133945656334
C0018824,36,36,0.047619047619047616,0.9694656488549618,0.0024588386537180737
C0018843,13,13,0.38461538461538464,0.9736495388669302,0.007915821645862492
C0018916,24,24,0.06884057971014493,0.9824723247232472,0.004121580829424604
C0018920,20,20,0.1736842105263158,0.9659090909090909,0.004341366021265729
C0018923,18,18,0.1895424836601307,0.9820043437790879,0.00816348638903075
C0018924,11,11,0.43636363636363634,0.8562874251497006,0.001206720504966119
C0018939,18,18,0.0457516339869281,0.9732313575525813,0.0013128640037967305
C0018965,35,36,0.04201680672268908,0.9705882352941176,0.0021904496395714684
C0018979,14,25,0.1978021978021978,0.9402985074626866,0.0018799610082161258
C0018989,35,44,0.05042016806722689,0.965034965034965,0.002198414910988092
C0018991,13,13,0.08974358974358974,0.9762308998302207,0.002053043503099203
C0018995,12,12,0.10606060606060606,0.9465648854961832,0.0009592326139088729
C0019080,17,17,0.11029411764705882,0.9633699633699634,0.002154678027199738
C0019087,30,31,0.08045977011494253,0.9627263045793397,0.00279958501726514
C0019151,15,15,0.11428571428571428,0.9765625,0.003094729675362857
C0019158,22,24,0.09523809523809523,0.9649402390438248,0.002556092618781265
C0019163,12,12,0.12121212121212122,0.9012345679012346,0.0005647095227044171
C0019189,23,23,0.1225296442687747,0.9668803418803419,0.0036544837082712477
C0019196,15,15,0.08571428571428572,0.9709208400646203,0.001859932534893077
C0019202,24,24,0.07246376811594203,0.9736147757255936,0.002856081363488599
C0019209,253,260,0.010665662839575884,0.9398868458274399,0.0019725739492592828
C0019214,21,22,0.05714285714285714,0.9779816513761468,0.002357072100757093
C0019284,40,41,0.035897435897435895,0.974706413730804,0.0025073197936515313
C0019294,88,89,0.022204806687565307,0.9709252608175133,0.0030048611316951714
C0019322,78,78,0.01998001998001998,0.9690721649484536,0.0022442910845536664
C0019555,47,48,0.028677150786308975,0.979004402302743,0.0028596298604310713
C0019572,47,47,0.045328399629972246,0.9778180172023541,0.004273123831567702
C0019693,99,100,0.06988249845392702,0.9533186450013771,0.006517782918193021
C0019825,31,31,0.030107526881720432,0.9870669745958429,0.0032024288707129863
C0019829,15,16,0.09523809523809523,0.9848139711465452,0.0040138643889456255
C0020179,12,12,0.12121212121212122,0.9703153988868275,0.0020228978107836313
C0020224,84,85,0.01721170395869191,0.9790099702641245,0.0031030108685769285
C0020255,111,113,0.019656019656019656,0.9701752205790978,0.003279554850943455
C0020295,69,69,0.027706734867860187,0.9549861495844876,0.0018601551792979162
C0020302,19,19,0.05847953216374269,0.9716312056737588,0.0016739080499093401
C0020305,22,22,0.03896103896103896,0.9770700636942675,0.0016189290161892902
C0020428,19,19,0.05263157894736842,0.9564164648910412,0.0009652462477579407
C0020429,78,80,0.036297036297036296,0.9475835537388796,0.002352327437294149
C0020437,34,36,0.0338680926916221,0.9828519855595668,0.002976296219365877
C0020438,27,27,0.03418803418803419,0.9813519813519813,0.0021726789492697526
C0020443,38,39,0.032716927453769556,0.9776915615906887,0.0024653855466772326
C0020445,16,17,0.125,0.9373695198329853,0.00130274824752797
C0020452,13,13,0.10256410256410256,0.9692307692307692,0.0017995372618469535
C0020455,10,10,0.13333333333333333,0.9755600814663951,0.002223047291966399
C0020456,33,33,0.08143939393939394,0.9673500379650721,0.00358725707173951
C0020459,81,87,0.026851851851851852,0.9695111266865253,0.003180696683521542
C0020461,17,17,0.08088235294117647,0.9855737704918033,0.004104538751433721
C0020473,35,35,0.06218487394957983,0.9679653679653679,0.0029683911479283656
C0020490,43,47,0.0221483942414175,0.9831791421362489,0.0025272888827394166
C0020502,12,12,0.16666666666666666,0.9796672828096118,0.004099945849771795
C0020507,26,26,0.07076923076923076,0.9820872274143302,0.0045051321350610745
C0020514,10,10,0.13333333333333333,0.9830508474576272,0.003230148048452221
C0020517,63,63,0.035842293906810034,0.9469897765997728,0.0018469532287341908
C0020534,240,246,0.014330543933054394,0.9495860165593376,0.003026340479429563
C0020538,288,303,0.018099109562524196,0.929433962264151,0.0032167317065525725
C0020541,22,22,0.05627705627705628,0.9779847586790855,0.002437891804039935
C0020542,68,69,0.02151009657594381,0.9709715639810427,0.002243281788493703
C0020545,10,10,0.1111111111111111,0.9884393063583815,0.003968069800900358
C0020550,14,14,0.24175824175824176,0.9704896042924211,0.0047977135430136405
C0020555,22,24,0.12554112554112554,0.9536,0.0025159887709225994
C0020557,12,12,0.13636363636363635,0.9442724458204335,0.0011797014001701865
C0020564,17,17,0.09558823529411764,0.9834077855775367,0.004208312851603037
C0020598,32,32,0.028225806451612902,0.9833630421865716,0.0024027293844367014
C0020608,83,83,0.024684102262709375,0.9697624190064795,0.003022988853990985
C0020615,98,99,0.041868293709236275,0.9298554811420514,0.002508818430210054
C0020617,10,10,0.15555555555555556,0.9775641025641025,0.0028310205597066877
C0020619,119,124,0.018943170488534396,0.9628076062639821,0.002699204506879718
C0020620,22,25,0.07792207792207792,0.9703459637561779,0.0024864385672372672
C0020621,32,33,0.03024193548387097,0.9783236994219653,0.0019657375145180024
C0020625,23,24,0.05138339920948617,0.9500959692898272,0.0009994306274001478
C0020626,16,17,0.041666666666666664,0.983739837398374,0.001755373473840583
C0020649,82,82,0.01987353206865402,0.9606087735004476,0.0018279905732701098
C0020651,18,18,0.0915032679738562,0.976006855184233,0.00293782337981233
C0020672,17,17,0.0661764705882353,0.9757738896366084,0.0019799005953356273
C0020676,48,49,0.02925531914893617,0.9791073124406457,0.0029958389511367334
C0020678,27,28,0.03418803418803419,0.9870759289176091,0.00315322289312071
C0020757,40,41,0.035897435897435895,0.9646464646464646,0.0017753404284983965
C0021051,113,114,0.02781289506953224,0.9564248576380292,0.0031883828304387803
C0021296,175,177,0.01858784893267652,0.9579213441379824,0.0034434838382083727
C0021359,28,33,0.042328042328042326,0.9840716774514684,0.0032796294698844747
C0021361,29,29,0.10591133004926108,0.9770972037283622,0.005876869257678853
C0021364,66,69,0.039160839160839164,0.9715157680569685,0.004039746024763009
C0021368,112,114,0.019305019305019305,0.9508095921295348,0.0019314358991439895
C0021390,25,37,0.05,0.981000633312223,0.00287757755898198
C0021400,50,52,0.03183673469387755,0.9510050251256281,0.00140791370251546
C0021655,72,72,0.053208137715179966,0.9572797235746819,0.0039400873994776715
C0021831,10,11,0.08888888888888889,0.9850467289719627,0.0024458161228941384
C0021841,12,12,0.21212121212121213,0.9865319865319865,0.007933008431964107
C0021843,19,20,0.10526315789473684,0.960352422907489,0.0021308727292276564
C0022116,28,28,0.07671957671957672,0.9796061884669479,0.004621673092108319
C0022336,12,13,0.045454545454545456,0.9841688654353562,0.0014427167943064903
C0022346,80,82,0.026265822784810128,0.9453767686739059,0.0016721376356101877
C0022353,18,18,0.05228758169934641,0.9574468085106383,0.0009285482148660569
C0022408,15,15,0.08571428571428572,0.9706362153344209,0.0018413641568409
C0022521,31,34,0.0064516129032258064,0.9920318725099602,0.0011194264700152554
C0022548,36,38,0.05238095238095238,0.9834045763138044,0.005048040931596528
C0022568,23,24,0.1225296442687747,0.9830508474576272,0.007260510174001882
C0022596,58,60,0.04597701149425287,0.9576601671309192,0.0027571450797230345
C0022658,110,116,0.018682235195996665,0.9626542180726909,0.002447470932573744
C0022661,44,45,0.0507399577167019,0.9647706422018348,0.002777390415097848
C0022665,29,29,0.10344827586206896,0.9734429339234903,0.004931828957316213
C0022680,20,20,0.07368421052631578,0.9811193526635199,0.003377907786599805
C0022821,114,117,0.018164881229622728,0.9698608964451314,0.0030803820164597945
C0023014,11,11,0.12727272727272726,0.9711934156378601,0.001991510763440588
C0023015,13,13,0.20512820512820512,0.9777468706536857,0.0050201376788825735
C0023186,28,29,0.07142857142857142,0.9844110854503464,0.00565682169565304
C0023264,35,36,0.21176470588235294,0.8697001034126164,0.0022329310871267937
C0023290,12,14,0.19696969696969696,0.93048128342246,0.001346019958226967
C0023343,9,12,0.16666666666666666,0.9797979797979798,0.0030010519151042634
C0023380,76,77,0.047017543859649125,0.9149746192893401,0.0017665550216960399
C0023418,52,53,0.083710407239819,0.9598262757871878,0.0047430830039525695
C0023434,37,48,0.04804804804804805,0.9838383838383838,0.004892997086305637
C0023467,121,122,0.021763085399449034,0.9651560260227148,0.003374642796007026
C0023470,17,17,0.15441176470588236,0.9749552772808586,0.0044650172046534495
C0023473,23,23,0.13438735177865613,0.97160751565762,0.0046983334746669575
C0023485,11,12,0.14545454545454545,0.9843597262952102,0.004248837582170916
C0023487,38,40,0.06543385490753911,0.970550576184379,0.003707861595994727
C0023493,31,31,0.07741935483870968,0.9794871794871794,0.005152059175250934
C0023518,13,13,0.20512820512820512,0.973109243697479,0.004134651089719787
C0023520,32,32,0.12701612903225806,0.9470588235294117,0.003272357723577236
C0023530,36,37,0.09206349206349207,0.9331797235023042,0.002090980902374425
C0023532,21,21,0.10476190476190476,0.9565646594274433,0.0021425918064105287
C0023787,17,17,0.07352941176470588,0.9887005649717514,0.004779070402534273
C0023794,19,19,0.04678362573099415,0.974960876369327,0.0015224010439321444
C0023798,14,22,0.13186813186813187,0.9827586206896551,0.004535778940457954
C0023882,14,14,0.10989010989010989,0.9845201238390093,0.004217478663934589
C0023890,126,139,0.019809523809523808,0.9549653579676675,0.0024500926931984744
C0023891,16,16,0.14166666666666666,0.9781350482315112,0.0044130959565479785
C0023892,43,45,0.03433001107419712,0.9725055432372506,0.0023705494096867155
C0023893,733,767,0.005669492094021873,0.911592897207126,0.002054967009940781
C0023895,86,88,0.025170998632010944,0.9596756519833443,0.002371505968569829
C0023903,116,123,0.024287856071964018,0.9649767592692682,0.003589240079834156
C0023904,53,95,0.03991291727140784,0.9766454352441614,0.004036107367475292
C0024003,54,55,0.03004891684136967,0.9764125068568295,0.0030658943368797806
C0024032,69,69,0.023870417732310314,0.9761955366631243,0.003097785619476189
C0024115,46,51,0.03188405797101449,0.9738406658739596,0.002483057202280734
C0024117,37,38,0.06156156156156156,0.97376,0.0038217120466191097
C0024121,184,213,0.032311712995961035,0.9409626132725596,0.004409515052514449
C0024141,65,75,0.019230769230769232,0.9593289273004576,0.0013507709487608985
C0024232,14,14,0.0989010989010989,0.9860573199070488,0.004220794291815041
C0024299,47,47,0.07585568917668825,0.9659114529203908,0.004596575566040535
C0024301,18,19,0.09803921568627451,0.9805825242718447,0.003907640404227989
C0024305,23,23,0.08300395256916997,0.9688195991091314,0.002634862563145844
C0024312,40,40,0.038461538461538464,0.9785867237687366,0.0031858530464284056
C0024421,64,67,0.023809523809523808,0.9765853658536585,0.0029108314334899735
C0024433,71,73,0.028169014084507043,0.9744944434323192,0.0035063775560371445
C0024437,15,16,0.01904761904761905,0.9927927927927928,0.0017051960511249343
C0024530,16,16,0.1,0.9691912708600771,0.002190590037602711
C0024591,10,10,0.15555555555555556,0.9333333333333333,0.0009096393929549357
C0024667,137,143,0.03896522112494633,0.9570972698262616,0.005519093282081689
C0024809,33,33,0.06439393939393939,0.9860197368421053,0.006752152635817382
C0025149,51,52,0.05803921568627451,0.9691022964509395,0.004232289028324061
C0025160,29,29,0.05665024630541872,0.9775609756097561,0.003209933494791066
C0025202,203,215,0.015217285275325561,0.9604286892003298,0.0034937675063243076
C0025261,38,40,0.04836415362731152,0.9842300556586271,0.005190027906794729
C0025286,23,23,0.08695652173913043,0.9750849377123443,0.003476807152288999
C0025289,27,27,0.07122507122507123,0.9587458745874587,0.0019989334434294954
C0025322,24,24,0.09057971014492754,0.9636363636363636,0.0025638941779284508
C0025323,17,17,0.22794117647058823,0.9377510040160643,0.002550658146266863
C0025500,39,39,0.05668016194331984,0.9809610154125114,0.005157280368731247
C0025521,16,16,0.075,0.9664804469273743,0.001505849310616963
C0025958,24,26,0.057971014492753624,0.9854280510018215,0.0041873713215374855
C0025995,58,59,0.03145795523290986,0.9745222929936306,0.0031902045163287466
C0026034,78,78,0.02763902763902764,0.9740015661707127,0.003712033578414695
C0026106,69,71,0.014919011082693947,0.9855640338214064,0.003223234808507883
C0026266,33,33,0.04924242424242424,0.9809663250366032,0.0037730961351106307
C0026267,39,40,0.05263157894736842,0.9723502304147466,0.003268581342751805
C0026351,28,28,0.0291005291005291,0.9911788291900562,0.0041007810063502384
C0026633,14,14,0.12087912087912088,0.9681620839363242,0.0022181550520222015
C0026636,12,12,0.15151515151515152,0.9826539462272333,0.004382300611124004
C0026640,52,53,0.07767722473604827,0.971152499649909,0.006201598912596355
C0026650,54,62,0.03284416491963662,0.9580169718624386,0.0018472874585975082
C0026764,33,33,0.06060606060606061,0.9722823733217844,0.003160671949001256
C0026769,37,42,0.03903903903903904,0.9731682146542827,0.0023686325730935395
C0026821,55,56,0.044444444444444446,0.9789674952198852,0.0051952883875495725
C0026826,88,88,0.022988505747126436,0.9560109972506873,0.0020245893656392513
C0026827,565,575,0.008968806878804995,0.913346673943363,0.002539863479387006
